,Rank,degree centrality,eigenvector centrality,closeness centrality,betweenness centrality,load centrality,pagerank,hubs,authorities,percolation,subgraph,harmonic,MAUT
18856,18857,9910119,9401001,9711154,9912073,9603055,9511133,205021,9403009,9511133,9511133,9511133,9511133
18857,18858,9612255,9805060,9506050,9905230,210086,9407100,9410115,9403039,9407100,9407100,9407100,9407100
18858,18859,9903097,9803264,202131,9909096,12160,9504021,9804130,9408045,9504021,9504021,9504021,9504021
18859,18860,9408128,9406044,9607174,12022,9707165,9406053,205114,9503177,9406053,9406053,9406053,9406053
18860,18861,9411180,9503067,9210129,9807104,9306095,9401155,9203047,9511219,9401155,9401155,9401155,9401155
18861,18862,9612129,9705141,9809069,9706128,9803041,9903124,9311162,5131,9903124,9903124,9903124,9903124
18862,18863,9705161,211267,9305065,206019,9512001,9805013,9203046,205021,9805013,9805013,9805013,9805013
18863,18864,9603046,9708058,9311077,9907134,9701071,107030,9303150,9410115,107030,107030,107030,107030
18864,18865,9805164,9710106,8152,212172,206069,12087,9307139,9804130,12087,12087,12087,12087
18865,18866,109071,9812115,9412099,9605021,9511036,9808027,205117,205114,9808027,9808027,9808027,9808027
18866,18867,201013,304094,211085,9511036,9901002,9809177,9701056,9203047,9809177,9809177,9809177,9809177
18867,18868,204114,9904081,112087,9702116,9610120,9704078,9706029,9311162,9704078,9704078,9704078,9704078
18868,18869,10219,9906150,208106,9212139,9609040,9803155,9902091,9203046,9803155,9803155,9803155,9803155
18869,18870,9412071,9401083,9604069,107059,9905062,210125,208061,9303150,210125,210125,210125,210125
18870,18871,9701133,9511046,303130,9901061,9706130,9901132,304010,9307139,9901132,9901132,9901132,9901132
18871,18872,9709162,9702023,9503126,9803198,9912193,9711122,9706030,205117,9711122,9711122,9711122,9711122
18872,18873,9710040,9806174,9905008,9404093,210199,9909050,7199,9701056,9909050,9909050,9909050,9909050
18873,18874,304077,104220,106252,208170,9901061,205002,9203048,9706029,205002,205002,205002,205002
18874,18875,9701003,9608141,9406215,112259,108132,9410123,9508019,9902091,9410123,9410123,9410123,9410123
18875,18876,9208073,9407019,211186,111117,211229,9511169,9610127,208061,9511169,9511169,9511169,9511169
18876,18877,207112,9812231,9903133,301100,9511048,9605226,9204039,304010,9605226,9605226,9605226,9605226
18877,18878,9307072,9606114,9704138,9601061,208045,7108,9511096,9706030,7108,7108,7108,7108
18878,18879,201062,9511169,9507029,9608022,9705048,9604028,205028,7199,9604028,9604028,9604028,9604028
18879,18880,9909211,9512220,9605048,103122,9807104,9905035,205031,9203048,9905035,9905035,9905035,9905035
18880,18881,9503051,9312006,9412129,9406057,9609157,9907097,9706099,9508019,9907097,9907097,9907097,9907097
18881,18882,9810182,9702147,9805060,304004,9512035,9912134,9902135,9610127,9912134,9912134,9912134,9912134
18882,18883,9410190,112087,9403164,9909109,9811039,9605035,205035,9204039,9605035,9605035,9605035,9605035
18883,18884,9601093,9605157,9906150,9709121,206019,9610021,9905005,9511096,9610021,9610021,9610021,9610021
18884,18885,9206010,9308054,105218,9608128,12022,9203074,9902097,205028,9203074,9203074,9203074,9203074
18885,18886,9612209,9407083,9904026,301155,208170,9302091,210220,205031,9302091,9302091,9302091,9302091
18886,18887,9512136,9604145,105317,9905014,9601061,5078,9809004,9706099,5078,5078,5078,5078
18887,18888,9512029,9406165,9209054,9606073,204182,205005,205059,9902135,205005,205005,205005,205005
18888,18889,9204050,8251,9701102,9811039,209245,9903036,9305068,205035,9903036,9903036,9903036,9903036
18889,18890,9410116,205181,7004,9807214,9803198,9907219,9512116,9905005,9907219,9907219,9907219,9907219
18890,18891,9505099,9208069,7005,209245,109215,9912107,9706007,9902097,9912107,9912107,9912107,9912107
18891,18892,302225,9708094,9611045,9116,9804191,9201002,9901006,210220,9201002,9201002,9201002,9201002
18892,18893,9701063,9606170,9211117,206069,9310019,9204054,9903156,9809004,9204054,9204054,9204054,9204054
18893,18894,9603105,9311162,9209027,9512035,9608022,9211077,9904036,205059,9211077,9211077,9211077,9211077
18894,18895,9905003,9206028,9307064,9603050,9504050,9901018,9807086,9305068,9901018,9901018,9901018,9901018
18895,18896,201111,9812168,212234,9512119,9508011,304003,9709058,9512116,304003,304003,304003,304003
18896,18897,9809016,9707227,110044,9412086,9812120,9611187,9903010,9706007,9611187,9611187,9611187,9611187
18897,18898,9606055,9708148,9073,9412112,9606058,9807081,9705118,9901006,9807081,9807081,9807081,9807081
18898,18899,9905192,9412136,9604100,9406078,9212139,4053,9708001,9903156,4053,4053,4053,4053
18899,18900,9511102,9611131,9710224,9912242,110088,205018,9608142,9904036,205018,205018,205018,205018
18900,18901,9906212,9609197,9412136,9910111,9612053,9403009,9701181,9807086,9403009,9403009,9403009,9403009
18901,18902,10080,9506149,9909002,9212089,9808109,9403039,9904193,9709058,9403039,9403039,9403039,9403039
18902,18903,201125,203087,9309087,9303071,9709056,9408045,205081,9903010,9408045,9408045,9408045,9408045
18903,18904,9605115,9202022,9311111,9704173,9404093,9503177,3158,9705118,9503177,9503177,9503177,9503177
18904,18905,202005,9511102,9200,8161,112259,9511219,9810225,9708001,9511219,9511219,9511219,9511219
18905,18906,201145,9905028,9707155,9307121,9907177,5131,9909077,9608142,5131,5131,5131,5131
18906,18907,9405160,9209054,9605207,9909145,9711131,205021,9407071,9701181,205021,205021,205021,205021
18907,18908,9301039,212272,9504060,110205,9303071,9410115,9306012,9904193,9410115,9410115,9410115,9410115
18908,18909,9805160,9812059,9807146,9603104,9907134,9804130,9201036,205081,9804130,9804130,9804130,9804130
18909,18910,212195,211185,9410156,9808109,9910111,205114,9804202,3158,205114,205114,205114,205114
18910,18911,9807144,9404084,9603163,9609040,9808070,9203047,9805209,9810225,9203047,9203047,9203047,9203047
18911,18912,9701085,9912176,9706164,108132,301228,9311162,9807115,9909077,9311162,9311162,9311162,9311162
18912,18913,209036,211085,7230,9705196,9611140,9203046,109156,9407071,9203046,9203046,9203046,9203046
18913,18914,209107,9703117,9705020,9206091,9712098,9303150,205095,9306012,9303150,9303150,9303150,9303150
18914,18915,9301132,9304020,9501138,209184,9304020,9307139,205102,9201036,9307139,9307139,9307139,9307139
18915,18916,9607132,9607217,9609233,110088,9602152,205117,211031,9804202,205117,205117,205117,205117
18916,18917,9707104,9311058,106204,303011,208140,9701056,9911164,9805209,9701056,9701056,9701056,9701056
18917,18918,9911103,9805036,9811215,211229,9905230,9706029,206028,9807115,9706029,9706029,9706029,9706029
18918,18919,9401012,9611139,9508055,301228,9407192,9902091,9608164,109156,9902091,9902091,9902091,9902091
18919,18920,9404024,11154,9906185,212133,9805080,208061,9310146,205095,208061,208061,208061,208061
18920,18921,6138,9806205,9407083,9612053,9909191,304010,205112,205102,304010,304010,304010,304010
18921,18922,201219,9407068,9805184,9705031,8161,9706030,9306006,211031,9706030,9706030,9706030,9706030
18922,18923,9401128,12260,9808158,5092,211015,7199,9401120,9911164,7199,7199,7199,7199
18923,18924,9811196,9611220,9202040,9503058,9308072,9203048,9505108,206028,9203048,9203048,9203048,9203048
18924,18925,103225,9512070,9304031,9412142,9612147,9508019,9210131,9608164,9508019,9508019,9508019,9508019
18925,18926,201253,112120,9402146,9504050,9708077,9610127,9502079,9310146,9610127,9610127,9610127,9610127
18926,18927,9807055,9609002,9411207,9304080,9909096,9204039,206088,205112,9204039,9204039,9204039,9204039
18927,18928,9903161,10140,9711022,9901002,9412086,9511096,9903139,9306006,9511096,9511096,9511096,9511096
18928,18929,9610185,9607162,6248,9603102,9412112,205028,9404046,9401120,205028,205028,205028,205028
18929,18930,9810143,9501122,209172,9711131,9905052,205031,205126,9505108,205031,205031,205031,205031
18930,18931,9908103,111244,9401055,9402118,212172,9706099,9208008,9210131,9706099,9706099,9706099,9706099
18931,18932,304112,206039,9504069,212333,9702116,9902135,9412163,9502079,9902135,9902135,9902135,9902135
18932,18933,9607059,9707154,9310089,204182,9901026,205035,9306106,206088,205035,205035,205035,205035
18933,18934,10131,9904159,9701058,9511218,9712120,9905005,9406162,9903139,9905005,9905005,9905005,9905005
18934,18935,202006,8036,9811003,11116,9212089,9902097,9609164,9404046,9902097,9902097,9902097,9902097
18935,18936,9610025,9511091,9907217,9601105,9504075,210220,9310031,205126,210220,210220,210220,210220
18936,18937,9610158,9810065,9501078,9709030,9412142,9809004,9506188,9208008,9809004,9809004,9809004,9809004
18937,18938,212077,9410222,9706086,9707222,206088,205059,9507156,9412163,205059,205059,205059,205059
18938,18939,9202089,9909190,9806090,9806041,209184,9305068,9401167,9306106,9305068,9305068,9305068,9305068
18939,18940,9803190,9202058,9804022,9906075,9612142,9512116,9408130,9406162,9512116,9512116,9512116,9512116
18940,18941,4161,9312102,9903197,9808044,103122,9706007,9704143,9609164,9706007,9706007,9706007,9706007
18941,18942,9410107,9903133,9507146,9406091,9709121,9901006,9702050,9310031,9901006,9901006,9901006,9901006
18942,18943,202038,207046,9303043,112052,9806041,9903156,9905018,9506188,9903156,9903156,9903156,9903156
18943,18944,9403172,9611098,9911148,9311059,9603050,9904036,205152,9507156,9904036,9904036,9904036,9904036
18944,18945,9912142,9710040,9209007,9805080,9612153,9807086,9908052,9401167,9807086,9807086,9807086,9807086
18945,18946,202049,203242,9709079,9909191,9804028,9709058,9709144,9408130,9709058,9709058,9709058,9709058
18946,18947,107041,9308119,108111,9203022,9907077,9903010,9903076,9704143,9903010,9903010,9903010,9903010
18947,18948,9903265,9911248,9404150,9307030,9812113,9705118,107230,9702050,9705118,9705118,9705118,9705118
18948,18949,9508098,9806093,9312141,9612118,11116,9708001,205159,9905018,9708001,9708001,9708001,9708001
18949,18950,206219,9209015,9410150,9604151,210123,9608142,9911159,205152,9608142,9608142,9608142,9608142
18950,18951,9705135,9403171,9085,9608032,5157,9701181,9811224,9908052,9701181,9701181,9701181,9701181
18951,18952,9507083,103092,9310096,9709056,9409047,9904193,9907003,9709144,9904193,9904193,9904193,9904193
18952,18953,9605020,303174,9409153,9508011,9606052,205081,9707082,9903076,205081,205081,205081,205081
18953,18954,9905078,12241,9206024,9707218,9402118,3158,9708010,107230,3158,3158,3158,3158
18954,18955,9811125,212120,9411063,9408002,9206091,9810225,205168,205159,9810225,9810225,9810225,9810225
18955,18956,9808159,201233,9410180,211155,303228,9909077,9605103,9911159,9909077,9909077,9909077,9909077
18956,18957,9202026,9503032,9307129,9506127,9029,9407071,9610055,9811224,9407071,9407071,9407071,9407071
18957,18958,9811238,9609064,9307130,110272,9512119,9306012,9612185,9907003,9306012,9306012,9306012,9306012
18958,18959,304154,205322,9411185,9225,9909109,9201036,205169,9707082,9201036,9201036,9201036,9201036
18959,18960,9409199,9701102,9403056,9606052,9706005,9804202,9308157,9708010,9804202,9804202,9804202,9804202
18960,18961,9402138,9506202,9407062,9705048,9506127,9805209,9405125,205168,9805209,9805209,9805209,9805209
18961,18962,9401019,9604197,9502127,9901026,9406091,9807115,9501035,9605103,9807115,9807115,9807115,9807115
18962,18963,9404023,9411151,9711168,10233,302066,109156,9512120,9610055,109156,109156,109156,109156
18963,18964,9405131,9711170,9505016,9609215,303011,205095,9410213,9612185,205095,205095,205095,205095
18964,18965,9411186,9604137,9706030,9903161,9707222,205102,210108,205169,205102,205102,205102,205102
18965,18966,9503087,9306115,9606160,9211027,9409125,211031,9208059,9308157,211031,211031,211031,211031
18966,18967,303014,201188,9512001,9506044,9705196,9911164,9810115,9405125,9911164,9911164,9911164,9911164
18967,18968,9609029,9702016,9811039,9702117,9705031,206028,9307060,9501035,206028,206028,206028,206028
18968,18969,202146,9409165,107224,9409125,9612118,9608164,9312147,9512120,9608164,9608164,9608164,9608164
18969,18970,209049,9510171,9705109,304141,5092,9310146,9401024,9410213,9310146,9310146,9310146,9310146
18970,18971,9712038,9502118,8072,9312025,9312025,205112,9906156,210108,205112,205112,205112,205112
18971,18972,107006,9704182,9202063,9611148,9603102,9306006,9812212,9208059,9306006,9306006,9306006,9306006
18972,18973,6061,9305127,208102,9202043,9709030,9401120,212132,9810115,9401120,9401120,9401120,9401120
18973,18974,207239,9604098,9312156,208140,9303003,9505108,9302116,9307060,9505108,9505108,9505108,9505108
18974,18975,202170,9811094,9308053,9707211,9511218,9210131,9706184,9312147,9210131,9210131,9210131,9210131
18975,18976,103176,9209064,9212005,12235,9707211,9502079,9407030,9401024,9502079,9502079,9502079,9502079
18976,18977,9410076,111172,9806203,207154,207193,206088,9703200,9906156,206088,206088,206088,206088
18977,18978,9602034,9602104,9412126,210199,9808044,9903139,9602122,9812212,9903139,9903139,9903139,9903139
18978,18979,9806185,9702186,103263,9712005,9601105,9404046,9904154,212132,9404046,9404046,9404046,9404046
18979,18980,210210,9709020,9608141,9612142,9209013,205126,9809034,9302116,205126,205126,205126,205126
18980,18981,205116,9210147,9408148,9206031,212133,9208008,9803188,9706184,9208008,9208008,9208008,9208008
18981,18982,303051,9612186,9408085,9706005,110272,9412163,9904134,9407030,9412163,9412163,9412163,9412163
18982,18983,9707094,9903060,8171,9406083,9609169,9306106,9804028,9703200,9306106,9306106,9306106,9306106
18983,18984,9809023,9908101,9602042,9905062,9611148,9406162,9806085,9602122,9406162,9406162,9406162,9406162
18984,18985,9804088,9301120,9807238,206088,9407052,9609164,9906223,9904154,9609164,9609164,9609164,9609164
18985,18986,202196,210232,9402061,9912193,9410123,9310031,9907077,9809034,9310031,9310031,9310031,9310031
18986,18987,202200,9406196,107080,9410123,110141,9506188,9706129,9803188,9506188,9506188,9506188,9506188
18987,18988,4088,9705049,9211078,9804028,304141,9507156,9708128,9904134,9507156,9507156,9507156,9507156
18988,18989,9013,9810034,9210029,9907077,9206031,9401167,9708163,9804028,9401167,9401167,9401167,9401167
18989,18990,103251,9710048,9501124,9812113,9503058,9408130,9711164,9806085,9408130,9408130,9408130,9408130
18990,18991,9710130,9307022,9404116,9407052,105110,9704143,9712001,9906223,9704143,9704143,9704143,9704143
18991,18992,9809037,9912223,9301026,5157,9301040,9702050,9810009,9907077,9702050,9702050,9702050,9702050
18992,18993,9804060,9412042,9511015,9202060,9310011,9905018,9201013,9706129,9905018,9905018,9905018,9905018
18993,18994,9903248,9305129,6197,9310011,9203022,205152,9208054,9708128,205152,205152,205152,205152
18994,18995,203022,7248,9606156,9301040,207154,9908052,9312212,9708163,9908052,9908052,9908052,9908052
18995,18996,9411214,9312169,9706058,9301089,9905143,9709144,9304063,9711164,9709144,9709144,9709144,9709144
18996,18997,9609055,9711172,9511223,302133,9511019,9903076,9904104,9712001,9903076,9903076,9903076,9903076
18997,18998,301202,9709229,9511044,9910085,9507126,107230,205224,9810009,107230,107230,107230,107230
18998,18999,9410095,9611002,202196,9903199,9805113,205159,9312079,9201013,205159,205159,205159,205159
18999,19000,4069,9303041,303093,9507126,9307121,9911159,9803234,9208054,9911159,9911159,9911159,9911159
19000,19001,103125,9609203,303117,302204,9301089,9811224,9508062,9312212,9811224,9811224,9811224,9811224
19001,19002,203042,9507016,304069,210123,9805048,9907003,9703140,9304063,9907003,9907003,9907003,9907003
19002,19003,9512168,9710025,304131,9612147,9712005,9707082,9912174,9904104,9707082,9707082,9707082,9707082
19003,19004,9609150,5201,9609002,205208,301067,9708010,205232,205224,9708010,9708010,9708010,9708010
19004,19005,9911003,9711057,9912097,9904012,9405065,205168,9806077,9312079,205168,205168,205168,205168
19005,19006,105130,9206024,9612009,9703132,112052,9605103,9805026,9803234,9605103,9605103,9605103,9605103
19006,19007,10036,9403112,9607093,9712149,9211027,9610055,9305115,9508062,9610055,9610055,9610055,9610055
19007,19008,9910183,9312140,9506005,9805113,9911173,9612185,9808131,9703140,9612185,9612185,9612185,9612185
19008,19009,9210159,9605206,9612118,205054,206159,205169,9203003,9912174,205169,205169,205169,205169
19009,19010,9810162,9303042,111074,105002,9408171,9308157,9606109,205232,9308157,9308157,9308157,9308157
19010,19011,9409014,9811252,103092,9906195,9707218,9405125,9805024,9806077,9405125,9405125,9405125,9405125
19011,19012,9812064,6099,9212011,9907126,9408002,9501035,205243,9805026,9501035,9501035,9501035,9501035
19012,19013,9311058,9912110,9811044,9609169,211155,9512120,9401083,9305115,9512120,9512120,9512120,9512120
19013,19014,9605104,9412049,9503010,9401095,9912078,9410213,9412244,9808131,9410213,9410213,9410213,9410213
19014,19015,9701107,9809081,203087,9910268,212333,210108,9806068,9203003,210108,210108,210108,210108
19015,19016,9807160,9308110,9311162,9407192,107150,9208059,9912002,9606109,9208059,9208059,9208059,9208059
19016,19017,9704100,9610123,9602175,109135,212132,9810115,9810242,9805024,9810115,9810115,9810115,9810115
19017,19018,9905143,9505041,9806207,205178,205208,9307060,205250,205243,9307060,9307060,9307060,9307060
19018,19019,9701134,9502101,9608172,9905143,9910268,9312147,9911053,9401083,9312147,9312147,9312147,9312147
19019,19020,9707020,301192,9202051,9905052,9401095,9401024,4173,9412244,9401024,9401024,9401024,9401024
19020,19021,301010,203166,9705018,212132,9906096,9906156,104182,9806068,9906156,9906156,9906156,9906156
19021,19022,9606090,9903106,9712140,9911070,9304035,9812212,9910025,9912002,9812212,9812212,9812212,9812212
19022,19023,9311026,9210118,9704130,209121,9202060,212132,9808045,9810242,212132,212132,212132,212132
19023,19024,9411227,9210030,9603159,9610113,12235,9302116,9808105,205250,9302116,9302116,9302116,9302116
19024,19025,9702092,9511172,9209101,210220,9906195,9706184,9809072,9911053,9706184,9706184,9706184,9706184
19025,19026,9809046,9712033,9710221,9609183,9406083,9407030,9201011,4173,9407030,9407030,9407030,9407030
19026,19027,9806167,9909065,110043,9410210,9807081,9703200,9203009,104182,9703200,9703200,9703200,9703200
19027,19028,9403093,111024,9410085,9807081,9608032,9602122,7194,9910025,9602122,9602122,9602122,9602122
19028,19029,9404007,9402129,9704212,9209013,11028,9904154,10134,9808045,9904154,9904154,9904154,9904154
19029,19030,9212093,212213,9307022,9911154,10233,9809034,212104,9808105,9809034,9809034,9809034,9809034
19030,19031,9312125,9904161,9222,9901006,304227,9803188,205264,9809072,9803188,9803188,9803188,9803188
19031,19032,9401127,9511209,201250,9707066,9704137,9904134,9511175,9201011,9904134,9904134,9904134,9904134
19032,19033,203124,9412218,9210053,9405065,9904012,9804028,9907042,9203009,9804028,9804028,9804028,9804028
19033,19034,9510211,9707237,9209059,110141,9907126,9806085,9607130,7194,9806085,9806085,9806085,9806085
19034,19035,9812179,9205073,9706129,9304020,9712149,9906223,9605128,10134,9906223,9906223,9906223,9906223
19035,19036,9905102,9609040,111014,9601159,9609183,9907077,9608182,212104,9907077,9907077,9907077,9907077
19036,19037,9312085,9902175,9210052,9704137,302133,9706129,9812018,205264,9706129,9706129,9706129,9706129
19037,19038,9511163,9031,9610248,9408171,9910085,9708128,9709166,9511175,9708128,9708128,9708128,9708128
19038,19039,302195,9310141,9503199,107150,10029,9708163,8078,9907042,9708163,9708163,9708163,9708163
19039,19040,8176,9705083,209134,9710159,11158,9711164,9211050,9607130,9711164,9711164,9711164,9711164
19040,19041,9511165,107182,9707098,111257,11268,9712001,9703035,9605128,9712001,9712001,9712001,9712001
19041,19042,9204103,9603177,9701013,9912099,210220,9810009,9807051,9608182,9810009,9810009,9810009,9810009
19042,19043,9208018,9705195,9407103,9907122,303237,9201013,9806016,9812018,9201013,9201013,9201013,9201013
19043,19044,212234,9312141,211224,9410207,9210053,9208054,9911012,9709166,9208054,9208054,9208054,9208054
19044,19045,9906184,9304114,9806193,9810057,9911070,9312212,9911013,8078,9312212,9312212,9312212,9312212
19045,19046,9810003,9507029,9708054,9810228,9410033,9304063,9912064,9211050,9304063,9304063,9304063,9304063
19046,19047,9403063,9605125,106208,202006,210028,9904104,9708018,9703035,9904104,9904104,9904104,9904104
19047,19048,9812040,9410115,9410021,206159,9901006,205224,9812077,9807051,205224,205224,205224,205224
19048,19049,9712138,9610247,9809058,9501078,9911240,9312079,205284,9806016,9312079,9312079,9312079,9312079
19049,19050,9806248,9809194,9605123,9912078,109135,9803234,9307068,9911012,9803234,9803234,9803234,9803234
19050,19051,9805025,9607136,212013,11028,205178,9508062,9502008,9911013,9508062,9508062,9508062,9508062
19051,19052,111196,9506053,4138,105110,9503150,9703140,205289,9912064,9703140,9703140,9703140,9703140
19052,19053,203228,9402061,5245,210028,9908085,9912174,9810249,9708018,9912174,9912174,9912174,9912174
19053,19054,9810124,205304,9307186,9210053,9911154,205232,9406012,9812077,205232,205232,205232,205232
19054,19055,9912078,9711110,9705019,9706202,9907108,9806077,9703192,205284,9806077,9806077,9806077,9806077
19055,19056,9506153,103144,9708161,6157,209118,9805026,211261,9307068,9805026,9805026,9805026,9805026
19056,19057,301215,9311078,9503188,9310052,9809037,9305115,210099,9502008,9305115,9305115,9305115,9305115
19057,19058,209074,303176,9902057,9809037,9610113,9808131,9905084,205289,9808131,9808131,9808131,9808131
19058,19059,9411218,9508012,9502041,206096,9405175,9203003,9908069,9810249,9203003,9203003,9203003,9203003
19059,19060,9612092,9805184,9607136,9910212,9707066,9606109,10277,9406012,9606109,9606109,9606109,9606109
19060,19061,103073,9609054,9502040,9309123,9609111,9805024,205307,9703192,9805024,9805024,9805024,9805024
19061,19062,9611183,9201024,304094,9708066,9312215,205243,9906074,211261,205243,205243,205243,205243
19062,19063,9705184,9401094,9703112,9907108,9810057,9401083,9811187,210099,9401083,9401083,9401083,9401083
19063,19064,206230,9712134,205223,9304035,9912032,9412244,9902065,9905084,9412244,9412244,9412244,9412244
19064,19065,301169,9702028,9908099,9904184,8224,9806068,9705185,9908069,9806068,9806068,9806068,9806068
19065,19066,9912026,211080,9805016,9903070,9225,9912002,9910081,10277,9912002,9912002,9912002,9912002
19066,19067,9805119,9909225,9305096,9902036,9601159,9810242,9203004,205307,9810242,9810242,9810242,9810242
19067,19068,9903013,107171,9502133,9906024,9905107,205250,9612159,9906074,205250,205250,205250,205250
19068,19069,12257,9307033,9702020,9612172,9710159,9911053,205046,9811187,9911053,9911053,9911053,9911053
19069,19070,9812146,9506062,9310133,9912032,9501078,4173,207045,9902065,4173,4173,4173,4173
19070,19071,9603047,9209001,108053,9312215,9612172,104182,208131,9705185,104182,104182,104182,104182
19071,19072,9904048,9302072,110217,9405175,9410210,9910025,9708052,9910081,9910025,9910025,9910025,9910025
19072,19073,9601157,9503056,9212129,9609114,111257,9808045,9911063,9203004,9808045,9808045,9808045,9808045
19073,19074,9704210,101161,9512058,110102,9912099,9808105,9311121,9612159,9808105,9808105,9808105,9808105
19074,19075,206121,9505142,9307136,303237,9907122,9809072,9909126,205046,9809072,9809072,9809072,9809072
19075,19076,9611096,9209072,206048,9602098,9410207,9201011,106119,207045,9201011,9201011,9201011,9201011
19076,19077,9602142,9812050,9404014,9029,9810228,9203009,212034,208131,9203009,9203009,9203009,9203009
19077,19078,9602143,9801090,9511074,209118,9904184,7194,9607115,9708052,7194,7194,7194,7194
19078,19079,9511041,9906007,9506016,9206042,205054,10134,9704203,9911063,10134,10134,10134,10134
19079,19080,9711047,9803153,9510185,304227,105002,212104,9902143,9311121,212104,212104,212104,212104
19080,19081,9808113,9303052,9503024,9905107,9811012,205264,9311050,9909126,205264,205264,205264,205264
19081,19082,5150,8168,3109,9604066,9901154,9511175,9402141,106119,9511175,9511175,9511175,9511175
19082,19083,5030,9501084,9209015,9502088,206096,9907042,9403113,212034,9907042,9907042,9907042,9907042
19083,19084,9606024,9409153,9209042,108214,9807146,9607130,9305031,9607115,9607130,9607130,9607130,9607130
19084,19085,9904106,202084,9311112,9805103,205093,9605128,9804098,9704203,9605128,9605128,9605128,9605128
19085,19086,9606178,9902064,6099,211187,9905123,9608182,9909217,9902143,9608182,9608182,9608182,9608182
19086,19087,9611232,9210159,206133,110150,302204,9812018,9210133,9311050,9812018,9812018,9812018,9812018
19087,19088,9711198,9311114,9408141,210052,9502088,9709166,206037,9402141,9709166,9709166,9709166,9709166
19088,19089,9201032,9405125,209147,4060,9706202,8078,9705082,9403113,8078,8078,8078,8078
19089,19090,204090,303029,10036,9810003,6157,9211050,9702061,9305031,9211050,9211050,9211050,9211050
19090,19091,9403022,9711056,9207026,204090,9310052,9703035,9411140,9804098,9703035,9703035,9703035,9703035
19091,19092,9512104,9806047,9302084,9806183,9902036,9807051,206039,9909217,9807051,9807051,9807051,9807051
19092,19093,106090,9511186,9808012,9610215,9309123,9806016,9812243,9210133,9806016,9806016,9806016,9806016
19093,19094,9603155,9305130,9511123,9701111,9708066,9911012,206040,206037,9911012,9911012,9911012,9911012
19094,19095,9809071,9401027,12224,9611216,302075,9911013,9212102,9705082,9911013,9911013,9911013,9911013
19095,19096,207064,9503218,9210075,9703169,9903070,9912064,9310052,9702061,9912064,9912064,9912064,9912064
19096,19097,9711195,9512112,9801090,9812246,110102,9708018,9307012,9411140,9708018,9708018,9708018,9708018
19097,19098,9308009,9505016,9601123,9609111,9602098,9812077,9912163,206039,9812077,9812077,9812077,9812077
19098,19099,9401134,9208037,9812077,9908085,9608075,205284,9803158,9812243,205284,205284,205284,205284
19099,19100,9803102,9407017,9407057,9807146,9906024,9307068,9811148,206040,9307068,9307068,9307068,9307068
19100,19101,9710169,9411137,9303068,9301082,105196,9502008,206048,9212102,9502008,9502008,9502008,9502008
19101,19102,9909102,9504069,106029,9707029,9206042,205289,106219,9310052,205289,205289,205289,205289
19102,19103,204148,9310089,209249,209165,202200,9810249,9805057,9307012,9810249,9810249,9810249,9810249
19103,19104,9611194,9812023,107006,9311113,9805103,9406012,206061,9912163,9406012,9406012,9406012,9406012
19104,19105,9606081,9806090,202168,9911240,9310049,9703192,9710151,9803158,9703192,9703192,9703192,9703192
19105,19106,9907136,9501093,9602063,9503150,108214,211261,9908202,9811148,211261,211261,211261,211261
19106,19107,204163,9601107,9209001,211286,211187,210099,9702169,206048,210099,210099,210099,210099
19107,19108,9403135,9501028,9211133,9409047,110150,9905084,9303118,106219,9905084,9905084,9905084,9905084
19108,19109,9611220,9706030,9703106,9310049,210052,9908069,206124,9805057,9908069,9908069,9908069,9908069
19109,19110,9612186,9207028,9712174,9911173,4060,10277,107013,206061,10277,10277,10277,10277
19110,19111,9412192,9601123,9309037,205093,9810003,205307,9410134,9710151,205307,205307,205307,205307
19111,19112,204182,9501123,9805159,8224,204090,9906074,206082,9908202,9906074,9906074,9906074,9906074
19112,19113,9407085,9412005,9503218,9311131,9806183,9811187,9902048,9702169,9811187,9811187,9811187,9811187
19113,19114,107125,108173,9707028,9410033,9610215,9902065,9606121,9303118,9902065,9902065,9902065,9902065
19114,19115,9803157,9510221,9404094,9608075,9701111,9705185,9903016,206124,9705185,9705185,9705185,9705185
19115,19116,9902124,9601019,9706054,105196,9611216,9910081,206083,107013,9910081,9910081,9910081,9910081
19116,19117,9209110,5238,9804003,9202022,9703169,9203004,9306030,9410134,9203004,9203004,9203004,9203004
19117,19118,9807020,10164,9201049,9707006,9812246,9612159,9411006,206082,9612159,9612159,9612159,9612159
19118,19119,9201009,9505083,9208039,11052,9810064,205046,9505037,9902048,205046,205046,205046,205046
19119,19120,9309098,9303176,9211134,9704001,9810040,207045,9903022,9606121,207045,207045,207045,207045
19120,19121,9805206,9601058,9703137,301152,9301082,208131,206093,9903016,208131,208131,208131,208131
19121,19122,9710196,9612255,9302125,9710131,9503234,9708052,206224,206083,9708052,9708052,9708052,9708052
19122,19123,9710195,9202051,9709143,9710132,9311131,9911063,9306009,9306030,9911063,9911063,9911063,9911063
19123,19124,204234,9302002,9506053,106139,9707155,9311121,9506179,9411006,9311121,9311121,9311121,9311121
19124,19125,9503074,9308016,9301132,9704019,12162,9909126,9702127,9505037,9909126,9909126,9909126,9909126
19125,19126,9504011,9411164,109046,9805061,9707029,106119,9605019,9903022,106119,106119,106119,106119
19126,19127,9805062,9044,9611033,9809094,209165,212034,9709176,206093,212034,212034,212034,212034
19127,19128,9303049,9304152,205145,210121,9311113,9607115,9602139,206224,9607115,9607115,9607115,9607115
