,Rank,Degree-Centrality,Closeness-Centrality,Betweenness-Centrality,EigenVector-centrality,Hybrid-Centrality,Harmonic-Centrality,Hub-Score,Authorities-Score,Degree-Prestige,Percolation-Centrality,Page-Rank,Load-Centrality,Katz-Centrality
23132,23133,9410112,9507169,9706209,9507167,9301032,9507169,9709153,9704207,9309120,9706209,9509092,9706209,9507167
23133,23134,9410116,9507173,9706212,9507169,9301036,9507173,9709156,9704210,9309121,9706212,9509093,9706212,9507169
23134,23135,9410122,9507174,9706214,9507173,9301041,9507174,9709164,9704211,9309138,9706214,9509098,9706214,9507173
23135,23136,9410123,9508012,9706215,9507174,9301045,9508012,9709172,9704212,9309146,9706215,9509131,9706215,9507174
23136,23137,9410124,9508025,9706219,9508012,9301051,9508025,9709176,9705006,9309156,9706219,9509133,9706219,9508012
23137,23138,9410127,9508032,9706220,9508025,9301063,9508032,9709179,9705009,9310012,9706220,9509144,9706220,9508025
23138,23139,9410130,9508035,9706224,9508032,9301066,9508035,9709183,9705015,9310036,9706224,9509150,9706224,9508032
23139,23140,9410131,9508049,9707005,9508035,9301078,9508049,9709190,9705023,9310050,9707005,9509154,9707005,9508035
23140,23141,9410133,9508051,9707006,9508049,9301085,9508051,9709191,9705032,9310057,9707006,9509157,9707006,9508049
23141,23142,9410144,9508052,9707016,9508051,9301087,9508052,9709194,9705042,9310072,9707016,9509163,9707016,9508051
23142,23143,9410145,9508053,9707018,9508052,9301089,9508053,9709197,9705048,9310077,9707018,9509168,9707018,9508052
23143,23144,9410146,9508055,9707021,9508053,9301091,9508055,9709204,9705049,9310090,9707021,9509169,9707021,9508053
23144,23145,9410148,9508057,9707026,9508055,9301092,9508057,9709215,9705072,9310092,9707026,9509174,9707026,9508055
23145,23146,9410150,9508069,9707028,9508057,9301095,9508069,9709218,9705077,9310108,9707028,9510005,9707028,9508057
23146,23147,9410159,9508070,9707029,9508069,9301101,9508070,9709223,9705099,9310116,9707029,9510013,9707029,9508069
23147,23148,9410163,9508073,9707030,9508070,9301105,9508073,9710017,9705101,9310119,9707030,9510019,9707030,9508070
23148,23149,9410166,9508076,9707032,9508073,9301107,9508076,9710044,9705124,9310137,9707032,9510046,9707032,9508073
23149,23150,9410170,9508077,9707036,9508076,9301115,9508077,9710045,9705127,9310180,9707036,9510047,9707036,9508076
23150,23151,9410177,9508081,9707037,9508077,9301128,9508081,9710055,9705133,9310182,9707037,9510050,9707037,9508077
23151,23152,9410178,9508086,9707038,9508081,9301131,9508086,9710056,9705147,9310191,9707038,9510051,9707038,9508081
23152,23153,9410179,9508087,9707039,9508086,9302016,9508087,9710059,9705160,9311004,9707039,9510052,9707039,9508086
23153,23154,9410182,9508089,9707040,9508087,9302042,9508089,9710081,9705161,9311016,9707040,9510056,9707040,9508087
23154,23155,9410197,9508093,9707043,9508089,9302043,9508093,9710083,9705185,9311036,9707043,9510057,9707043,9508089
23155,23156,9410198,9508097,9707045,9508093,9302062,9508097,9710096,9705191,9311039,9707045,9510059,9707045,9508093
23156,23157,9410199,9508101,9707050,9508097,9302067,9508101,9710106,9705192,9311041,9707050,9510063,9707050,9508097
23157,23158,9410200,9508102,9707054,9508101,9302068,9508102,9710107,9705198,9311054,9707054,9510065,9707054,9508101
23158,23159,9410204,9508103,9707055,9508102,9302079,9508103,9710111,9705208,9311077,9707055,9510068,9707055,9508102
23159,23160,9410208,9508111,9707057,9508103,9302084,9508111,9710113,9705224,9311086,9707057,9510073,9707057,9508103
23160,23161,9410213,9508113,9707059,9508111,9302088,9508113,9710115,9705231,9311131,9707059,9510077,9707059,9508111
23161,23162,9410221,9508114,9707065,9508113,9302093,9508114,9710117,9705235,9311133,9707065,9510078,9707065,9508113
23162,23163,9410222,9508118,9707066,9508114,9302097,9508118,9710118,9705244,9311138,9707066,9510083,9707066,9508114
23163,23164,9410231,9508129,9707073,9508118,9302105,9508129,9710143,9706012,9311140,9707073,9510089,9707073,9508118
23164,23165,9410233,9508131,9707077,9508129,9302107,9508131,9710154,9706015,9311166,9707077,9510091,9707077,9508129
23165,23166,9410239,9508137,9707078,9508131,9302112,9508137,9710170,9706020,9311184,9707078,9510099,9707078,9508131
23166,23167,9411001,9508138,9707085,9508137,9302113,9508138,9710173,9706028,9312011,9707085,9510100,9707085,9508137
23167,23168,9411002,9508139,9707086,9508138,9302139,9508139,9710184,9706029,9312014,9707086,9510105,9707086,9508138
23168,23169,9411011,9508144,9707088,9508139,9302142,9508144,9710194,9706038,9312025,9707088,9510107,9707088,9508139
23169,23170,9411023,9508145,9707089,9508144,9303008,9508145,9710195,9706042,9312031,9707089,9510110,9707089,9508144
23170,23171,9411031,9508151,9707092,9508145,9303010,9508151,9710200,9706058,9312035,9707092,9510111,9707092,9508145
23171,23172,9411040,9508153,9707096,9508151,9303019,9508153,9710201,9706084,9312037,9707096,9510112,9707096,9508151
23172,23173,9411042,9508160,9707101,9508153,9303020,9508160,9710202,9706085,9312046,9707101,9510118,9707101,9508153
23173,23174,9411043,9508165,9707103,9508160,9303021,9508165,9710211,9706102,9312070,9707103,9510121,9707103,9508160
23174,23175,9411046,9508170,9707104,9508165,9303028,9508170,9710216,9706114,9312098,9707104,9510124,9707104,9508165
23175,23176,9411064,9508171,9707106,9508170,9303039,9508171,9710224,9706139,9312120,9707106,9510130,9707106,9508170
23176,23177,9411065,9509003,9707107,9508171,9303042,9509003,9710228,9706142,9312124,9707107,9510138,9707107,9508171
23177,23178,9411067,9509015,9707114,9509003,9303058,9509015,9710235,9706147,9312135,9707114,9510140,9707114,9509003
23178,23179,9411069,9509023,9707116,9509015,9303061,9509023,9710238,9706171,9312136,9707116,9510144,9707116,9509015
23179,23180,9411071,9509028,9707117,9509023,9303062,9509028,9711018,9706172,9312140,9707117,9510151,9707117,9509023
23180,23181,9411081,9509029,9707121,9509028,9303074,9509029,9711019,9706174,9312176,9707121,9510153,9707121,9509028
23181,23182,9411088,9509030,9707127,9509029,9303083,9509030,9711050,9706177,9312177,9707127,9510158,9707127,9509029
23182,23183,9411089,9509033,9707128,9509030,9303084,9509033,9711060,9706200,9312201,9707128,9510160,9707128,9509030
23183,23184,9411095,9509041,9707129,9509033,9303086,9509041,9711062,9706201,9401024,9707129,9510167,9707129,9509033
23184,23185,9411097,9509054,9707132,9509041,9303091,9509054,9711075,9706212,9401034,9707132,9510173,9707132,9509041
23185,23186,9411098,9509057,9707137,9509054,9303111,9509057,9711079,9706214,9401037,9707137,9510174,9707137,9509054
23186,23187,9411111,9509058,9707138,9509057,9303115,9509058,9711101,9706215,9401090,9707138,9510177,9707138,9509057
23187,23188,9411120,9509060,9707139,9509058,9303118,9509060,9711114,9706219,9401094,9707139,9510180,9707139,9509058
23188,23189,9411132,9509062,9707140,9509060,9303125,9509062,9711118,9706220,9401101,9707140,9510188,9707140,9509060
23189,23190,9411139,9509068,9707145,9509062,9303130,9509068,9711119,9707005,9401109,9707145,9510190,9707145,9509062
23190,23191,9411140,9509072,9707151,9509068,9303132,9509072,9711123,9707016,9401162,9707151,9510192,9707151,9509068
23191,23192,9411146,9509075,9707154,9509072,9303144,9509075,9711125,9707018,9402013,9707154,9510196,9707154,9509072
23192,23193,9411152,9509077,9707155,9509075,9303148,9509077,9711142,9707021,9402062,9707155,9510197,9707155,9509075
23193,23194,9411155,9509079,9707161,9509077,9303151,9509079,9711148,9707028,9402076,9707161,9510206,9707161,9509077
23194,23195,9411159,9509080,9707163,9509079,9303161,9509080,9711149,9707030,9402082,9707163,9510211,9707163,9509079
23195,23196,9411161,9509084,9707172,9509080,9303164,9509084,9711152,9707039,9402132,9707172,9510221,9707172,9509080
23196,23197,9411162,9509086,9707176,9509084,9303166,9509086,9711154,9707040,9402134,9707176,9510226,9707176,9509084
23197,23198,9411165,9509091,9707178,9509086,9303167,9509091,9711171,9707045,9402140,9707178,9510235,9707178,9509086
23198,23199,9411174,9509092,9707187,9509091,9303176,9509092,9711176,9707054,9402145,9707187,9510240,9707187,9509091
23199,23200,9411182,9509093,9707191,9509092,9303178,9509093,9711192,9707055,9403005,9707191,9511006,9707191,9509092
23200,23201,9411183,9509098,9707193,9509093,9304002,9509098,9711195,9707057,9403006,9707193,9511009,9707193,9509093
23201,23202,9411191,9509131,9707196,9509098,9304003,9509131,9711204,9707059,9403007,9707196,9511010,9707196,9509098
23202,23203,9411194,9509133,9707210,9509131,9304006,9509133,9712001,9707066,9403011,9707210,9511014,9707210,9509131
23203,23204,9411196,9509144,9707216,9509133,9304008,9509144,9712002,9707073,9403014,9707216,9511015,9707216,9509133
23204,23205,9411215,9509150,9707218,9509144,9304014,9509150,9712014,9707077,9403016,9707218,9511016,9707218,9509144
23205,23206,9411216,9509154,9707221,9509150,9304020,9509154,9712016,9707085,9403030,9707221,9511024,9707221,9509150
23206,23207,9411227,9509157,9707226,9509154,9304022,9509157,9712027,9707088,9403052,9707226,9511025,9707226,9509154
23207,23208,9411236,9509163,9707229,9509157,9304049,9509163,9712037,9707096,9403057,9707229,9511032,9707229,9509157
23208,23209,9411240,9509168,9707231,9509163,9304070,9509168,9712044,9707101,9403079,9707231,9511033,9707231,9509163
23209,23210,9412004,9509169,9707232,9509168,9304074,9509169,9712052,9707106,9403128,9707232,9511035,9707232,9509168
23210,23211,9412009,9509174,9707233,9509169,9304076,9509174,9712060,9707107,9403130,9707233,9511042,9707233,9509169
23211,23212,9412017,9510005,9707238,9509174,9304078,9510005,9712069,9707117,9403139,9707238,9511051,9707238,9509174
23212,23213,9412019,9510013,9707239,9510005,9304084,9510013,9712076,9707121,9403140,9707239,9511061,9707239,9510005
23213,23214,9412032,9510019,9707240,9510013,9304095,9510019,9712093,9707128,9403145,9707240,9511063,9707240,9510013
23214,23215,9412036,9510046,9707255,9510019,9304098,9510046,9712098,9707129,9403152,9707255,9511068,9707255,9510019
23215,23216,9412038,9510047,9708002,9510046,9304106,9510047,9712107,9707137,9403154,9708002,9511069,9708002,9510046
23216,23217,9412041,9510050,9708007,9510047,9304107,9510050,9712113,9707139,9403165,9708007,9511075,9708007,9510047
23217,23218,9412049,9510051,9708018,9510050,9304110,9510051,9712136,9707154,9403176,9708018,9511077,9708018,9510050
23218,23219,9412056,9510052,9708019,9510051,9304130,9510052,9712138,9707161,9404021,9708019,9511092,9708019,9510051
23219,23220,9412058,9510056,9708023,9510052,9304139,9510056,9712142,9707163,9404040,9708023,9511094,9708023,9510052
23220,23221,9412063,9510057,9708026,9510056,9304140,9510057,9712151,9707176,9404076,9708026,9511095,9708026,9510056
23221,23222,9412068,9510059,9708028,9510057,9304143,9510059,9712152,9707178,9404133,9708028,9511096,9708028,9510057
23222,23223,9412087,9510063,9708029,9510059,9304145,9510063,9712175,9707187,9404137,9708029,9511097,9708029,9510059
23223,23224,9412088,9510065,9708030,9510063,9304163,9510065,9712183,9707218,9404141,9708030,9511100,9708030,9510063
23224,23225,9412093,9510068,9708035,9510065,9305015,9510068,9712184,9707221,9404148,9708035,9511102,9708035,9510065
23225,23226,9412094,9510073,9708038,9510068,9305018,9510073,9712192,9707226,9404160,9708038,9511103,9708038,9510068
23226,23227,9412097,9510077,9708043,9510073,9305057,9510077,9712196,9707229,9404167,9708043,9511105,9708043,9510073
23227,23228,9412099,9510078,9708050,9510077,9305071,9510078,9712204,9707232,9404182,9708050,9511106,9708050,9510077
23228,23229,9412100,9510083,9708052,9510078,9305076,9510083,9712207,9707233,9405027,9708052,9511109,9708052,9510078
23229,23230,9412102,9510089,9708056,9510083,9305085,9510089,9712208,9707239,9405037,9708056,9511111,9708056,9510083
23230,23231,9412109,9510091,9708057,9510089,9305088,9510091,9712217,9708002,9405040,9708057,9511113,9708057,9510089
23231,23232,9412121,9510099,9708058,9510091,9305099,9510099,9712224,9708007,9405042,9708058,9511116,9708058,9510091
23232,23233,9412134,9510100,9708059,9510099,9305104,9510100,9712227,9708023,9405048,9708059,9511119,9708059,9510099
23233,23234,9412148,9510105,9708061,9510100,9305108,9510105,9712228,9708029,9405050,9708061,9511120,9708061,9510100
23234,23235,9412151,9510107,9708070,9510105,9305113,9510107,9712233,9708030,9405052,9708070,9511122,9708070,9510105
23235,23236,9412156,9510110,9708071,9510107,9305134,9510110,9712234,9708052,9405056,9708071,9511124,9708071,9510107
23236,23237,9412159,9510111,9708072,9510110,9305135,9510111,9712255,9708056,9405062,9708072,9511135,9708072,9510110
23237,23238,9412175,9510112,9708087,9510111,9305144,9510112,9801005,9708058,9405081,9708087,9511136,9708087,9510111
23238,23239,9412178,9510121,9708088,9510112,9305147,9510121,9801012,9708061,9405085,9708088,9511138,9708088,9510112
23239,23240,9412182,9510124,9708093,9510121,9305149,9510124,9801013,9708087,9405088,9708093,9511139,9708093,9510121
23240,23241,9412186,9510130,9708095,9510124,9305153,9510130,9801015,9708096,9405122,9708095,9511143,9708095,9510124
23241,23242,9412193,9510138,9708096,9510130,9305156,9510138,9801016,9708097,9405159,9708096,9511158,9708096,9510130
23242,23243,9412194,9510140,9708097,9510138,9305169,9510140,9801025,9708098,9405167,9708097,9511169,9708097,9510138
23243,23244,9412198,9510144,9708098,9510140,9305170,9510144,9801045,9708104,9405175,9708098,9511175,9708098,9510140
23244,23245,9412202,9510151,9708104,9510144,9305173,9510151,9801050,9708121,9405182,9708104,9511179,9708104,9510144
23245,23246,9412207,9510153,9708105,9510151,9305180,9510153,9801055,9708125,9405186,9708105,9511180,9708105,9510151
23246,23247,9412210,9510158,9708107,9510153,9305183,9510158,9801059,9708140,9405189,9708107,9511182,9708107,9510153
23247,23248,9412211,9510160,9708111,9510158,9306005,9510160,9801063,9709003,9405199,9708111,9511189,9708111,9510158
23248,23249,9412221,9510167,9708121,9510160,9306012,9510167,9801068,9709009,9406014,9708121,9511191,9708121,9510160
23249,23250,9412230,9510173,9708124,9510167,9306024,9510173,9801069,9709011,9406035,9708124,9511193,9708124,9510167
23250,23251,9412234,9510174,9708125,9510173,9306031,9510174,9801074,9709029,9406044,9708125,9511194,9708125,9510173
23251,23252,9412241,9510177,9708128,9510174,9306036,9510177,9801086,9709035,9406066,9708128,9511196,9708128,9510174
23252,23253,9501001,9510180,9708132,9510177,9306046,9510180,9801089,9709051,9406085,9708132,9511205,9708132,9510177
23253,23254,9501006,9510188,9708136,9510180,9306050,9510188,9801095,9709059,9406099,9708136,9511206,9708136,9510180
23254,23255,9501010,9510192,9708140,9510188,9306051,9510192,9801098,9709060,9406102,9708140,9511215,9708140,9510188
23255,23256,9501013,9510196,9708142,9510192,9306062,9510196,9801103,9709068,9406106,9708142,9511223,9708142,9510192
23256,23257,9501019,9510197,9708151,9510196,9306071,9510197,9801109,9709070,9406139,9708151,9511224,9708151,9510196
23257,23258,9501025,9510206,9708156,9510197,9306084,9510206,9801113,9709074,9406142,9708156,9512002,9708156,9510197
23258,23259,9501041,9510211,9708158,9510206,9306090,9510211,9801116,9709097,9406157,9708158,9512007,9708158,9510206
23259,23260,9501044,9510221,9708161,9510211,9306094,9510221,9801138,9709104,9406169,9708161,9512013,9708161,9510211
23260,23261,9501046,9510226,9708162,9510221,9306095,9510226,9801150,9709105,9406181,9708162,9512015,9708162,9510221
23261,23262,9501048,9510235,9708167,9510226,9306104,9510235,9801154,9709111,9406186,9708167,9512016,9708167,9510226
23262,23263,9501060,9510240,9709003,9510235,9306115,9510240,9801156,9709125,9406187,9709003,9512020,9709003,9510235
23263,23264,9501072,9511006,9709008,9510240,9306116,9511006,9801164,9709126,9406194,9709008,9512026,9709008,9510240
23264,23265,9501079,9511009,9709009,9511006,9306118,9511009,9801177,9709134,9406205,9709009,9512027,9709009,9511006
23265,23266,9501086,9511010,9709011,9511009,9306129,9511010,9801190,9709135,9407024,9709011,9512028,9709011,9511009
23266,23267,9501087,9511015,9709018,9511010,9306139,9511015,9801193,9709140,9407030,9709018,9512033,9709018,9511010
23267,23268,9501089,9511016,9709029,9511015,9306142,9511016,9801198,9709142,9407034,9709029,9512041,9709029,9511015
23268,23269,9501097,9511024,9709035,9511016,9306144,9511024,9802006,9709143,9407040,9709035,9512044,9709035,9511016
23269,23270,9501100,9511025,9709037,9511024,9306149,9511025,9802008,9709144,9407053,9709037,9512049,9709037,9511024
23270,23271,9501103,9511032,9709041,9511025,9306152,9511032,9802021,9709147,9407062,9709041,9512050,9709041,9511025
23271,23272,9501108,9511033,9709045,9511032,9307003,9511033,9802028,9709150,9407063,9709045,9512054,9709045,9511032
23272,23273,9501109,9511035,9709051,9511033,9307009,9511035,9802031,9709151,9407082,9709051,9512055,9709051,9511033
23273,23274,9501116,9511042,9709052,9511035,9307018,9511042,9802034,9709157,9407107,9709052,9512058,9709052,9511035
23274,23275,9501118,9511051,9709056,9511042,9307023,9511051,9802048,9709162,9407127,9709056,9512064,9709056,9511042
23275,23276,9501119,9511061,9709059,9511051,9307025,9511061,9802053,9709175,9407133,9709059,9512067,9709059,9511051
23276,23277,9501123,9511063,9709060,9511061,9307029,9511063,9802059,9709181,9407138,9709060,9512070,9709060,9511061
23277,23278,9501128,9511068,9709068,9511063,9307032,9511068,9802075,9709184,9407144,9709068,9512071,9709068,9511063
23278,23279,9501133,9511069,9709070,9511068,9307047,9511069,9802089,9709200,9407184,9709070,9512073,9709070,9511068
23279,23280,9501139,9511075,9709073,9511069,9307061,9511075,9802095,9709205,9408011,9709073,9512075,9709073,9511069
23280,23281,9502005,9511077,9709074,9511075,9307067,9511077,9802104,9709224,9408015,9709074,9512084,9709074,9511075
23281,23282,9502008,9511092,9709076,9511077,9307068,9511092,9802110,9710002,9408018,9709076,9512085,9709076,9511077
23282,23283,9502023,9511094,9709085,9511092,9307069,9511094,9802134,9710003,9408021,9709085,9512086,9709085,9511092
23283,23284,9502026,9511095,9709095,9511094,9307083,9511095,9802153,9710022,9408050,9709095,9512088,9709095,9511094
23284,23285,9502027,9511096,9709097,9511095,9307095,9511096,9802155,9710036,9408069,9709097,9512091,9709097,9511095
23285,23286,9502040,9511097,9709104,9511096,9307097,9511097,9802156,9710039,9408094,9709104,9512097,9709104,9511096
23286,23287,9502041,9511100,9709105,9511097,9307110,9511100,9802170,9710040,9408111,9709105,9512098,9709105,9511097
23287,23288,9502043,9511102,9709111,9511100,9307112,9511102,9802171,9710047,9408123,9709111,9512099,9709111,9511100
23288,23289,9502046,9511103,9709120,9511102,9307113,9511103,9802176,9710052,9408131,9709120,9512100,9709120,9511102
23289,23290,9502047,9511105,9709121,9511103,9307119,9511105,9802182,9710058,9408140,9709121,9512104,9709121,9511103
23290,23291,9502048,9511106,9709124,9511105,9307132,9511106,9802200,9710061,9408153,9709124,9512107,9709124,9511105
23291,23292,9502052,9511109,9709125,9511106,9307139,9511109,9802201,9710071,9408157,9709125,9512111,9709125,9511106
23292,23293,9502055,9511111,9709126,9511109,9307184,9511111,9803016,9710075,9408160,9709126,9512114,9709126,9511109
23293,23294,9502056,9511113,9709128,9511111,9307188,9511113,9803017,9710086,9408171,9709128,9512118,9709128,9511111
23294,23295,9502062,9511116,9709134,9511113,9307193,9511116,9803037,9710099,9408174,9709134,9512120,9709134,9511113
23295,23296,9502067,9511119,9709135,9511116,9308001,9511119,9803045,9710101,9408179,9709135,9512141,9709135,9511116
23296,23297,9502068,9511120,9709136,9511119,9308006,9511120,9803047,9710114,9409002,9709136,9512143,9709136,9511119
23297,23298,9502079,9511122,9709140,9511120,9308012,9511122,9803055,9710128,9409038,9709140,9512151,9709140,9511120
23298,23299,9502085,9511124,9709142,9511122,9308025,9511124,9803089,9710131,9409040,9709142,9512158,9709142,9511122
23299,23300,9502086,9511135,9709143,9511124,9308028,9511135,9803093,9710132,9409059,9709143,9512159,9709143,9511124
23300,23301,9502088,9511136,9709144,9511135,9308029,9511136,9803095,9710145,9409061,9709144,9512162,9709144,9511135
23301,23302,9502112,9511138,9709147,9511136,9308035,9511138,9803100,9710155,9409063,9709147,9512164,9709147,9511136
23302,23303,9502123,9511139,9709148,9511138,9308044,9511139,9803102,9710157,9409072,9709148,9512165,9709148,9511138
23303,23304,9502134,9511143,9709150,9511139,9308058,9511143,9803110,9710161,9409073,9709150,9512168,9709150,9511139
23304,23305,9502136,9511158,9709151,9511143,9308063,9511158,9803150,9710169,9409077,9709151,9512172,9709151,9511143
23305,23306,9502148,9511169,9709153,9511158,9308067,9511169,9803172,9710183,9409079,9709153,9512173,9709153,9511158
23306,23307,9502151,9511175,9709156,9511169,9308070,9511175,9803180,9710210,9409090,9709156,9512176,9709156,9511169
23307,23308,9502153,9511179,9709157,9511175,9308074,9511179,9803181,9710220,9409095,9709157,9512197,9709157,9511175
23308,23309,9502160,9511180,9709162,9511179,9308078,9511180,9803190,9710225,9409100,9709162,9512206,9709162,9511179
23309,23310,9503008,9511182,9709164,9511180,9308085,9511182,9803195,9710226,9409118,9709164,9512208,9709164,9511180
23310,23311,9503010,9511189,9709172,9511182,9308091,9511189,9803213,9710227,9409121,9709172,9512212,9709172,9511182
23311,23312,9503015,9511191,9709175,9511189,9308096,9511191,9803215,9710229,9409123,9709175,9512215,9709175,9511189
23312,23313,9503025,9511193,9709176,9511191,9308103,9511193,9803219,9710234,9409125,9709176,9512216,9709176,9511191
23313,23314,9503037,9511194,9709179,9511193,9308105,9511194,9803222,9710246,9409127,9709179,9512220,9709179,9511193
23314,23315,9503052,9511196,9709181,9511194,9308110,9511196,9803225,9711022,9409136,9709181,9512222,9709181,9511194
23315,23316,9503056,9511205,9709183,9511196,9308117,9511205,9803236,9711026,9409146,9709183,9512224,9709183,9511196
23316,23317,9503067,9511206,9709184,9511205,9308121,9511206,9803241,9711041,9409150,9709184,9601003,9709184,9511205
23317,23318,9503068,9511215,9709190,9511206,9308130,9511215,9803245,9711054,9409157,9709190,9601015,9709190,9511206
23318,23319,9503087,9511223,9709191,9511215,9308135,9511223,9803246,9711064,9409163,9709191,9601025,9709191,9511215
23319,23320,9503098,9511224,9709194,9511223,9308137,9511224,9803256,9711065,9409175,9709194,9601026,9709194,9511223
23320,23321,9503100,9512002,9709197,9511224,9308157,9512002,9803261,9711070,9409200,9709197,9601028,9709197,9511224
23321,23322,9503102,9512007,9709200,9512002,9309017,9512007,9804008,9711085,9410007,9709200,9601029,9709200,9512002
23322,23323,9503110,9512013,9709204,9512007,9309029,9512013,9804020,9711091,9410021,9709204,9601030,9709204,9512007
23323,23324,9503123,9512015,9709205,9512013,9309042,9512015,9804039,9711116,9410028,9709205,9601032,9709205,9512013
23324,23325,9503128,9512016,9709215,9512015,9309047,9512016,9804042,9711136,9410030,9709215,9601035,9709215,9512015
23325,23326,9503139,9512020,9709218,9512016,9309051,9512020,9804043,9711174,9410039,9709218,9601039,9709218,9512016
23326,23327,9503145,9512026,9709221,9512020,9309056,9512026,9804044,9711184,9410044,9709221,9601045,9709221,9512020
23327,23328,9503147,9512027,9709223,9512026,9309060,9512027,9804046,9711190,9410075,9709223,9601047,9709223,9512026
23328,23329,9503153,9512033,9709224,9512027,9309061,9512033,9804055,9711198,9410086,9709224,9601048,9709224,9512027
23329,23330,9503169,9512041,9710002,9512033,9309062,9512041,9804059,9712042,9410111,9710002,9601053,9710002,9512033
23330,23331,9503171,9512044,9710003,9512041,9309073,9512044,9804077,9712045,9410116,9710003,9601054,9710003,9512041
23331,23332,9503176,9512049,9710013,9512044,9309076,9512049,9804078,9712053,9410124,9710013,9601059,9710013,9512044
23332,23333,9503177,9512050,9710015,9512049,9309084,9512050,9804082,9712058,9410127,9710015,9601068,9710015,9512049
23333,23334,9503180,9512054,9710017,9512050,9309091,9512054,9804107,9712062,9410148,9710017,9601070,9710017,9512050
23334,23335,9503187,9512055,9710022,9512054,9309096,9512055,9804134,9712081,9410155,9710022,9601075,9710022,9512054
23335,23336,9503188,9512058,9710036,9512055,9309098,9512058,9804140,9712089,9410156,9710036,9601082,9710036,9512055
23336,23337,9503195,9512064,9710039,9512058,9309099,9512064,9804145,9712094,9410159,9710039,9601089,9710039,9512058
23337,23338,9503196,9512067,9710040,9512064,9309112,9512067,9804146,9712099,9410170,9710040,9601092,9710040,9512064
23338,23339,9503197,9512070,9710044,9512067,9309113,9512070,9804148,9712104,9410171,9710044,9601100,9710044,9512067
23339,23340,9503219,9512071,9710045,9512070,9309126,9512071,9804150,9712108,9410182,9710045,9601103,9710045,9512070
23340,23341,9503223,9512073,9710047,9512071,9309131,9512073,9804162,9712123,9410196,9710047,9601116,9710047,9512071
23341,23342,9503233,9512075,9710052,9512073,9309157,9512075,9804165,9712132,9410198,9710052,9601117,9710052,9512073
23342,23343,9503234,9512084,9710055,9512075,9309158,9512084,9804178,9712147,9410204,9710055,9601125,9710055,9512075
23343,23344,9504002,9512085,9710056,9512084,9309160,9512085,9804183,9712148,9410207,9710056,9601128,9710056,9512084
23344,23345,9504005,9512086,9710058,9512085,9310003,9512086,9804187,9712180,9410222,9710058,9601132,9710058,9512085
23345,23346,9504007,9512088,9710059,9512086,9310010,9512088,9804189,9712198,9410224,9710059,9601136,9710059,9512086
23346,23347,9504011,9512091,9710060,9512088,9310021,9512091,9804194,9712205,9410242,9710060,9601138,9710060,9512088
23347,23348,9504035,9512097,9710061,9512091,9310027,9512097,9804196,9712216,9411014,9710061,9601139,9710061,9512091
23348,23349,9504037,9512098,9710070,9512097,9310038,9512098,9804198,9712219,9411036,9710070,9601143,9710070,9512097
23349,23350,9504038,9512099,9710071,9512098,9310039,9512099,9804203,9712229,9411038,9710071,9601144,9710071,9512098
23350,23351,9504041,9512100,9710075,9512099,9310053,9512100,9805001,9712243,9411046,9710075,9601146,9710075,9512099
23351,23352,9504042,9512104,9710080,9512100,9310054,9512104,9805033,9712244,9411056,9710080,9601147,9710080,9512100
23352,23353,9504043,9512107,9710081,9512104,9310059,9512107,9805039,9712250,9411059,9710081,9601148,9710081,9512104
23353,23354,9504044,9512111,9710083,9512107,9310063,9512111,9805042,9712258,9411071,9710083,9601153,9710083,9512107
23354,23355,9504051,9512114,9710086,9512111,9310065,9512114,9805048,9801027,9411075,9710086,9601159,9710086,9512111
23355,23356,9504054,9512118,9710096,9512114,9310079,9512118,9805053,9801031,9411097,9710096,9601161,9710096,9512114
23356,23357,9504058,9512120,9710099,9512118,9310081,9512120,9805062,9801035,9411098,9710099,9601172,9710099,9512118
23357,23358,9504059,9512141,9710101,9512120,9310083,9512141,9805068,9801057,9411133,9710101,9601176,9710101,9512120
23358,23359,9504062,9512143,9710106,9512141,9310084,9512143,9805074,9801082,9411159,9710106,9602003,9710106,9512141
23359,23360,9504068,9512151,9710107,9512143,9310086,9512151,9805075,9801099,9411161,9710107,9602012,9710107,9512143
23360,23361,9504074,9512158,9710111,9512151,9310089,9512158,9805100,9801114,9411162,9710111,9602023,9710111,9512151
23361,23362,9504087,9512159,9710113,9512158,9310094,9512159,9805103,9801130,9411186,9710113,9602024,9710113,9512158
23362,23363,9504098,9512162,9710114,9512159,9310099,9512162,9805135,9801133,9411192,9710114,9602025,9710114,9512159
23363,23364,9504100,9512164,9710115,9512162,9310103,9512164,9805147,9801155,9411196,9710115,9602038,9710115,9512162
23364,23365,9504103,9512168,9710117,9512164,9310104,9512168,9805186,9801167,9411197,9710117,9602041,9710117,9512164
23365,23366,9504106,9512172,9710118,9512168,9310106,9512172,9805202,9801168,9411199,9710118,9602044,9710118,9512168
23366,23367,9504112,9512173,9710128,9512172,9310131,9512173,9806020,9801172,9411206,9710128,9602046,9710128,9512172
23367,23368,9504116,9512176,9710131,9512173,9310132,9512176,9806025,9801179,9411207,9710131,9602048,9710131,9512173
23368,23369,9504117,9512197,9710132,9512176,9310147,9512197,9806029,9801184,9411213,9710132,9602053,9710132,9512176
23369,23370,9504118,9512206,9710143,9512197,9310153,9512206,9806031,9801185,9411215,9710143,9602055,9710143,9512197
23370,23371,9504126,9512208,9710145,9512206,9310156,9512208,9806045,9801186,9411220,9710145,9602060,9710145,9512206
