,Rank,BCT,hubscore,authoritiesscore,closeness centrality,degree centrality,degree_prestige,eigenvector centrality,Harmonic centrality,Page-Rank,Percolation-Centrality,betweenness centrality,scores
26184,26185,8183,9604188,9310151,9306030,8183,9507146,9306023,9306030,9308012,9701044,9701044,9906212
26185,26186,8189,9604194,9310153,9306031,8189,9507149,9306028,9306031,9308014,9701049,9701049,9906213
26186,26187,8195,9605002,9310154,9306036,8195,9507157,9306030,9306036,9308023,9701051,9701051,9906214
26187,26188,8207,9605014,9310164,9306042,8207,9508007,9306031,9306042,9308025,9701056,9701056,9906215
26188,26189,8217,9605015,9310167,9306044,8217,9508014,9306036,9306044,9308028,9701059,9701059,9906216
26189,26190,8223,9605025,9310171,9306046,8223,9508018,9306042,9306046,9308029,9701066,9701066,9906217
26190,26191,8248,9605029,9310172,9306050,8248,9508019,9306044,9306050,9308035,9701068,9701068,9906218
26191,26192,9004,9605057,9310173,9306051,9004,9508022,9306046,9306051,9308044,9701070,9701070,9906219
26192,26193,9005,9605063,9310185,9306054,9005,9508024,9306050,9306054,9308045,9701071,9701071,9906220
26193,26194,9058,9605068,9310189,9306057,9058,9508026,9306051,9306057,9308046,9701090,9701090,9906221
26194,26195,9108,9605076,9310195,9306062,9108,9508027,9306054,9306062,9308048,9701098,9701098,9906222
26195,26196,9114,9605078,9310198,9306066,9114,9508029,9306057,9306066,9308054,9701114,9701114,9906223
26196,26197,9170,9605083,9311011,9306067,9170,9508037,9306062,9306067,9308063,9701121,9701121,9906224
26197,26198,9200,9605095,9311019,9306068,9200,9508059,9306066,9306068,9308067,9701126,9701126,9906225
26198,26199,9204,9605098,9311025,9306071,9204,9508060,9306067,9306071,9308070,9701130,9701130,9906226
26199,26200,9218,9605117,9311029,9306072,9218,9508067,9306068,9306072,9308073,9701133,9701133,9906227
26200,26201,9241,9605125,9311032,9306077,9241,9508095,9306071,9306077,9308074,9701135,9701135,9906228
26201,26202,10009,9605130,9311037,9306084,10009,9508109,9306072,9306084,9308078,9701136,9701136,9906229
26202,26203,10030,9605164,9311038,9306090,10030,9508120,9306077,9306090,9308085,9701145,9701145,9906230
26203,26204,10039,9605165,9311050,9306092,10039,9508121,9306084,9306092,9308091,9701153,9701153,9906231
26204,26205,10111,9605179,9311056,9306094,10111,9508122,9306090,9306094,9308094,9701161,9701161,9906232
26205,26206,10132,9605190,9311057,9306104,10132,9508123,9306092,9306104,9308096,9701174,9701174,9906233
26206,26207,10136,9605193,9311059,9306106,10136,9508126,9306094,9306106,9308100,9701176,9701176,9906234
26207,26208,10199,9605196,9311060,9306107,10199,9508130,9306104,9306107,9308103,9701181,9701181,9906235
26208,26209,10209,9605198,9311065,9306115,10209,9508147,9306106,9306115,9308109,9701182,9701182,9906236
26209,26210,10225,9605202,9311069,9306116,10225,9508152,9306107,9306116,9308110,9701183,9701183,9906237
26210,26211,10230,9605205,9311073,9306117,10230,9508157,9306115,9306117,9308116,9701189,9701189,9906238
26211,26212,10236,9605210,9311075,9306118,10236,9508169,9306116,9306118,9308117,9701192,9701192,9906239
26212,26213,10273,9605230,9311081,9306120,10273,9509010,9306117,9306120,9308121,9701193,9701193,9906240
26213,26214,11005,9605235,9311092,9306129,11005,9509014,9306118,9306129,9308125,9702001,9702001,9906241
26214,26215,11015,9606005,9311094,9306131,11015,9509046,9306120,9306131,9308128,9702004,9702004,9906242
26215,26216,11055,9606006,9311096,9306132,11055,9509051,9306129,9306132,9308130,9702011,9702011,9906243
26216,26217,11063,9606010,9311098,9306137,11063,9509061,9306131,9306137,9308135,9702013,9702013,9906244
26217,26218,11064,9606035,9311100,9306139,11064,9509063,9306132,9306139,9308136,9702020,9702020,9906245
26218,26219,11078,9606038,9311110,9306142,11078,9509064,9306137,9306142,9308137,9702023,9702023,9906246
26219,26220,11082,9606048,9311113,9306144,11082,9509065,9306139,9306144,9308139,9702032,9702032,9906247
26220,26221,11084,9606065,9311117,9306145,11084,9509087,9306142,9306145,9308142,9702033,9702033,9906248
26221,26222,11087,9606069,9311119,9306148,11087,9509094,9306144,9306148,9308144,9702034,9702034,9907001
26222,26223,11124,9606070,9311121,9306149,11124,9509100,9306145,9306149,9308145,9702040,9702040,9907002
26223,26224,11126,9606074,9311123,9306150,11126,9509116,9306148,9306150,9308149,9702044,9702044,9907003
26224,26225,11157,9606083,9311126,9306152,11157,9509121,9306149,9306152,9308151,9702051,9702051,9907004
26225,26226,11180,9606085,9311132,9306155,11180,9509122,9306150,9306155,9308152,9702057,9702057,9907006
26226,26227,11199,9606094,9311142,9306157,11199,9509126,9306152,9306157,9308153,9702062,9702062,9907007
26227,26228,11201,9606096,9311158,9306161,11201,9509128,9306155,9306161,9308157,9702063,9702063,9907008
26228,26229,11212,9606103,9311160,9307001,11212,9509134,9306157,9307001,9309015,9702070,9702070,9907009
26229,26230,11213,9606119,9311165,9307003,11213,9509138,9306161,9307003,9309016,9702071,9702071,9907011
26230,26231,11250,9606123,9312004,9307006,11250,9509164,9307001,9307006,9309017,9702073,9702073,9907012
26231,26232,11265,9606127,9312007,9307009,11265,9510012,9307003,9307009,9309018,9702078,9702078,9907013
26232,26233,11291,9606128,9312008,9307011,11291,9510015,9307006,9307011,9309021,9702080,9702080,9907014
26233,26234,12001,9606161,9312015,9307012,12001,9510020,9307009,9307012,9309029,9702090,9702090,9907015
26234,26235,12027,9606170,9312020,9307013,12027,9510024,9307011,9307013,9309032,9702091,9702091,9907016
26235,26236,12040,9606179,9312028,9307018,12040,9510025,9307012,9307018,9309035,9702092,9702092,9907017
26236,26237,12055,9607006,9312029,9307023,12055,9510031,9307013,9307023,9309045,9702096,9702096,9907018
26237,26238,12086,9607012,9312034,9307026,12086,9510032,9307018,9307026,9309047,9702104,9702104,9907019
26238,26239,12103,9607016,9312044,9307030,12103,9510043,9307023,9307030,9309051,9702112,9702112,9907020
26239,26240,12109,9607018,9312050,9307032,12109,9510048,9307026,9307032,9309059,9702116,9702116,9907021
26240,26241,12126,9607031,9312062,9307040,12126,9510049,9307030,9307040,9309060,9702117,9702117,9907022
26241,26242,12206,9607042,9312064,9307047,12206,9510058,9307032,9307047,9309061,9702119,9702119,9907023
26242,26243,12209,9607059,9312065,9307048,12209,9510075,9307040,9307048,9309062,9702121,9702121,9907024
26243,26244,12244,9607068,9312069,9307051,12244,9510088,9307047,9307051,9309064,9702124,9702124,9907025
26244,26245,12269,9607075,9312080,9307055,12269,9510102,9307048,9307055,9309073,9702128,9702128,9907026
26245,26246,101121,9607097,9312085,9307057,101121,9510113,9307051,9307057,9309074,9702129,9702129,9907027
26246,26247,101124,9607098,9312089,9307061,101124,9510118,9307055,9307061,9309076,9702130,9702130,9907029
26247,26248,101173,9607100,9312090,9307062,101173,9510120,9307057,9307062,9309086,9702131,9702131,9907030
26248,26249,102003,9607130,9312091,9307066,102003,9510125,9307061,9307066,9309087,9702132,9702132,9907031
26249,26250,102068,9607142,9312092,9307067,102068,9510126,9307062,9307067,9309089,9702140,9702140,9907032
26250,26251,102072,9607166,9312096,9307068,102072,9510163,9307066,9307068,9309091,9702146,9702146,9907033
26251,26252,102117,9607169,9312099,9307069,102117,9510164,9307067,9307069,9309093,9702147,9702147,9907034
26252,26253,102143,9607178,9312101,9307078,102143,9510198,9307068,9307078,9309096,9702148,9702148,9907035
26253,26254,102204,9607179,9312102,9307083,102204,9510212,9307069,9307083,9309099,9702149,9702149,9907036
26254,26255,102205,9607180,9312103,9307085,102205,9510236,9307078,9307085,9309104,9702150,9702150,9907037
26255,26256,103027,9607191,9312110,9307086,103027,9510238,9307083,9307086,9309106,9702158,9702158,9907038
26256,26257,103039,9607225,9312114,9307093,103039,9511001,9307085,9307093,9309112,9702169,9702169,9907039
26257,26258,103065,9607228,9312115,9307094,103065,9511017,9307093,9307094,9309113,9702177,9702177,9907040
26258,26259,103072,9607241,9312128,9307095,103072,9511019,9307094,9307095,9309117,9702178,9702178,9907041
26259,26260,103130,9608001,9312129,9307099,103130,9511036,9307095,9307099,9309126,9702183,9702183,9907042
26260,26261,103134,9608002,9312132,9307102,103134,9511050,9307099,9307102,9309127,9702185,9702185,9907043
26261,26262,103201,9608032,9312133,9307110,103201,9511074,9307102,9307110,9309128,9702192,9702192,9907044
26262,26263,103216,9608036,9312138,9307112,103216,9511076,9307110,9307112,9309130,9702193,9702193,9907045
26263,26264,103253,9608044,9312155,9307113,103253,9511083,9307112,9307113,9309131,9703001,9703001,9907046
26264,26265,104013,9608051,9312159,9307117,104013,9511084,9307113,9307117,9309133,9703004,9703004,9907047
26265,26266,104019,9608052,9312166,9307118,104019,9511086,9307117,9307118,9309134,9703011,9703011,9907048
26266,26267,104030,9608062,9312173,9307119,104030,9511089,9307118,9307119,9309135,9703021,9703021,9907049
26267,26268,104051,9608067,9312196,9307120,104051,9511114,9307119,9307120,9309147,9703025,9703025,9907050
26268,26269,104060,9608069,9312197,9307132,104060,9511121,9307120,9307132,9309150,9703032,9703032,9907051
26269,26270,104109,9608073,9312200,9307137,104109,9511123,9307132,9307137,9309157,9703033,9703033,9907052
26270,26271,104129,9608080,9401001,9307141,104129,9511127,9307137,9307141,9309158,9703034,9703034,9907053
26271,26272,104137,9608081,9401003,9307144,104137,9511132,9307141,9307144,9310003,9703037,9703037,9907054
26272,26273,104145,9608087,9401009,9307146,104145,9511137,9307144,9307146,9310004,9703042,9703042,9907055
26273,26274,104151,9608098,9401011,9307155,104151,9511144,9307146,9307155,9310007,9703047,9703047,9907056
26274,26275,104157,9608112,9401013,9307161,104157,9511146,9307155,9307161,9310010,9703054,9703054,9907057
26275,26276,104183,9608114,9401017,9307165,104183,9511150,9307161,9307165,9310015,9703058,9703058,9907058
26276,26277,104225,9608115,9401020,9307168,104225,9511155,9307165,9307168,9310021,9703061,9703061,9907059
26277,26278,104233,9608132,9401021,9307174,104233,9511161,9307168,9307174,9310027,9703064,9703064,9907060
26278,26279,104242,9608133,9401032,9307182,104242,9511177,9307174,9307182,9310031,9703074,9703074,9907061
26279,26280,104245,9608146,9401040,9307183,104245,9511183,9307182,9307183,9310032,9703079,9703079,9907062
26280,26281,104256,9608149,9401043,9307184,104256,9511186,9307183,9307184,9310038,9703080,9703080,9907063
26281,26282,105004,9608158,9401048,9307188,105004,9511200,9307184,9307188,9310039,9703083,9703083,9907064
26282,26283,105021,9608164,9401051,9307193,105021,9511216,9307188,9307193,9310043,9703087,9703087,9907065
26283,26284,105030,9608170,9401054,9308006,105030,9511225,9307193,9308006,9310044,9703088,9703088,9907066
26284,26285,105034,9608184,9401063,9308009,105034,9512009,9308006,9308009,9310045,9703091,9703091,9907067
26285,26286,105140,9609007,9401065,9308012,105140,9512014,9308009,9308012,9310053,9703093,9703093,9907068
26286,26287,105150,9609011,9401066,9308014,105150,9512037,9308012,9308014,9310059,9703095,9703095,9907069
26287,26288,105152,9609015,9401067,9308023,105152,9512039,9308014,9308023,9310063,9703106,9703106,9907070
26288,26289,105157,9609058,9401076,9308025,105157,9512072,9308023,9308025,9310065,9703108,9703108,9907071
26289,26290,105278,9609067,9401079,9308028,105278,9512093,9308025,9308028,9310069,9703113,9703113,9907072
26290,26291,105280,9609072,9401082,9308029,105280,9512119,9308028,9308029,9310081,9703116,9703116,9907074
26291,26292,105297,9609078,9401083,9308035,105297,9512122,9308029,9308035,9310083,9703117,9703117,9907075
26292,26293,106119,9609088,9401085,9308044,106119,9512132,9308035,9308044,9310084,9703119,9703119,9907076
26293,26294,106130,9609091,9401091,9308045,106130,9512133,9308044,9308045,9310085,9703120,9703120,9907077
26294,26295,106198,9609093,9401104,9308046,106198,9512134,9308045,9308046,9310086,9703140,9703140,9907078
26295,26296,106204,9609096,9401114,9308048,106204,9512136,9308046,9308048,9310093,9703151,9703151,9907079
26296,26297,106208,9609098,9401117,9308054,106208,9512144,9308048,9308054,9310094,9703153,9703153,9907080
26297,26298,106219,9609106,9401123,9308063,106219,9512146,9308054,9308063,9310096,9703161,9703161,9907081
26298,26299,106270,9609129,9401132,9308067,106270,9512149,9308063,9308067,9310097,9703169,9703169,9907082
26299,26300,107003,9609144,9401133,9308070,107003,9512160,9308067,9308070,9310099,9703170,9703170,9907083
26300,26301,107069,9609156,9401140,9308073,107069,9512167,9308070,9308073,9310100,9703173,9703173,9907084
26301,26302,107076,9609158,9401142,9308074,107076,9512169,9308073,9308074,9310104,9703199,9703199,9907085
26302,26303,107122,9609164,9401150,9308078,107122,9512192,9308074,9308078,9310106,9703203,9703203,9907086
26303,26304,107154,9609165,9401151,9308085,107154,9512194,9308078,9308085,9310110,9703207,9703207,9907087
26304,26305,107170,9609179,9401155,9308091,107170,9512195,9308085,9308091,9310114,9703212,9703212,9907088
26305,26306,107171,9609187,9401159,9308094,107171,9512202,9308091,9308094,9310128,9703220,9703220,9907089
26306,26307,107192,9609189,9401163,9308096,107192,9512207,9308094,9308096,9310129,9703225,9703225,9907090
26307,26308,107237,9609199,9401166,9308100,107237,9512213,9308096,9308100,9310130,9704001,9704001,9907091
26308,26309,107249,9609200,9401168,9308103,107249,9512214,9308100,9308103,9310132,9704004,9704004,9907092
26309,26310,108012,9609215,9402011,9308109,108012,9512221,9308103,9308109,9310140,9704007,9704007,9907093
26310,26311,108030,9609227,9402015,9308110,108030,9601001,9308109,9308110,9310142,9704015,9704015,9907094
26311,26312,108060,9609237,9402021,9308116,108060,9601005,9308110,9308116,9310146,9704020,9704020,9907095
26312,26313,108086,9610004,9402023,9308117,108086,9601008,9308116,9308117,9310147,9704024,9704024,9907096
26313,26314,108171,9610010,9402038,9308121,108171,9601018,9308117,9308121,9310148,9704031,9704031,9907097
26314,26315,108175,9610015,9402039,9308125,108175,9601021,9308121,9308125,9310151,9704038,9704038,9907098
26315,26316,108227,9610033,9402040,9308128,108227,9601061,9308125,9308128,9310153,9704046,9704046,9907099
26316,26317,109001,9610042,9402044,9308130,109001,9601063,9308128,9308130,9310154,9704048,9704048,9907100
26317,26318,109016,9610047,9402049,9308135,109016,9601066,9308130,9308135,9310164,9704060,9704060,9907101
26318,26319,109026,9610063,9402054,9308136,109026,9601074,9308135,9308136,9310167,9704062,9704062,9907102
26319,26320,109028,9610072,9402056,9308137,109028,9601079,9308136,9308137,9310171,9704066,9704066,9907103
26320,26321,109037,9610073,9402058,9308139,109037,9601101,9308137,9308139,9310172,9704073,9704073,9907104
26321,26322,109080,9610075,9402063,9308142,109080,9601110,9308139,9308142,9310173,9704077,9704077,9907105
26322,26323,109088,9610078,9402065,9308144,109088,9601119,9308142,9308144,9310185,9704078,9704078,9907106
26323,26324,109143,9610083,9402069,9308145,109143,9601121,9308144,9308145,9310188,9704081,9704081,9907107
26324,26325,109169,9610085,9402078,9308149,109169,9601130,9308145,9308149,9310189,9704085,9704085,9907108
26325,26326,109203,9610093,9402081,9308151,109203,9601145,9308149,9308151,9310195,9704091,9704091,9907109
26326,26327,110009,9610110,9402084,9308152,110009,9601149,9308151,9308152,9310198,9704099,9704099,9907110
26327,26328,110015,9610115,9402085,9308153,110015,9602034,9308152,9308153,9311011,9704100,9704100,9907111
26328,26329,110023,9610116,9402087,9308157,110023,9602039,9308153,9308157,9311019,9704103,9704103,9907112
26329,26330,110038,9610119,9402090,9309015,110038,9602040,9308157,9309015,9311025,9704105,9704105,9907113
26330,26331,110061,9610127,9402091,9309016,110061,9602076,9309015,9309016,9311029,9704107,9704107,9907114
26331,26332,110075,9610130,9402100,9309017,110075,9602079,9309016,9309017,9311032,9704121,9704121,9907115
26332,26333,110102,9610133,9402111,9309018,110102,9602095,9309017,9309018,9311037,9704122,9704122,9907116
26333,26334,110126,9610137,9402113,9309021,110126,9602099,9309018,9309021,9311038,9704126,9704126,9907117
26334,26335,110155,9610146,9402121,9309029,110155,9602124,9309021,9309029,9311050,9704132,9704132,9907118
26335,26336,110199,9610158,9402122,9309032,110199,9602125,9309029,9309032,9311056,9704140,9704140,9907119
26336,26337,110210,9610159,9402123,9309035,110210,9602131,9309032,9309035,9311057,9704144,9704144,9907120
26337,26338,110224,9610161,9402126,9309045,110224,9602132,9309035,9309045,9311059,9704155,9704155,9907121
26338,26339,110229,9610174,9402130,9309047,110229,9602133,9309045,9309047,9311060,9704183,9704183,9907122
26339,26340,110233,9610181,9402137,9309051,110233,9602142,9309047,9309051,9311065,9704187,9704187,9907123
26340,26341,110237,9610184,9402147,9309059,110237,9602143,9309051,9309059,9311069,9704188,9704188,9907124
26341,26342,110251,9610185,9403001,9309060,110251,9602150,9309059,9309060,9311073,9704200,9704200,9907125
26342,26343,110285,9610186,9403002,9309061,110285,9602152,9309060,9309061,9311075,9704203,9704203,9907126
26343,26344,110290,9610188,9403010,9309062,110290,9602153,9309061,9309062,9311076,9704207,9704207,9907127
26344,26345,111010,9610203,9403017,9309064,111010,9602158,9309062,9309064,9311081,9704210,9704210,9907128
26345,26346,111037,9610206,9403020,9309073,111037,9603007,9309064,9309073,9311092,9705012,9705012,9907129
26346,26347,111040,9610210,9403021,9309074,111040,9603008,9309073,9309074,9311094,9705026,9705026,9907130
26347,26348,111063,9610212,9403027,9309076,111063,9603017,9309074,9309076,9311096,9705032,9705032,9907131
26348,26349,111065,9610217,9403034,9309086,111065,9603022,9309076,9309086,9311098,9705039,9705039,9907132
26349,26350,111084,9610218,9403039,9309087,111084,9603027,9309086,9309087,9311100,9705042,9705042,9907133
26350,26351,111143,9610228,9403043,9309089,111143,9603032,9309087,9309089,9311110,9705048,9705048,9907134
26351,26352,111167,9610233,9403056,9309091,111167,9603038,9309089,9309091,9311113,9705051,9705051,9907135
26352,26353,111204,9610235,9403063,9309093,111204,9603046,9309091,9309093,9311117,9705066,9705066,9907136
26353,26354,111271,9611018,9403067,9309096,111271,9603050,9309093,9309096,9311119,9705067,9705067,9907137
26354,26355,111272,9611028,9403068,9309104,111272,9603058,9309096,9309104,9311121,9705071,9705071,9907139
26355,26356,112018,9611032,9403071,9309106,112018,9603059,9309104,9309106,9311123,9705081,9705081,9907140
26356,26357,112021,9611035,9403074,9309112,112021,9603063,9309106,9309112,9311126,9705082,9705082,9907141
26357,26358,112060,9611037,9403081,9309113,112060,9603066,9309112,9309113,9311132,9705083,9705083,9907142
26358,26359,112062,9611044,9403084,9309126,112062,9603079,9309113,9309126,9311142,9705086,9705086,9907143
26359,26360,112103,9611048,9403088,9309127,112103,9603091,9309126,9309127,9311158,9705101,9705101,9907144
26360,26361,112110,9611057,9403091,9309128,112110,9603110,9309127,9309128,9311160,9705109,9705109,9907145
26361,26362,112156,9611059,9403099,9309130,112156,9603118,9309128,9309130,9311165,9705114,9705114,9907146
26362,26363,112179,9611069,9403101,9309131,112179,9603120,9309130,9309131,9311170,9705115,9705115,9907147
26363,26364,112184,9611076,9403103,9309134,112184,9603121,9309131,9309134,9311173,9705119,9705119,9907148
26364,26365,112208,9611085,9403105,9309135,112208,9603130,9309134,9309135,9311183,9705121,9705121,9907149
26365,26366,112234,9611089,9403107,9309147,112234,9603132,9309135,9309147,9312004,9705125,9705125,9907150
26366,26367,201014,9611091,9403110,9309150,201014,9603153,9309147,9309150,9312007,9705134,9705134,9907151
26367,26368,201020,9611093,9403111,9309157,201020,9603171,9309150,9309157,9312008,9705143,9705143,9907152
26368,26369,201044,9611109,9403115,9309158,201044,9603184,9309157,9309158,9312014,9705177,9705177,9907153
26369,26370,201065,9611121,9403120,9310003,201065,9603192,9309158,9310003,9312015,9705185,9705185,9907154
26370,26371,201074,9611128,9403125,9310004,201074,9603196,9310003,9310004,9312020,9705198,9705198,9907155
26371,26372,201083,9611131,9403136,9310010,201083,9603197,9310004,9310010,9312028,9705203,9705203,9907156
26372,26373,201085,9611135,9403149,9310015,201085,9603201,9310010,9310015,9312029,9705204,9705204,9907157
26373,26374,201090,9611139,9403169,9310021,201090,9604016,9310015,9310021,9312034,9705207,9705207,9907158
26374,26375,201119,9611141,9403171,9310027,201119,9604020,9310021,9310027,9312044,9705213,9705213,9907159
26375,26376,201143,9611144,9403172,9310031,201143,9604049,9310027,9310031,9312050,9705217,9705217,9907160
26376,26377,201150,9611153,9403184,9310032,201150,9604050,9310031,9310032,9312062,9705224,9705224,9907162
26377,26378,201160,9611168,9404003,9310038,201160,9604060,9310032,9310038,9312064,9705227,9705227,9907163
26378,26379,201169,9611191,9404015,9310039,201169,9604066,9310038,9310039,9312065,9705231,9705231,9907164
26379,26380,201195,9611192,9404016,9310043,201195,9604073,9310039,9310043,9312069,9705235,9705235,9907165
26380,26381,201208,9611206,9404032,9310044,201208,9604079,9310043,9310044,9312080,9705238,9705238,9907166
26381,26382,201217,9611217,9404044,9310045,201217,9604082,9310044,9310045,9312085,9706003,9706003,9907167
26382,26383,201230,9611218,9404046,9310053,201230,9604086,9310045,9310053,9312089,9706008,9706008,9907168
26383,26384,202004,9611220,9404048,9310059,202004,9604088,9310053,9310059,9312090,9706011,9706011,9907169
26384,26385,202013,9611221,9404055,9310063,202013,9604092,9310059,9310063,9312091,9706015,9706015,9907170
26385,26386,202119,9611226,9404074,9310065,202119,9604106,9310063,9310065,9312092,9706016,9706016,9907171
26386,26387,202159,9611234,9404077,9310069,202159,9604109,9310065,9310069,9312096,9706028,9706028,9907172
26387,26388,202169,9611235,9404078,9310081,202169,9604110,9310069,9310081,9312099,9706034,9706034,9907173
26388,26389,203011,9612001,9404085,9310083,203011,9604116,9310081,9310083,9312101,9706037,9706037,9907174
26389,26390,203054,9612003,9404086,9310084,203054,9604160,9310083,9310084,9312102,9706045,9706045,9907175
26390,26391,203086,9612016,9404087,9310085,203086,9604172,9310084,9310085,9312103,9706055,9706055,9907176
26391,26392,203096,9612020,9404102,9310086,203096,9604173,9310085,9310086,9312109,9706063,9706063,9907177
26392,26393,203150,9612023,9404112,9310093,203150,9604174,9310086,9310093,9312110,9706064,9706064,9907178
26393,26394,203159,9612024,9404118,9310094,203159,9604187,9310093,9310094,9312114,9706067,9706067,9907179
26394,26395,203171,9612044,9404134,9310096,203171,9604188,9310094,9310096,9312115,9706085,9706085,9907180
26395,26396,203178,9612047,9404140,9310097,203178,9604194,9310096,9310097,9312128,9706086,9706086,9907181
26396,26397,203196,9612050,9404145,9310099,203196,9605002,9310097,9310099,9312129,9706104,9706104,9907182
26397,26398,203214,9612057,9404150,9310100,203214,9605014,9310099,9310100,9312132,9706106,9706106,9907183
26398,26399,203226,9612071,9404154,9310104,203226,9605015,9310100,9310104,9312133,9706111,9706111,9907184
26399,26400,203230,9612072,9404155,9310106,203230,9605025,9310104,9310106,9312138,9706113,9706113,9907185
26400,26401,204022,9612075,9404156,9310110,204022,9605029,9310106,9310110,9312155,9706114,9706114,9907186
26401,26402,204048,9612094,9404164,9310114,204048,9605057,9310110,9310114,9312159,9706116,9706116,9907187
26402,26403,204060,9612098,9404168,9310128,204060,9605063,9310114,9310128,9312166,9706118,9706118,9907188
26403,26404,204135,9612106,9404177,9310129,204135,9605068,9310128,9310129,9312173,9706122,9706122,9907189
26404,26405,204177,9612132,9404178,9310130,204177,9605076,9310129,9310130,9312196,9706134,9706134,9907190
26405,26406,205112,9612136,9404181,9310132,205112,9605078,9310130,9310132,9312197,9706135,9706135,9907191
26406,26407,205120,9612151,9405003,9310140,205120,9605083,9310132,9310140,9312200,9706136,9706136,9907192
26407,26408,205127,9612152,9405012,9310142,205127,9605095,9310140,9310142,9401001,9706137,9706137,9907193
26408,26409,205226,9612166,9405017,9310146,205226,9605098,9310142,9310146,9401003,9706138,9706138,9907195
26409,26410,205263,9612167,9405019,9310147,205263,9605117,9310146,9310147,9401009,9706139,9706139,9907196
26410,26411,206040,9612169,9405024,9310148,206040,9605125,9310147,9310148,9401011,9706147,9706147,9907197
26411,26412,206056,9612177,9405046,9310151,206056,9605130,9310148,9310151,9401013,9706149,9706149,9907198
26412,26413,206061,9612179,9405053,9310153,206061,9605164,9310151,9310153,9401017,9706160,9706160,9907199
26413,26414,206067,9612184,9405054,9310154,206067,9605165,9310153,9310154,9401020,9706161,9706161,9907200
26414,26415,206099,9612185,9405064,9310164,206099,9605179,9310154,9310164,9401021,9706164,9706164,9907201
26415,26416,206120,9612189,9405068,9310167,206120,9605190,9310164,9310167,9401032,9706173,9706173,9907202
26416,26417,206150,9612190,9405069,9310171,206150,9605193,9310167,9310171,9401040,9706177,9706177,9907203
26417,26418,206227,9612209,9405097,9310172,206227,9605196,9310171,9310172,9401043,9706183,9706183,9907204
26418,26419,206250,9612230,9405100,9310173,206250,9605198,9310172,9310173,9401048,9706191,9706191,9907205
26419,26420,207008,9612232,9405103,9310185,207008,9605202,9310173,9310185,9401051,9706202,9706202,9907206
26420,26421,207010,9612245,9405116,9310189,207010,9605205,9310185,9310189,9401054,9706209,9706209,9907207
26421,26422,207013,9612247,9405118,9310195,207013,9605210,9310189,9310195,9401061,9706214,9706214,9907208
26422,26423,207021,9612253,9405123,9310198,207021,9605230,9310195,9310198,9401063,9706215,9706215,9907209
26423,26424,207035,9701001,9405129,9311011,207035,9605235,9310198,9311011,9401065,9706219,9706219,9907210
26424,26425,207045,9701002,9405135,9311019,207045,9606005,9311011,9311019,9401066,9706224,9706224,9907211
26425,26426,207150,9701006,9405140,9311025,207150,9606006,9311019,9311025,9401067,9707005,9707005,9907212
26426,26427,207179,9701016,9405147,9311029,207179,9606010,9311025,9311029,9401069,9707006,9707006,9907214
26427,26428,207182,9701036,9405150,9311032,207182,9606035,9311029,9311032,9401076,9707010,9707010,9907215
26428,26429,207186,9701056,9405151,9311037,207186,9606038,9311032,9311037,9401079,9707026,9707026,9907216
26429,26430,207230,9701059,9405152,9311038,207230,9606048,9311037,9311038,9401082,9707032,9707032,9907217
26430,26431,207251,9701066,9405154,9311050,207251,9606065,9311038,9311050,9401083,9707036,9707036,9907218
26431,26432,207262,9701068,9405171,9311056,207262,9606069,9311050,9311056,9401085,9707037,9707037,9907219
26432,26433,208089,9701070,9405173,9311057,208089,9606070,9311056,9311057,9401091,9707038,9707038,9907221
26433,26434,208164,9701071,9405177,9311059,208164,9606074,9311057,9311059,9401104,9707045,9707045,9907223
26434,26435,208185,9701090,9405179,9311060,208185,9606083,9311059,9311060,9401114,9707050,9707050,9907224
26435,26436,208189,9701098,9405183,9311065,208189,9606085,9311060,9311065,9401117,9707054,9707054,9907225
26436,26437,208221,9701114,9405187,9311069,208221,9606094,9311065,9311069,9401123,9707055,9707055,9908001
26437,26438,208228,9701121,9405191,9311073,208228,9606096,9311069,9311073,9401130,9707057,9707057,9908002
26438,26439,208230,9701126,9406003,9311075,208230,9606103,9311073,9311075,9401132,9707065,9707065,9908003
26439,26440,209006,9701133,9406006,9311081,209006,9606119,9311075,9311081,9401133,9707066,9707066,9908004
26440,26441,209078,9701135,9406012,9311092,209078,9606123,9311081,9311092,9401140,9707077,9707077,9908005
26441,26442,209087,9701145,9406021,9311094,209087,9606127,9311092,9311094,9401142,9707078,9707078,9908006
26442,26443,209108,9701153,9406026,9311096,209108,9606128,9311094,9311096,9401150,9707084,9707084,9908007
26443,26444,209151,9701161,9406030,9311098,209151,9606161,9311096,9311098,9401151,9707086,9707086,9908008
26444,26445,209168,9701174,9406037,9311100,209168,9606170,9311098,9311100,9401154,9707088,9707088,9908009
26445,26446,209177,9701176,9406039,9311110,209177,9606179,9311100,9311110,9401155,9707089,9707089,9908010
26446,26447,209204,9701181,9406041,9311113,209204,9607006,9311110,9311113,9401159,9707096,9707096,9908013
26447,26448,209243,9701183,9406042,9311117,209243,9607012,9311113,9311117,9401163,9707103,9707103,9908014
26448,26449,210002,9701189,9406047,9311119,210002,9607016,9311117,9311119,9401166,9707104,9707104,9908015
26449,26450,210031,9701192,9406048,9311121,210031,9607018,9311119,9311121,9401167,9707106,9707106,9908016
26450,26451,210052,9701193,9406057,9311123,210052,9607031,9311121,9311123,9401168,9707114,9707114,9908017
