,Rank,Id,Betweenness centrality,Closeness,Degree centrality,Eigenvector centrality,Katz Centrality,Percolation Centrality,load Centrality,Hormonic Centrality,Degree prestige,Hub-Score,Page Rank
20591,20592,108055,9208023,9301076,9309018,9209092,9209092,9208023,9208023,9503176,9302113,9805202,9506011
20592,20593,108054,9607218,9306060,9207013,9210156,9210156,9607218,9607218,109113,9710177,201185,9707176
20593,20594,108053,9311165,9303023,203196,9302064,9302064,9311165,9311165,9205050,9305104,209018,9512222
20594,20595,108052,9611207,9504163,9502088,9211087,9211087,9611207,9611207,9701173,9306024,210306,9604193
20595,20596,108050,9203062,9303169,204139,9212080,9212080,9203062,9203062,212317,9207099,11047,9306095
20596,20597,108047,9210080,9303174,9312214,9301076,9301076,9210080,9210080,304188,9208019,107075,9312058
20597,20598,108046,9204080,9404026,9709068,9306060,9306060,9204080,9204080,110252,9306088,207098,9510222
20598,20599,108045,9309018,9304077,9901061,9303023,9303023,9309018,9309018,208198,9505026,303236,9504141
20599,20600,108044,9206096,9305051,9312134,9504163,9504163,9206096,9206096,210189,9203021,9155,9611049
20600,20601,108043,9704126,9305096,4116,9303169,9303169,9704126,9704126,107237,9205032,209013,9512173
20601,20602,108042,9208058,9306011,9704138,9303174,9303174,9208058,9208058,9403080,9206066,212055,9708087
20602,20603,108041,9505118,9710177,9409029,9404026,9404026,9505118,9505118,109007,9307029,3164,9510173
20603,20604,108040,9606094,9411161,9806183,9304077,9304077,9606094,9606094,9706166,9307076,3165,9612144
20604,20605,108039,9306031,9306076,208016,9305051,9305051,9306031,9306031,9509054,9205067,103016,9810010
20605,20606,108038,2220,9307076,104008,9305096,9305096,2220,2220,201150,9207081,302027,9707251
20606,20607,108037,203196,9307128,9311004,9306011,9306011,203196,203196,208071,9208050,9912043,9809133
20607,20608,108036,303116,9308087,9307097,9710177,9710177,303116,303116,205315,9305113,9801071,9705056
20608,20609,108035,304057,9309072,9709136,9411161,9411161,304057,304057,9205033,9306142,9803180,9708041
20609,20610,108034,9407076,9309090,9410044,9306076,9306076,9407076,9407076,301019,9208017,9804146,9903158
20610,20611,108032,9502088,9708057,102195,9307076,9307076,9502088,9502088,109104,9308016,9805042,9806053
20611,20612,108031,204139,9311016,9302012,9307128,9307128,204139,204139,109118,9308058,9910261,9901067
20612,20613,108029,9210124,9311036,9406140,9308087,9308087,9210124,9210124,211239,9202078,9906047,9711015
20613,20614,108028,9212110,9311039,110044,9309072,9309072,9212110,9212110,109120,9307095,2235,9706109
20614,20615,108027,9312214,9910032,9410204,9309090,9309090,9312214,9312214,104019,9305153,2249,9710204
20615,20616,108026,9407070,9408153,9608192,9708057,9708057,9407070,9407070,9508041,9307083,3119,9906091
20616,20617,108025,9305032,9411196,9811046,9311016,9311016,9305032,9305032,9902127,9309090,9908167,111240
20617,20618,108023,9901061,9312137,9905077,9311036,9311036,9901061,9901061,206029,9204086,4129,9909132
20618,20619,108022,9201027,9312105,211157,9311039,9311039,9201027,9201027,301250,9310079,4146,5040
20619,20620,108021,9305021,9312124,9410190,9910032,9910032,9305021,9305021,9511120,9212128,8155,9904001
20620,20621,108020,4116,9312148,9802086,9408153,9408153,4116,4116,203087,9212130,8179,106170
20621,20622,108019,9401095,9408165,9502087,9411196,9411196,9401095,9401095,9710131,9210162,8202,9906080
20622,20623,108018,9204020,9401034,9802192,9312105,9312105,9204020,9204020,9401060,9212151,8212,9910159
20623,20624,108017,9312004,9509122,9310014,9312124,9312124,9312004,9312004,9211141,9303148,8228,9907189
20624,20625,108016,9409029,9402071,10053,9312148,9312148,9409029,9409029,9901040,9212098,9040,9801071
20625,20626,108015,9401029,9511034,9304035,9408165,9408165,9401029,9401029,9410053,9202009,9164,9903007
20626,20627,108014,9806183,9402076,201088,9401034,9401034,9806183,9806183,206131,9404179,11164,9904101
20627,20628,108013,2224,9402094,5284,9509122,9509122,2224,2224,212019,9305076,11286,212033
20628,20629,108012,9911106,9409032,9210133,9402071,9402071,9911106,9911106,9503011,9207088,102020,5199
20629,20630,108011,9612154,9403152,9708045,9511034,9511034,9612154,9612154,9410071,9308029,102057,12200
20630,20631,108010,208016,9507123,2251,9402076,9402076,208016,208016,207021,9304143,102130,110177
20631,20632,108008,9205055,9405037,7010,9402094,9402094,9205055,9205055,112161,9310129,110161,209005
20632,20633,108007,104008,9404137,9307072,9409032,9409032,104008,104008,205059,9210028,111255,111081
20633,20634,108006,9311004,9404160,4150,9403152,9403152,9311004,9311004,112245,9207058,201209,5193
20634,20635,108005,9208066,9404167,9502086,9507123,9507123,9208066,9208066,9609149,9311090,201225,101228
20635,20636,108004,9208067,9405042,9512122,9405037,9405037,9208067,9208067,9310158,9409189,203244,9805087
20636,20637,108003,9209130,9405062,9808135,9404137,9404137,9209130,9209130,206250,9311099,204193,9506187
20637,20638,108002,9709136,9406142,101124,9404160,9404160,9709136,9709136,9307061,9312137,205064,9505037
20638,20639,108001,9607154,9410007,9801197,9404167,9404167,9607154,9607154,201090,9311107,205219,9804147
20639,20640,107267,211230,9407024,3001,9405042,9405042,211230,211230,9402133,9311163,206187,9409047
20640,20641,107266,9812108,9407040,9211045,9405062,9405062,9812108,9812108,208231,9305071,207053,9810169
20641,20642,107265,201263,9407086,9610050,9406142,9406142,201263,201263,9411152,9312006,207090,9410068
20642,20643,107262,9209076,9710202,9507088,9410007,9410007,9209076,9209076,9408009,9312057,207116,10083
20643,20644,107261,7045,9407138,7025,9407024,9407024,7045,7045,9508098,9312105,207122,203201
20644,20645,107260,9310145,9407184,112194,9407040,9407040,9310145,9310145,9312066,9202019,208135,201170
20645,20646,107259,9307030,9410194,106204,9407086,9407086,9307030,9307030,210137,9312125,209050,9609088
20646,20647,107258,210112,9409149,9409004,9710202,9710202,210112,210112,9408097,9411121,209181,9706008
20647,20648,107257,303099,9707103,3015,9407138,9407138,303099,303099,9302084,9312148,210050,9902041
20648,20649,107256,304215,9710045,9608033,9407184,9407184,304215,304215,9304070,9609060,210063,9803028
20649,20650,107255,211119,9410111,9406172,9410194,9410194,211119,211119,210277,9306062,210064,9810066
20650,20651,107254,9503046,9603022,9409056,9409149,9409149,9503046,9503046,9210159,9403160,210265,9809158
20651,20652,107253,9304142,9411141,9403154,9707103,9707103,9304142,9304142,203080,9408165,210274,9806039
20652,20653,107252,9401037,9412103,106277,9710045,9710045,9401037,9401037,203086,9301041,210285,9812162
20653,20654,107251,9410044,9411159,9407028,9410111,9410111,9410044,9410044,301056,9211124,211021,9807109
20654,20655,107250,5131,9411098,204073,9603022,9603022,5131,5131,9906184,9211086,211229,9209032
20655,20656,107249,9207008,9411182,205189,9411141,9411141,9207008,9207008,9312138,9401088,211278,9705074
20656,20657,107248,6173,9411215,201240,9412103,9412103,6173,6173,204141,9209061,212033,9501105
20657,20658,107247,9604188,9411237,206036,9411159,9411159,9604188,9604188,9504011,9401097,212126,9705187
20658,20659,107246,102195,9610218,9409024,9411098,9411098,102195,102195,9308157,9302042,212186,9703085
20659,20660,107245,9302012,9412041,9305151,9411182,9411182,9302012,9302012,212147,9302043,212207,9706132
20660,20661,107244,9501086,9412087,9309048,9411215,9411215,9501086,9501086,205046,9305048,212252,9907055
20661,20662,107243,9406140,9412197,9304132,9411237,9411237,9406140,9406140,9811062,9402003,212254,201033
20662,20663,107242,110044,9412121,9201057,9610218,9610218,110044,110044,9607009,9402014,301103,9512044
20663,20664,107241,9312080,9503169,9512055,9412041,9412041,9312080,9312080,207182,9402050,301244,9511116
20664,20665,107240,9410204,9508169,9807077,9412087,9412087,9410204,9410204,207232,9208010,302008,3005
20665,20666,107239,9608192,9508018,9412005,9412197,9412197,9608192,9608192,9310088,9402071,302012,3075
20666,20667,107238,9811046,9502112,9312093,9412121,9412121,9811046,9811046,9410135,9511034,302127,7123
20667,20668,107237,9209059,9510219,9208072,9503169,9503169,9209059,9209059,9602091,9402079,303006,10234
20668,20669,107236,9210053,9503196,9408130,9508169,9508169,9210053,9210053,208230,9209090,303055,210118
20669,20670,107235,9202075,9504058,9811239,9508018,9508018,9202075,9202075,104024,9410193,303141,9811108
20670,20671,107234,9405173,9504062,9501021,9502112,9502112,9405173,9405173,9608038,9210042,303157,9712088
20671,20672,107233,9905077,9504068,9207072,9510219,9510219,9905077,9905077,211144,9211105,304020,9612054
20672,20673,107231,102175,9509128,9303119,9503196,9503196,102175,102175,210109,9402146,304208,5276
20673,20674,107230,211157,9505002,9408173,9504058,9504058,211157,211157,9207083,9402149,304220,9705066
20674,20675,107228,9306054,9807103,9207074,9504062,9504062,9306054,9306054,9802065,9402150,304232,9909094
20675,20676,107227,9407129,9505191,9806165,9504068,9504068,9407129,9407129,212176,9210058,9809086,9508151
20676,20677,107226,9410190,9506092,9211112,9509128,9509128,9410190,9410190,302089,9207068,9904034,9401081
20677,20678,107225,9504036,9608098,3039,9505002,9505002,9504036,9504036,9501130,9207110,9904163,108228
20678,20679,107224,6152,9506165,9811160,9807103,9807103,6152,6152,301026,9305144,9905231,9308001
20679,20680,107223,9602163,9507086,9803113,9505191,9505191,9602163,9602163,9702029,9310039,9906078,9309142
20680,20681,107222,9802192,9508037,9910165,9506092,9506092,9802192,9802192,9802134,9202033,9908077,212196
20681,20682,107221,9906115,9510172,201084,9608098,9608098,9906115,9906115,9908206,9303061,9908199,8046
20682,20683,107220,9307027,9509063,108138,9506165,9506165,9307027,9307027,9509029,9309096,9910069,205136
20683,20684,107218,9310014,9509100,9701083,9507086,9507086,9310014,9310014,9812178,9403083,9911185,9411048
20684,20685,107217,9707238,9510062,9302079,9508037,9508037,9707238,9707238,9208054,9211099,109044,9608174
20685,20686,107216,9210038,9510102,9310131,9510172,9510172,9210038,9210038,9203024,9403085,206109,9606104
20686,20687,107215,9511001,9912014,9210064,9509063,9509063,9511001,9511001,9202050,9205019,202049,9503012
20687,20688,107214,9405064,9701183,9701133,9509100,9509100,9405064,9405064,9205001,9207116,303243,9507135
20688,20689,107213,9502005,9511150,9403134,9510062,9510062,9502005,9502005,9212081,9312197,9903169,9803130
20689,20690,107212,9209099,9606128,9305049,9510102,9510102,9209099,9209099,9204016,9311119,10219,9707059
20690,20691,107211,9406095,9512132,9204069,9912014,9912014,9406095,9406095,9210125,9403178,303039,9502137
20691,20692,107210,9304035,9609199,9207079,9701183,9701183,9304035,9304035,9304134,9402011,201202,9805102
20692,20693,107209,9902164,9601008,9211117,9511150,9511150,9902164,9902164,9207099,9404007,9306045,9505135
20693,20694,107208,9707063,9609009,9503236,9606128,9606128,9707063,9707063,9311163,9301011,109080,9602157
20694,20695,107206,9210084,9601071,9608021,9512132,9512132,9210084,9210084,9312148,9311123,205319,9502085
20695,20696,107205,9504016,9601084,9511197,9609199,9609199,9504016,9504016,9302043,9404069,212228,202118
20696,20697,107204,9709184,9610115,109046,9601008,9601008,9709184,9709184,9404040,9404072,10001,9704062
20697,20698,107203,9507104,9610116,9303102,9609009,9609009,9507104,9507104,9402149,9312092,11003,9908074
20698,20699,107201,9911176,9601142,210049,9601071,9601071,9911176,9911176,9405071,9404016,11028,9510236
20699,20700,107200,9507105,9601149,5189,9601084,9601084,9507105,9507105,9407040,9508057,101059,9510093
20700,20701,107199,9708140,9603091,9706035,9610115,9610115,9708140,9708140,9409005,9401067,102141,9607070
20701,20702,107198,9709003,9603114,3080,9610116,9610116,9709003,9709003,9305180,9212018,106094,9806108
20702,20703,107197,9810235,9603120,9503024,9601142,9601142,9810235,9810235,9401054,9207047,106232,9902032
20703,20704,107196,201088,9604092,9510120,9601149,9601149,201088,201088,9504008,9404169,107010,9802138
20704,20705,107195,9902159,9605068,203132,9603091,9603091,9902159,9902159,9410110,9301077,107226,9604201
20705,20706,107193,5284,9608115,3082,9603114,9603114,5284,5284,9305183,9405015,108038,9805017
20706,20707,107191,9210133,9605190,4139,9603120,9603120,9210133,9210133,9411098,9210051,108103,9504145
20707,20708,107190,9412100,9607100,101051,9604092,9604092,9412100,9412100,9308085,9307113,109157,9204040
20708,20709,107189,9511074,9608080,207092,9605068,9605068,9511074,9511074,9301095,9204077,109158,9203084
20709,20710,107188,9412022,9608081,9610127,9608115,9608115,9412022,9412022,9207023,9404178,110090,9204035
20710,20711,107187,111286,9608120,210307,9605190,9605190,111286,111286,9304145,9309061,112116,9205041
20711,20712,107186,9807192,9608146,9410028,9607100,9607100,9807192,9807192,9410144,9402130,112186,9207111
20712,20713,107185,2251,9609044,204067,9608080,9608080,2251,2251,9504058,9307132,112252,9301042
20713,20714,107182,7010,9609189,9408101,9608081,9608081,7010,7010,9504136,9405065,202209,9301043
20714,20715,107180,9206044,9610010,9403077,9608120,9608120,9206044,9206044,9409171,9405071,204152,9201015
20715,20716,107179,9307072,9610184,9604104,9608146,9608146,9307072,9307072,9810209,9311075,206170,9201040
20716,20717,107178,4150,9610203,207203,9609044,9609044,4150,4150,9702001,9301032,208098,9202046
20717,20718,107177,9203050,9611021,111056,9609189,9609189,9203050,9203050,9307067,9203034,208173,9202059
20718,20719,107176,9502086,9807145,109207,9610010,9610010,9502086,9502086,9509023,9405131,208182,9202092
20719,20720,107175,9501016,9611234,304177,9610184,9610184,9501016,9501016,9605230,9406043,208203,9203008
20720,20721,107174,9701161,9612024,12245,9610203,9610203,9701161,9701161,9404102,9302062,209005,9203031
20721,20722,107172,9506212,9701090,9412182,9611021,9611021,9506212,9506212,9408126,9410090,209174,9204046
20722,20723,107171,9512122,9701181,7221,9807145,9807145,9512122,9512122,9806215,9301085,210171,9205046
20723,20724,107170,9808135,9701193,207185,9611234,9611234,9808135,9808135,9607053,9310065,210173,9205060
20724,20725,107169,9908068,9702071,111268,9612024,9612024,9908068,9908068,9803045,9406182,211036,9205068
20725,20726,107168,9202086,9711176,9712100,9701090,9701090,9202086,9202086,9512114,9403107,211076,9206023
20726,20727,107167,9903136,9704099,9506046,9701181,9701181,9903136,9903136,9610169,9308078,211199,9206051
20727,20728,107166,101124,9807010,9606157,9701193,9701193,101124,101124,9507131,9305085,212090,9207016
20728,20729,107165,9701122,9706178,9903133,9702071,9702071,9701122,9701122,9612206,9403110,212123,9208076
20729,20730,107164,108177,9706209,9179,9711176,9711176,108177,108177,9807193,9407097,212238,9210015
20730,20731,107163,9801197,9708028,9506025,9704099,9704099,9801197,9801197,9410236,9210094,212259,9210021
20731,20732,107162,9809110,9708043,4191,9807010,9807010,9809110,9809110,9704099,9407132,212262,9211021
20732,20733,107161,9211045,9708059,110211,9706178,9706178,9211045,9211045,9706178,9306104,301084,9305139
20733,20734,107159,9211052,9708156,101046,9706209,9706209,9211052,9211052,9707107,9312196,301112,9204102
20734,20735,107157,9309017,9709112,9909207,9708028,9708028,9309017,9309017,9707161,9407157,302120,9402044
20735,20736,107156,9312155,9909113,110010,9708043,9708043,9312155,9312155,9708156,9309112,302175,9403195
20736,20737,107154,9408095,9809094,3098,9708059,9708059,9408095,9408095,9611225,9311160,303122,9205081
20737,20738,107153,9306161,9710083,9503180,9708156,9708156,9306161,9306161,9709051,9203032,303168,9207053
20738,20739,107152,103228,9710089,9910025,9709112,9709112,103228,103228,9711149,9304076,303186,9209016
20739,20740,107151,9208040,9710117,9806050,9909113,9909113,9208040,9208040,9706045,9406148,304090,9205027
20740,20741,107150,9709097,9710164,9506153,9809094,9809094,9709097,9709097,9709212,9309113,209027,9406012
20741,20742,107149,3004,9712153,9301082,9710083,9710083,3004,3004,9809198,9408024,110011,9411178
20742,20743,107148,7006,9803062,9510107,9710089,9710089,7006,7006,9812248,9208014,205127,9201059
20743,20744,107147,9249,9504145,102012,9710117,9710117,9249,9249,7195,9211128,10193,9302103
20744,20745,107146,8120,9204040,5249,9710164,9710164,8120,8120,9409110,9408108,103081,9411234
20745,20746,107145,206095,9203084,9510113,9712153,9712153,206095,206095,9405086,9410194,103193,9207060
20746,20747,107143,3008,9204035,9607098,9803062,9803062,3008,3008,9308122,9510010,211044,9304135
20747,20748,107142,9411092,9205041,9702064,9504145,9504145,9411092,9411092,9506112,9408150,211135,9507151
20748,20749,107141,9510024,9207111,9206113,9204040,9204040,9510024,9510024,9605222,9409005,212221,9201056
20749,20750,107140,9307148,9301042,5203,9203084,9203084,9307148,9307148,9412115,9212039,102090,9206080
20750,20751,107138,112194,9301043,9502082,9204035,9204035,112194,112194,9412236,9305180,209128,9803044
20751,20752,107136,9912289,9201015,9207108,9205041,9205041,9912289,9912289,9512017,9307032,9905176,9205009
20752,20753,107135,8195,9201040,9810242,9207111,9207111,8195,8195,9605154,9401114,12246,7112
20753,20754,107133,106204,9202046,9401053,9301042,9301042,106204,106204,9603108,9409149,109194,9206101
20754,20755,107132,9305052,9202059,9504032,9301043,9301043,9305052,9305052,9403187,9409148,203224,9409111
20755,20756,107131,9409004,9202092,9507152,9201015,9201015,9409004,9409004,9812253,9207076,205255,9210127
20756,20757,107130,9712094,9203008,9910029,9201040,9201040,9712094,9712094,9510218,9502108,206002,9304104
20757,20758,107129,3015,9203031,3141,9202046,9202046,3015,3015,9603059,9405116,210055,9602098
20758,20759,107128,9608033,9204046,9710183,9202059,9202059,9608033,9608033,9510234,9410059,210086,9601029
20759,20760,107127,203253,9205046,210099,9202092,9202092,203253,203253,9702155,9310059,210247,9806055
20760,20761,107126,3016,9205060,9501064,9203008,9203008,3016,3016,9711036,9410145,301044,9403054
20761,20762,107125,9208006,9205068,9710130,9203031,9203031,9208006,9208006,9406032,9401054,106163,9511077
20762,20763,107124,9312140,9206023,9080,9204046,9204046,9312140,9312140,9508107,9410179,207258,9607091
20763,20764,107123,9406157,9206051,9802055,9205046,9205046,9406157,9406157,9404060,9410195,304266,9505082
20764,20765,107122,9406186,9207016,109043,9205060,9205060,9406186,9406186,9605200,9411141,5285,9511154
20765,20766,107120,9407110,9208076,9807132,9205068,9205068,9407110,9407110,1206,9410200,101047,9610132
20766,20767,107119,9409056,9210015,3149,9206023,9206023,9409056,9409056,9410184,9410058,101057,9204060
20767,20768,107118,9210141,9210021,111024,9206051,9206051,9210141,9210141,112006,9412103,101094,9205004
20768,20769,107117,9409058,9211021,3154,9207016,9207016,9409058,9409058,203111,9410060,102034,9304026
20769,20770,107116,9409057,9305139,9504077,9208076,9208076,9409057,9409057,206012,9410061,102179,9207091
20770,20771,107115,9403154,9204102,9602038,9210015,9210015,9403154,9403154,9602114,9410062,103060,9210068
20771,20772,107114,9408178,9402044,9412032,9210021,9210021,9408178,9408178,9801022,9410233,103151,9511180
20772,20773,107113,106277,9403195,9712245,9211021,9211021,106277,106277,12041,9411023,103207,9610154
20773,20774,107112,201163,9205081,9406106,9305139,9305139,201163,201163,9504006,9311142,106233,9904145
20774,20775,107111,6021,9207053,9812199,9204102,9204102,6021,6021,9508056,9405150,107018,9710153
20775,20776,107110,9302073,9209016,9809003,9402044,9402044,9302073,9302073,9707099,9411043,108066,9811243
20776,20777,107109,210038,9205027,9407164,9403195,9403195,210038,210038,9509095,9305149,108193,9612022
20777,20778,107108,204073,9406012,9310148,9205081,9205081,204073,204073,9509123,9410110,109040,9808064
20778,20779,107107,205189,9411178,9410199,9207053,9207053,205189,205189,9704137,9411067,109074,2157
20779,20780,107106,201240,9201059,9703015,9209016,9209016,201240,201240,9911080,9305183,110013,9907016
20780,20781,107103,9705099,9302103,9307012,9205027,9205027,9705099,9705099,9807161,9308044,111118,9811105
20781,20782,107102,9806228,9411234,111192,9406012,9406012,9806228,9806228,9407198,9409194,201026,9902078
20782,20783,107101,201052,9207060,9302068,9411178,9411178,201052,201052,9612254,9411165,202019,9712023
20783,20784,107100,203263,9304135,9304019,9201059,9201059,203263,203263,9612192,9408008,202130,9802129
20784,20785,107099,206036,9507151,9311069,9302103,9302103,206036,206036,9804208,9411182,203254,108046
20785,20786,107098,9201026,9201056,9402091,9411234,9411234,9201026,9201026,9807195,9304008,205056,9403040
20786,20787,107097,9409024,9206080,9404012,9207060,9207060,9409024,9409024,9508159,9303028,205087,9511194
20787,20788,107096,9408042,9205009,9508105,9304135,9304135,9408042,9408042,9510103,9401079,205208,9805170
20788,20789,107095,9201057,9206101,108071,9507151,9507151,9201057,9201057,9811006,9312128,206016,9402119
20789,20790,107094,9202072,9409111,210215,9201056,9201056,9202072,9202072,9909227,9308085,207084,9405012
20790,20791,107093,9301022,9210127,9206090,9206080,9206080,9301022,9301022,5227,9412004,207193,9806125
20791,20792,107092,9205102,9304104,9312016,9205009,9205009,9205102,9205102,6228,9412010,207204,9904164
20792,20793,107091,9206098,9602098,9301127,9206101,9206101,9206098,9206098,11032,9212156,207263,9808085
20793,20794,107090,9505056,9601029,9306118,9409111,9409111,9505056,9505056,9711199,9404055,208226,9809174
20794,20795,107089,9211113,9403054,9407013,9210127,9210127,9211113,9211113,9804057,9301095,209212,9906004
20795,20796,107088,9412078,9511077,9201049,9304104,9304104,9412078,9412078,104089,9406143,210117,9902145
20796,20797,107086,9504003,9607091,9208039,9602098,9602098,9504003,9504003,9506192,9207113,211013,7099
20797,20798,107085,9703170,9505082,9210002,9601029,9601029,9703170,9703170,207238,9411001,211268,9015
20798,20799,107084,9807077,9511154,9805147,9403054,9403054,9807077,9807077,207276,9412171,212047,9040
20799,20800,107082,9405115,9610132,9507047,9511077,9511077,9405115,9405115,208187,9507033,212093,11164
20800,20801,107081,9302110,9204060,9511143,9607091,9607091,9302110,9302110,211147,9412241,212143,103208
20801,20802,107080,9412005,9205004,110266,9505082,9505082,9412005,9412005,303173,9501009,212288,105047
20802,20803,107078,9312093,9304026,9302002,9511154,9511154,9312093,9312093,304206,9501010,212306,207122
20803,20804,107076,9405146,9207091,9607142,9610132,9610132,9405146,9405146,9709124,9308035,212331,209256
20804,20805,107075,9405186,9210068,206121,9204060,9204060,9405186,9405186,9404151,9501100,301255,9904163
20805,20806,107074,9208072,9511180,9808001,9205004,9205004,9208072,9208072,9510142,9501108,209188,9212115
20806,20807,107073,9408130,9610154,9607055,9304026,9304026,9408130,9408130,9512016,9501116,212056,9511169
20807,20808,107072,9304040,9712023,9309076,9207091,9207091,9304040,9304040,9512196,9501128,10142,9201007
20808,20809,107070,9209078,9403040,9612159,9210068,9210068,9209078,9209078,9512219,9502052,111207,9204031
20809,20810,107068,9606163,9511194,9306098,9511180,9511180,9606163,9606163,106104,9305108,209101,9306005
20810,20811,107067,9507136,9805170,9408096,9610154,9610154,9507136,9507136,9511030,9207023,301144,9809015
20811,20812,107066,9810019,9402119,110015,9712023,9712023,9810019,9810019,9505150,9308070,102062,1013
20812,20813,107065,211150,9405012,9810156,9403040,9403040,211150,211150,9510182,9502134,205231,2190
20813,20814,107064,9912143,9212115,112105,9511194,9511194,9912143,9912143,9512053,9502142,210094,4058
20814,20815,107062,9207031,9511169,9808163,9805170,9805170,9207031,9207031,9612114,9510219,212314,101198
20815,20816,107061,9207072,9201007,9704149,9402119,9402119,9207072,9207072,9609219,9203015,9404076,102179
20816,20817,107060,9208069,9204031,9703109,9405012,9405012,9208069,9208069,9609059,9306144,9407187,203090
20817,20818,107059,9307183,9306005,111252,9212115,9212115,9307183,9307183,9703098,9210100,9510125,209152
20818,20819,107058,9408173,9809015,9502146,9511169,9511169,9408173,9408173,9704170,9503129,304219,9202037
20819,20820,107057,3030,9202037,9201031,9201007,9201007,3030,3030,9612128,9304145,9512213,9202014
20820,20821,107054,9802015,9202014,9404038,9204031,9204031,9802015,9802015,9706089,9502128,9806185,9203083
20821,20822,107053,9207074,9203083,9810034,9306005,9306005,9207074,9207074,9811195,9404074,9611057,9212020
20822,20823,107052,9806165,9212020,8036,9809015,9809015,9806165,9806165,9604041,9503233,9903064,9402085
20823,20824,107051,108054,9402085,109027,9202037,9202037,108054,108054,9608015,9410144,9703004,9501073
20824,20825,107050,9211112,9501073,9603154,9202014,9202014,9211112,9211112,9802168,9504035,9809041,9601075
20825,20826,107048,9312040,9601075,207078,9203083,9203083,9312040,9312040,9603002,9401082,3081,9803084
20826,20827,107046,9801188,9803084,206039,9212020,9212020,9801188,9801188,9502013,9308117,211043,9204099
20827,20828,107045,104252,9204099,3239,9402085,9402085,104252,104252,9504080,9210154,3168,9706174
20828,20829,107044,9806164,9706174,9502076,9501073,9501073,9806164,9806164,9609101,9504112,209093,9810200
20829,20830,107043,3040,9812017,9507029,9601075,9601075,3040,3040,9803014,9509018,210025,7021
20830,20831,107041,9910165,9310151,9609196,9803084,9803084,9910165,9910165,9511126,9505001,9702158,112204
20831,20832,107040,9909156,9611213,3250,9204099,9204099,9909156,9909156,9602082,9505002,9809205,107224
20832,20833,107039,9612109,9905221,9212042,9706174,9706174,9612109,9612109,9508163,9502151,3132,201166
20833,20834,107038,101230,9301052,205157,9812017,9812017,101230,101230,9604051,9410066,205235,9812017
20834,20835,107037,9701083,1003,9609136,9310151,9310151,9701083,9701083,9604199,9404015,9806060,9310151
20835,20836,107036,9806138,9810131,7182,9611213,9611213,9806138,9806138,9605090,9505048,5102,9611213
20836,20837,107034,212318,208020,112212,9905221,9905221,212318,212318,9605096,9505076,303170,9905221
20837,20838,107033,9201050,9306145,9811184,9301052,9301052,9201050,9201050,9608121,9505079,9811088,9301052
20838,20839,107032,9202060,9309093,10210,1003,1003,9202060,9202060,9609041,9410037,9806093,1003
20839,20840,107031,9210134,9411134,9806200,9810131,9810131,9210134,9210134,9610142,9401150,109031,9810131
20840,20841,107029,9212016,9610192,9810049,208020,208020,9212016,9212016,9603051,9406145,203172,208020
20841,20842,107027,9212017,9611064,9405009,9306145,9306145,9212017,9212017,9708068,9504118,206113,9306145
20842,20843,107025,9201078,9708040,9412050,9309093,9309093,9201078,9201078,9712005,9505094,209149,9309093
20843,20844,107024,9205113,9305010,9710109,9411134,9411134,9205113,9205113,9712029,9505110,212323,9411134
20844,20845,107022,9302079,9604128,9906015,9610192,9610192,9302079,9302079,9803054,9405123,9609088,9610192
20845,20846,107021,9311131,9808042,9710061,9611064,9611064,9311131,9311131,9901150,9409171,9611089,9611064
20846,20847,107019,9210049,9412109,3257,9708040,9708040,9210049,9210049,9706099,9409084,9706008,9708040
20847,20848,107018,9210064,9606177,7149,9305010,9305010,9210064,9210064,9603028,9410025,9709183,9305010
20848,20849,107017,9701133,9204036,9803089,9604128,9604128,9701133,9701133,9701055,9409003,9902041,9604128
20849,20850,107016,9610013,9205040,9910151,9808042,9808042,9610013,9610013,9802130,9410094,9911005,9808042
20850,20851,107015,9204074,9212060,3258,9412109,9412109,9204074,9204074,9803026,9411120,208225,9412109
20851,20852,107014,9305049,9304009,9411027,9606177,9606177,9305049,9305049,9905015,9506134,3047,9606177
20852,20853,107012,9609227,9404108,9412017,9204036,9204036,9609227,9609227,9904196,9506161,11092,9204036
20853,20854,107011,9408062,9405019,9603064,9205040,9205040,9408062,9408062,9909177,9302105,101144,9205040
20854,20855,107010,9401091,9401042,9208028,9212060,9212060,9401091,9401091,9707262,9307069,9902130,9212060
20855,20856,107009,110088,9402039,9312019,9304009,9304009,110088,110088,9608084,9307112,203069,9304009
20856,20857,107006,9308126,9505175,9409161,9404108,9404108,9308126,9308126,9602021,9412102,204250,9404108
20857,20858,107004,9204069,9206032,9911079,9405019,9405019,9204069,9204069,9712040,9304002,205141,9405019
20858,20859,107001,9207079,9910243,7151,9401042,9401042,9207079,9207079,9601011,9412094,206207,9401042
20859,20860,106287,9211117,9501063,9405051,9402039,9402039,9211117,9211117,9703036,9412038,209088,9402039
20860,20861,106286,9307042,9405171,3282,9505175,9505175,9307042,9307042,9906235,9501025,209191,9505175
20861,20862,106285,9805118,9610193,3283,9206032,9206032,9805118,9805118,9801061,9306116,209258,9206032
20862,20863,106284,9807119,9906165,103176,9910243,9910243,9807119,9807119,9901006,9405177,210168,9910243
20863,20864,106283,9902157,9301008,210143,9501063,9501063,9902157,9902157,9509052,9508093,211018,9501063
20864,20865,106282,9211064,9301014,210242,9405171,9405171,9211064,9211064,9507036,9508118,211101,9405171
