,Rank,Authorities-Score,Betweenness-Centrality,Closeness-Centrality,Degree-Centrality,Degree-Prestige,EigenVector-centrality,Harmonic-Centrality,Hub-Score,Katz-Centrality,Load-centrality,Page-Rank,Percolation-Centrality
14477,14478,9311008.0,,,,,,,,,,,
14478,14479,,,,,,,,,,,,
14479,14480,,,,,,,,,,,,
14480,14481,,,,,,,,,,,,
14481,14482,,,,,,,,,,,,
14482,14483,,,,,,,,,,,,
14483,14484,10214.0,,,,,,,,,,,
14484,14485,,,,,,,,,,,,
14485,14486,,,,,,,,,,,,
14486,14487,,,,,,,,,,,,
14487,14488,9709085.0,,,,,,,,,,,
14488,14489,,,,,,,,,,,,
14489,14490,,,,,,,,,,,,
14490,14491,,,,,,,,,,,,
14491,14492,,,,,,,,,,,,
14492,14493,,,,,,,,,,,,
14493,14494,,,,,,,,,,,,
14494,14495,,,,,,,,,,,,
14495,14496,9706098.0,,,,,,,,,,,
14496,14497,9706164.0,,,,,,,,,,,
14497,14498,,,,,,,,,,,,
14498,14499,9707104.0,,,,,,,,,,,
14499,14500,,,,,,,,,,,,
14500,14501,,,,,,,,,,,,
14501,14502,,,,,,,,,,,,
14502,14503,,,,,,,,,,,,
14503,14504,,,,,,,,,,,,
14504,14505,,,,,,,,,,,,
14505,14506,,,,,,,,,,,,
14506,14507,,,,,,,,,,,,
14507,14508,9703024.0,,,,,,,,,,,
14508,14509,6118.0,,,,,,,,,,,
14509,14510,,,,,,,,,,,,
14510,14511,,,,,,,,,,,,
14511,14512,,,,,,,,,,,,
14512,14513,9311088.0,,,,,,,,,,,
14513,14514,,,,,,,,,,,,
14514,14515,,,,,,,,,,,,
14515,14516,,,,,,,,,,,,
14516,14517,,,,,,,,,,,,
14517,14518,,,,,,,,,,,,
14518,14519,,,,,,,,,,,,
14519,14520,,,,,,,,,,,,
14520,14521,,,,,,,,,,,,
14521,14522,,,,,,,,,,,,
14522,14523,5254.0,,,,,,,,,,,
14523,14524,9311076.0,,,,,,,,,,,
14524,14525,,,,,,,,,,,,
14525,14526,4203.0,,,,,,,,,,,
14526,14527,,,,,,,,,,,,
14527,14528,,,,,,,,,,,,
14528,14529,,,,,,,,,,,,
14529,14530,,,,,,,,,,,,
14530,14531,4173.0,,,,,,,,,,,
14531,14532,,,,,,,,,,,,
14532,14533,9705019.0,,,,,,,,,,,
14533,14534,,,,,,,,,,,,
14534,14535,,,,,,,,,,,,
14535,14536,,,,,,,,,,,,
14536,14537,,,,,,,,,,,,
14537,14538,,,,,,,,,,,,
14538,14539,,,,,,,,,,,,
14539,14540,,,,,,,,,,,,
14540,14541,9706163.0,,,,,,,,,,,
14541,14542,,,,,,,,,,,,
14542,14543,,,,,,,,,,,,
14543,14544,,,,,,,,,,,,
14544,14545,9702003.0,,,,,,,,,,,
14545,14546,,,,,,,,,,,,
14546,14547,,,,,,,,,,,,
14547,14548,,,,,,,,,,,,
14548,14549,,,,,,,,,,,,
14549,14550,,,,,,,,,,,,
14550,14551,,,,,,,,,,,,
14551,14552,,,,,,,,,,,,
14552,14553,,,,,,,,,,,,
14553,14554,,,,,,,,,,,,
14554,14555,,,,,,,,,,,,
14555,14556,,,,,,,,,,,,
14556,14557,9712036.0,,,,,,,,,,,
14557,14558,,,,,,,,,,,,
14558,14559,,,,,,,,,,,,
14559,14560,,,,,,,,,,,,
14560,14561,,,,,,,,,,,,
14561,14562,,,,,,,,,,,,
14562,14563,,,,,,,,,,,,
14563,14564,,,,,,,,,,,,
14564,14565,8240.0,,,,,,,,,,,
14565,14566,,,,,,,,,,,,
14566,14567,,,,,,,,,,,,
14567,14568,,,,,,,,,,,,
14568,14569,,,,,,,,,,,,
14569,14570,,,,,,,,,,,,
14570,14571,,,,,,,,,,,,
14571,14572,,,,,,,,,,,,
14572,14573,9701017.0,,,,,,,,,,,
14573,14574,9706167.0,,,,,,,,,,,
14574,14575,,,,,,,,,,,,
14575,14576,,,,,,,,,,,,
14576,14577,,,,,,,,,,,,
14577,14578,,,,,,,,,,,,
14578,14579,,,,,,,,,,,,
14579,14580,,,,,,,,,,,,
14580,14581,9709120.0,,,,,,,,,,,
14581,14582,9709121.0,,,,,,,,,,,
14582,14583,,,,,,,,,,,,
14583,14584,,,,,,,,,,,,
14584,14585,,,,,,,,,,,,
14585,14586,,,,,,,,,,,,
14586,14587,,,,,,,,,,,,
14587,14588,,,,,,,,,,,,
14588,14589,,,,,,,,,,,,
14589,14590,,,,,,,,,,,,
14590,14591,,,,,,,,,,,,
14591,14592,,,,,,,,,,,,
14592,14593,,,,,,,,,,,,
14593,14594,9702171.0,,,,,,,,,,,
14594,14595,,,,,,,,,,,,
14595,14596,,,,,,,,,,,,
14596,14597,,,,,,,,,,,,
14597,14598,,,,,,,,,,,,
14598,14599,,,,,,,,,,,,
14599,14600,,,,,,,,,,,,
14600,14601,,,,,,,,,,,,
14601,14602,,,,,,,,,,,,
14602,14603,,,,,,,,,,,,
14603,14604,,,,,,,,,,,,
14604,14605,,,,,,,,,,,,
14605,14606,,,,,,,,,,,,
14606,14607,,,,,,,,,,,,
14607,14608,11126.0,,,,,,,,,,,
14608,14609,12244.0,,,,,,,,,,,
14609,14610,,,,,,,,,,,,
14610,14611,,,,,,,,,,,,
14611,14612,,,,,,,,,,,,
14612,14613,9711085.0,,,,,,,,,,,
14613,14614,,,,,,,,,,,,
14614,14615,,,,,,,,,,,,
14615,14616,5077.0,,,,,,,,,,,
14616,14617,,,,,,,,,,,,
14617,14618,,,,,,,,,,,,
14618,14619,,,,,,,,,,,,
14619,14620,,,,,,,,,,,,
14620,14621,,,,,,,,,,,,
14621,14622,,,,,,,,,,,,
14622,14623,,,,,,,,,,,,
14623,14624,,,,,,,,,,,,
14624,14625,,,,,,,,,,,,
14625,14626,,,,,,,,,,,,
14626,14627,,,,,,,,,,,,
14627,14628,9701108.0,,,,,,,,,,,
14628,14629,,,,,,,,,,,,
14629,14630,,,,,,,,,,,,
14630,14631,,,,,,,,,,,,
14631,14632,,,,,,,,,,,,
14632,14633,,,,,,,,,,,,
14633,14634,,,,,,,,,,,,
14634,14635,9311058.0,,,,,,,,,,,
14635,14636,,,,,,,,,,,,
14636,14637,,,,,,,,,,,,
14637,14638,9703053.0,,,,,,,,,,,
14638,14639,,,,,,,,,,,,
14639,14640,,,,,,,,,,,,
14640,14641,11174.0,,,,,,,,,,,
14641,14642,9702090.0,,,,,,,,,,,
14642,14643,9308003.0,,,,,,,,,,,
14643,14644,,,,,,,,,,,,
14644,14645,,,,,,,,,,,,
14645,14646,8233.0,,,,,,,,,,,
14646,14647,10272.0,,,,,,,,,,,
14647,14648,,,,,,,,,,,,
14648,14649,,,,,,,,,,,,
14649,14650,9701100.0,,,,,,,,,,,
14650,14651,,,,,,,,,,,,
14651,14652,,,,,,,,,,,,
14652,14653,,,,,,,,,,,,
14653,14654,,,,,,,,,,,,
14654,14655,9707065.0,,,,,,,,,,,
14655,14656,,,,,,,,,,,,
14656,14657,,,,,,,,,,,,
14657,14658,,,,,,,,,,,,
14658,14659,,,,,,,,,,,,
14659,14660,,,,,,,,,,,,
14660,14661,,,,,,,,,,,,
14661,14662,,,,,,,,,,,,
14662,14663,,,,,,,,,,,,
14663,14664,10210.0,,,,,,,,,,,
14664,14665,,,,,,,,,,,,
14665,14666,,,,,,,,,,,,
14666,14667,,,,,,,,,,,,
14667,14668,,,,,,,,,,,,
14668,14669,,,,,,,,,,,,
14669,14670,,,,,,,,,,,,
14670,14671,,,,,,,,,,,,
14671,14672,,,,,,,,,,,,
14672,14673,9711011.0,,,,,,,,,,,
14673,14674,,,,,,,,,,,,
14674,14675,,,,,,,,,,,,
14675,14676,,,,,,,,,,,,
14676,14677,,,,,,,,,,,,
14677,14678,,,,,,,,,,,,
14678,14679,,,,,,,,,,,,
14679,14680,,,,,,,,,,,,
14680,14681,,,,,,,,,,,,
14681,14682,,,,,,,,,,,,
14682,14683,,,,,,,,,,,,
14683,14684,,,,,,,,,,,,
14684,14685,6150.0,,,,,,,,,,,
14685,14686,,,,,,,,,,,,
14686,14687,,,,,,,,,,,,
14687,14688,,,,,,,,,,,,
14688,14689,,,,,,,,,,,,
14689,14690,,,,,,,,,,,,
14690,14691,9309002.0,,,,,,,,,,,
14691,14692,9309004.0,,,,,,,,,,,
14692,14693,,,,,,,,,,,,
14693,14694,,,,,,,,,,,,
14694,14695,9711186.0,,,,,,,,,,,
14695,14696,9703129.0,,,,,,,,,,,
14696,14697,9704130.0,,,,,,,,,,,
14697,14698,,,,,,,,,,,,
14698,14699,9702085.0,,,,,,,,,,,
14699,14700,9702048.0,,,,,,,,,,,
14700,14701,,,,,,,,,,,,
14701,14702,,,,,,,,,,,,
14702,14703,,,,,,,,,,,,
14703,14704,,,,,,,,,,,,
14704,14705,9702181.0,,,,,,,,,,,
14705,14706,,,,,,,,,,,,
14706,14707,,,,,,,,,,,,
14707,14708,,,,,,,,,,,,
14708,14709,,,,,,,,,,,,
14709,14710,9307196.0,,,,,,,,,,,
14710,14711,11293.0,,,,,,,,,,,
14711,14712,,,,,,,,,,,,
14712,14713,,,,,,,,,,,,
14713,14714,,,,,,,,,,,,
14714,14715,4163.0,,,,,,,,,,,
14715,14716,,,,,,,,,,,,
14716,14717,,,,,,,,,,,,
14717,14718,,,,,,,,,,,,
14718,14719,9511184.0,,,,,,,,,,,
14719,14720,,,,,,,,,,,,
14720,14721,9310092.0,,,,,,,,,,,
14721,14722,,,,,,,,,,,,
14722,14723,,,,,,,,,,,,
14723,14724,,,,,,,,,,,,
14724,14725,,,,,,,,,,,,
14725,14726,,,,,,,,,,,,
14726,14727,,,,,,,,,,,,
14727,14728,,,,,,,,,,,,
14728,14729,,,,,,,,,,,,
14729,14730,4176.0,,,,,,,,,,,
14730,14731,,,,,,,,,,,,
14731,14732,,,,,,,,,,,,
14732,14733,,,,,,,,,,,,
14733,14734,,,,,,,,,,,,
14734,14735,,,,,,,,,,,,
14735,14736,,,,,,,,,,,,
14736,14737,,,,,,,,,,,,
14737,14738,,,,,,,,,,,,
14738,14739,,,,,,,,,,,,
14739,14740,9311074.0,,,,,,,,,,,
14740,14741,9312081.0,,,,,,,,,,,
14741,14742,9705216.0,,,,,,,,,,,
14742,14743,9712140.0,,,,,,,,,,,
14743,14744,9703109.0,,,,,,,,,,,
14744,14745,,,,,,,,,,,,
14745,14746,,,,,,,,,,,,
14746,14747,,,,,,,,,,,,
14747,14748,,,,,,,,,,,,
14748,14749,,,,,,,,,,,,
14749,14750,,,,,,,,,,,,
14750,14751,,,,,,,,,,,,
14751,14752,,,,,,,,,,,,
14752,14753,,,,,,,,,,,,
14753,14754,,,,,,,,,,,,
14754,14755,,,,,,,,,,,,
14755,14756,,,,,,,,,,,,
14756,14757,,,,,,,,,,,,
14757,14758,,,,,,,,,,,,
14758,14759,,,,,,,,,,,,
14759,14760,5249.0,,,,,,,,,,,
14760,14761,,,,,,,,,,,,
14761,14762,,,,,,,,,,,,
14762,14763,,,,,,,,,,,,
14763,14764,,,,,,,,,,,,
14764,14765,,,,,,,,,,,,
14765,14766,3153.0,,,,,,,,,,,
14766,14767,,,,,,,,,,,,
14767,14768,,,,,,,,,,,,
14768,14769,,,,,,,,,,,,
14769,14770,7040.0,,,,,,,,,,,
14770,14771,,,,,,,,,,,,
14771,14772,,,,,,,,,,,,
14772,14773,,,,,,,,,,,,
14773,14774,,,,,,,,,,,,
14774,14775,,,,,,,,,,,,
14775,14776,,,,,,,,,,,,
14776,14777,,,,,,,,,,,,
14777,14778,9705020.0,,,,,,,,,,,
14778,14779,,,,,,,,,,,,
14779,14780,,,,,,,,,,,,
14780,14781,,,,,,,,,,,,
14781,14782,,,,,,,,,,,,
14782,14783,,,,,,,,,,,,
14783,14784,,,,,,,,,,,,
14784,14785,,,,,,,,,,,,
14785,14786,,,,,,,,,,,,
14786,14787,,,,,,,,,,,,
14787,14788,,,,,,,,,,,,
14788,14789,,,,,,,,,,,,
14789,14790,,,,,,,,,,,,
14790,14791,,,,,,,,,,,,
14791,14792,,,,,,,,,,,,
14792,14793,,,,,,,,,,,,
14793,14794,11135.0,,,,,,,,,,,
14794,14795,,,,,,,,,,,,
14795,14796,,,,,,,,,,,,
14796,14797,,,,,,,,,,,,
14797,14798,9711170.0,,,,,,,,,,,
14798,14799,5131.0,,,,,,,,,,,
14799,14800,9310131.0,,,,,,,,,,,
14800,14801,,,,,,,,,,,,
14801,14802,,,,,,,,,,,,
14802,14803,,,,,,,,,,,,
14803,14804,,,,,,,,,,,,
14804,14805,,,,,,,,,,,,
14805,14806,,,,,,,,,,,,
14806,14807,,,,,,,,,,,,
14807,14808,,,,,,,,,,,,
14808,14809,,,,,,,,,,,,
14809,14810,8171.0,,,,,,,,,,,
14810,14811,9708148.0,,,,,,,,,,,
14811,14812,,,,,,,,,,,,
14812,14813,9232.0,,,,,,,,,,,
14813,14814,,,,,,,,,,,,
14814,14815,5082.0,,,,,,,,,,,
14815,14816,,,,,,,,,,,,
14816,14817,9712175.0,,,,,,,,,,,
14817,14818,,,,,,,,,,,,
14818,14819,,,,,,,,,,,,
14819,14820,,,,,,,,,,,,
14820,14821,,,,,,,,,,,,
14821,14822,,,,,,,,,,,,
14822,14823,,,,,,,,,,,,
14823,14824,,,,,,,,,,,,
14824,14825,,,,,,,,,,,,
14825,14826,,,,,,,,,,,,
14826,14827,,,,,,,,,,,,
14827,14828,9308016.0,,,,,,,,,,,
14828,14829,,,,,,,,,,,,
14829,14830,9311131.0,,,,,,,,,,,
14830,14831,,,,,,,,,,,,
14831,14832,,,,,,,,,,,,
14832,14833,9709016.0,,,,,,,,,,,
14833,14834,9710106.0,,,,,,,,,,,
14834,14835,,,,,,,,,,,,
14835,14836,,,,,,,,,,,,
14836,14837,,,,,,,,,,,,
14837,14838,,,,,,,,,,,,
14838,14839,,,,,,,,,,,,
14839,14840,,,,,,,,,,,,
14840,14841,,,,,,,,,,,,
14841,14842,,,,,,,,,,,,
14842,14843,,,,,,,,,,,,
14843,14844,,,,,,,,,,,,
14844,14845,9511209.0,,,,,,,,,,,
14845,14846,,,,,,,,,,,,
14846,14847,9311078.0,,,,,,,,,,,
14847,14848,,,,,,,,,,,,
14848,14849,,,,,,,,,,,,
14849,14850,,,,,,,,,,,,
14850,14851,,,,,,,,,,,,
14851,14852,,,,,,,,,,,,
14852,14853,8069.0,,,,,,,,,,,
14853,14854,9710173.0,,,,,,,,,,,
14854,14855,,,,,,,,,,,,
14855,14856,,,,,,,,,,,,
14856,14857,,,,,,,,,,,,
14857,14858,,,,,,,,,,,,
14858,14859,,,,,,,,,,,,
14859,14860,,,,,,,,,,,,
14860,14861,,,,,,,,,,,,
14861,14862,,,,,,,,,,,,
14862,14863,,,,,,,,,,,,
14863,14864,,,,,,,,,,,,
14864,14865,,,,,,,,,,,,
14865,14866,11096.0,,,,,,,,,,,
14866,14867,,,,,,,,,,,,
14867,14868,,,,,,,,,,,,
14868,14869,7081.0,,,,,,,,,,,
14869,14870,,,,,,,,,,,,
14870,14871,9707070.0,,,,,,,,,,,
14871,14872,9712097.0,,,,,,,,,,,
14872,14873,9307109.0,,,,,,,,,,,
14873,14874,,,,,,,,,,,,
14874,14875,,,,,,,,,,,,
14875,14876,9701133.0,,,,,,,,,,,
14876,14877,,,,,,,,,,,,
14877,14878,9702032.0,,,,,,,,,,,
14878,14879,9710022.0,,,,,,,,,,,
14879,14880,3296.0,,,,,,,,,,,
14880,14881,,,,,,,,,,,,
14881,14882,,,,,,,,,,,,
14882,14883,,,,,,,,,,,,
14883,14884,,,,,,,,,,,,
14884,14885,3293.0,,,,,,,,,,,
14885,14886,,,,,,,,,,,,
14886,14887,,,,,,,,,,,,
14887,14888,9710109.0,,,,,,,,,,,
14888,14889,,,,,,,,,,,,
14889,14890,9310024.0,,,,,,,,,,,
14890,14891,9310055.0,,,,,,,,,,,
14891,14892,7034.0,,,,,,,,,,,
14892,14893,,,,,,,,,,,,
14893,14894,12002.0,,,,,,,,,,,
14894,14895,,,,,,,,,,,,
14895,14896,7248.0,,,,,,,,,,,
14896,14897,,,,,,,,,,,,
14897,14898,,,,,,,,,,,,
14898,14899,,,,,,,,,,,,
14899,14900,9707234.0,,,,,,,,,,,
14900,14901,,,,,,,,,,,,
14901,14902,9707035.0,,,,,,,,,,,
14902,14903,,,,,,,,,,,,
14903,14904,,,,,,,,,,,,
14904,14905,,,,,,,,,,,,
14905,14906,,,,,,,,,,,,
14906,14907,9310005.0,,,,,,,,,,,
14907,14908,9701084.0,,,,,,,,,,,
14908,14909,,,,,,,,,,,,
14909,14910,,,,,,,,,,,,
14910,14911,,,,,,,,,,,,
14911,14912,,,,,,,,,,,,
14912,14913,,,,,,,,,,,,
14913,14914,9707038.0,,,,,,,,,,,
14914,14915,,,,,,,,,,,,
14915,14916,3084.0,,,,,,,,,,,
14916,14917,4132.0,,,,,,,,,,,
14917,14918,,,,,,,,,,,,
14918,14919,9509113.0,,,,,,,,,,,
14919,14920,,,,,,,,,,,,
14920,14921,,,,,,,,,,,,
14921,14922,,,,,,,,,,,,
14922,14923,,,,,,,,,,,,
14923,14924,,,,,,,,,,,,
14924,14925,,,,,,,,,,,,
14925,14926,,,,,,,,,,,,
14926,14927,,,,,,,,,,,,
14927,14928,6157.0,,,,,,,,,,,
14928,14929,4200.0,,,,,,,,,,,
14929,14930,,,,,,,,,,,,
14930,14931,,,,,,,,,,,,
14931,14932,12084.0,,,,,,,,,,,
14932,14933,,,,,,,,,,,,
14933,14934,,,,,,,,,,,,
14934,14935,9307148.0,,,,,,,,,,,
14935,14936,,,,,,,,,,,,
14936,14937,,,,,,,,,,,,
14937,14938,,,,,,,,,,,,
14938,14939,9703220.0,,,,,,,,,,,
14939,14940,,,,,,,,,,,,
14940,14941,,,,,,,,,,,,
14941,14942,,,,,,,,,,,,
14942,14943,9704025.0,,,,,,,,,,,
14943,14944,,,,,,,,,,,,
14944,14945,,,,,,,,,,,,
14945,14946,,,,,,,,,,,,
14946,14947,,,,,,,,,,,,
14947,14948,,,,,,,,,,,,
14948,14949,,,,,,,,,,,,
14949,14950,,,,,,,,,,,,
14950,14951,,,,,,,,,,,,
14951,14952,,,,,,,,,,,,
14952,14953,,,,,,,,,,,,
14953,14954,,,,,,,,,,,,
14954,14955,2259.0,,,,,,,,,,,
14955,14956,,,,,,,,,,,,
14956,14957,,,,,,,,,,,,
14957,14958,,,,,,,,,,,,
14958,14959,,,,,,,,,,,,
14959,14960,9705213.0,,,,,,,,,,,
14960,14961,,,,,,,,,,,,
14961,14962,,,,,,,,,,,,
14962,14963,,,,,,,,,,,,
14963,14964,,,,,,,,,,,,
14964,14965,10057.0,,,,,,,,,,,
14965,14966,,,,,,,,,,,,
14966,14967,,,,,,,,,,,,
14967,14968,9511001.0,,,,,,,,,,,
14968,14969,,,,,,,,,,,,
14969,14970,,,,,,,,,,,,
14970,14971,,,,,,,,,,,,
14971,14972,,,,,,,,,,,,
14972,14973,,,,,,,,,,,,
14973,14974,9311020.0,,,,,,,,,,,
14974,14975,,,,,,,,,,,,
14975,14976,9312037.0,,,,,,,,,,,
14976,14977,9407146.0,,,,,,,,,,,
14977,14978,,,,,,,,,,,,
14978,14979,,,,,,,,,,,,
14979,14980,,,,,,,,,,,,
14980,14981,,,,,,,,,,,,
14981,14982,4205.0,,,,,,,,,,,
14982,14983,,,,,,,,,,,,
14983,14984,9309102.0,,,,,,,,,,,
14984,14985,12189.0,,,,,,,,,,,
14985,14986,,,,,,,,,,,,
14986,14987,9704028.0,,,,,,,,,,,
14987,14988,9711071.0,,,,,,,,,,,
14988,14989,,,,,,,,,,,,
14989,14990,,,,,,,,,,,,
14990,14991,,,,,,,,,,,,
14991,14992,2208.0,,,,,,,,,,,
14992,14993,,,,,,,,,,,,
14993,14994,,,,,,,,,,,,
14994,14995,,,,,,,,,,,,
14995,14996,11265.0,,,,,,,,,,,
14996,14997,,,,,,,,,,,,
14997,14998,,,,,,,,,,,,
14998,14999,,,,,,,,,,,,
14999,15000,,,,,,,,,,,,
15000,15001,,,,,,,,,,,,
15001,15002,9704099.0,,,,,,,,,,,
15002,15003,,,,,,,,,,,,
15003,15004,,,,,,,,,,,,
15004,15005,106095.0,,,,,,,,,,,
15005,15006,,,,,,,,,,,,
15006,15007,,,,,,,,,,,,
15007,15008,,,,,,,,,,,,
15008,15009,10228.0,,,,,,,,,,,
15009,15010,,,,,,,,,,,,
15010,15011,,,,,,,,,,,,
15011,15012,,,,,,,,,,,,
15012,15013,9712037.0,,,,,,,,,,,
15013,15014,,,,,,,,,,,,
15014,15015,,,,,,,,,,,,
15015,15016,,,,,,,,,,,,
15016,15017,,,,,,,,,,,,
15017,15018,,,,,,,,,,,,
15018,15019,,,,,,,,,,,,
15019,15020,,,,,,,,,,,,
15020,15021,,,,,,,,,,,,
15021,15022,,,,,,,,,,,,
15022,15023,,,,,,,,,,,,
15023,15024,7151.0,,,,,,,,,,,
15024,15025,,,,,,,,,,,,
15025,15026,9707175.0,,,,,,,,,,,
15026,15027,,,,,,,,,,,,
15027,15028,,,,,,,,,,,,
15028,15029,8181.0,,,,,,,,,,,
15029,15030,,,,,,,,,,,,
15030,15031,9218.0,,,,,,,,,,,
15031,15032,,,,,,,,,,,,
15032,15033,,,,,,,,,,,,
15033,15034,11026.0,,,,,,,,,,,
15034,15035,,,,,,,,,,,,
15035,15036,,,,,,,,,,,,
15036,15037,3108.0,,,,,,,,,,,
15037,15038,7008.0,,,,,,,,,,,
15038,15039,,,,,,,,,,,,
15039,15040,,,,,,,,,,,,
15040,15041,,,,,,,,,,,,
15041,15042,,,,,,,,,,,,
15042,15043,,,,,,,,,,,,
15043,15044,,,,,,,,,,,,
15044,15045,,,,,,,,,,,,
15045,15046,,,,,,,,,,,,
15046,15047,9703092.0,,,,,,,,,,,
15047,15048,11183.0,,,,,,,,,,,
15048,15049,,,,,,,,,,,,
15049,15050,,,,,,,,,,,,
15050,15051,,,,,,,,,,,,
15051,15052,,,,,,,,,,,,
15052,15053,9708013.0,,,,,,,,,,,
15053,15054,,,,,,,,,,,,
15054,15055,9705184.0,,,,,,,,,,,
15055,15056,9712210.0,,,,,,,,,,,
15056,15057,,,,,,,,,,,,
15057,15058,8114.0,,,,,,,,,,,
15058,15059,,,,,,,,,,,,
15059,15060,9705018.0,,,,,,,,,,,
15060,15061,,,,,,,,,,,,
15061,15062,,,,,,,,,,,,
15062,15063,,,,,,,,,,,,
15063,15064,,,,,,,,,,,,
15064,15065,,,,,,,,,,,,
15065,15066,,,,,,,,,,,,
15066,15067,,,,,,,,,,,,
15067,15068,,,,,,,,,,,,
15068,15069,,,,,,,,,,,,
15069,15070,9702127.0,,,,,,,,,,,
15070,15071,,,,,,,,,,,,
15071,15072,,,,,,,,,,,,
15072,15073,,,,,,,,,,,,
15073,15074,,,,,,,,,,,,
15074,15075,,,,,,,,,,,,
15075,15076,4153.0,,,,,,,,,,,
15076,15077,,,,,,,,,,,,
15077,15078,11022.0,,,,,,,,,,,
15078,15079,,,,,,,,,,,,
15079,15080,,,,,,,,,,,,
15080,15081,,,,,,,,,,,,
15081,15082,,,,,,,,,,,,
15082,15083,9709194.0,,,,,,,,,,,
15083,15084,9711004.0,,,,,,,,,,,
15084,15085,,,,,,,,,,,,
15085,15086,,,,,,,,,,,,
15086,15087,,,,,,,,,,,,
15087,15088,,,,,,,,,,,,
15088,15089,,,,,,,,,,,,
15089,15090,3140.0,,,,,,,,,,,
15090,15091,,,,,,,,,,,,
15091,15092,,,,,,,,,,,,
15092,15093,,,,,,,,,,,,
15093,15094,,,,,,,,,,,,
15094,15095,,,,,,,,,,,,
15095,15096,,,,,,,,,,,,
15096,15097,,,,,,,,,,,,
15097,15098,,,,,,,,,,,,
15098,15099,,,,,,,,,,,,
15099,15100,,,,,,,,,,,,
15100,15101,,,,,,,,,,,,
15101,15102,,,,,,,,,,,,
15102,15103,,,,,,,,,,,,
15103,15104,9710087.0,,,,,,,,,,,
15104,15105,,,,,,,,,,,,
15105,15106,,,,,,,,,,,,
15106,15107,,,,,,,,,,,,
15107,15108,6153.0,,,,,,,,,,,
15108,15109,,,,,,,,,,,,
15109,15110,,,,,,,,,,,,
15110,15111,,,,,,,,,,,,
15111,15112,,,,,,,,,,,,
15112,15113,9709144.0,,,,,,,,,,,
15113,15114,,,,,,,,,,,,
15114,15115,,,,,,,,,,,,
15115,15116,,,,,,,,,,,,
15116,15117,,,,,,,,,,,,
15117,15118,,,,,,,,,,,,
15118,15119,9706106.0,,,,,,,,,,,
15119,15120,,,,,,,,,,,,
15120,15121,106088.0,,,,,,,,,,,
15121,15122,,,,,,,,,,,,
15122,15123,,,,,,,,,,,,
15123,15124,,,,,,,,,,,,
15124,15125,,,,,,,,,,,,
15125,15126,,,,,,,,,,,,
15126,15127,,,,,,,,,,,,
15127,15128,,,,,,,,,,,,
15128,15129,9706116.0,,,,,,,,,,,
15129,15130,9709162.0,,,,,,,,,,,
15130,15131,,,,,,,,,,,,
15131,15132,9710076.0,,,,,,,,,,,
15132,15133,,,,,,,,,,,,
15133,15134,9701104.0,,,,,,,,,,,
15134,15135,,,,,,,,,,,,
15135,15136,,,,,,,,,,,,
15136,15137,,,,,,,,,,,,
15137,15138,,,,,,,,,,,,
15138,15139,,,,,,,,,,,,
15139,15140,,,,,,,,,,,,
15140,15141,,,,,,,,,,,,
15141,15142,,,,,,,,,,,,
15142,15143,,,,,,,,,,,,
15143,15144,9310102.0,,,,,,,,,,,
15144,15145,,,,,,,,,,,,
15145,15146,,,,,,,,,,,,
15146,15147,,,,,,,,,,,,
15147,15148,,,,,,,,,,,,
15148,15149,,,,,,,,,,,,
15149,15150,,,,,,,,,,,,
15150,15151,,,,,,,,,,,,
15151,15152,,,,,,,,,,,,
15152,15153,,,,,,,,,,,,
15153,15154,,,,,,,,,,,,
15154,15155,,,,,,,,,,,,
15155,15156,,,,,,,,,,,,
15156,15157,,,,,,,,,,,,
15157,15158,,,,,,,,,,,,
15158,15159,,,,,,,,,,,,
15159,15160,,,,,,,,,,,,
15160,15161,,,,,,,,,,,,
15161,15162,,,,,,,,,,,,
15162,15163,,,,,,,,,,,,
15163,15164,,,,,,,,,,,,
15164,15165,,,,,,,,,,,,
15165,15166,3089.0,,,,,,,,,,,
15166,15167,,,,,,,,,,,,
15167,15168,5287.0,,,,,,,,,,,
15168,15169,7182.0,,,,,,,,,,,
15169,15170,,,,,,,,,,,,
15170,15171,,,,,,,,,,,,
15171,15172,9710135.0,,,,,,,,,,,
15172,15173,4161.0,,,,,,,,,,,
15173,15174,,,,,,,,,,,,
15174,15175,,,,,,,,,,,,
15175,15176,,,,,,,,,,,,
15176,15177,,,,,,,,,,,,
15177,15178,,,,,,,,,,,,
15178,15179,,,,,,,,,,,,
15179,15180,,,,,,,,,,,,
15180,15181,9710047.0,,,,,,,,,,,
15181,15182,9710186.0,,,,,,,,,,,
15182,15183,,,,,,,,,,,,
15183,15184,,,,,,,,,,,,
15184,15185,,,,,,,,,,,,
15185,15186,,,,,,,,,,,,
15186,15187,,,,,,,,,,,,
15187,15188,,,,,,,,,,,,
15188,15189,,,,,,,,,,,,
15189,15190,,,,,,,,,,,,
15190,15191,,,,,,,,,,,,
15191,15192,,,,,,,,,,,,
15192,15193,,,,,,,,,,,,
15193,15194,,,,,,,,,,,,
15194,15195,,,,,,,,,,,,
15195,15196,,,,,,,,,,,,
15196,15197,,,,,,,,,,,,
15197,15198,,,,,,,,,,,,
15198,15199,,,,,,,,,,,,
15199,15200,,,,,,,,,,,,
15200,15201,,,,,,,,,,,,
15201,15202,9081.0,,,,,,,,,,,
15202,15203,,,,,,,,,,,,
15203,15204,,,,,,,,,,,,
15204,15205,,,,,,,,,,,,
