Id,Authorities-Score,Betweenness-Centrality,Closeness-Centrality,Degree-Centrality,Degree-Prestige,EigenVector-centrality,Harmonic-Centrality,Hub-Score,Katz-Centrality,Load-centrality,Page-Rank,Percolation-Centrality,score
,0,,,,,,,,,,,,
,6.16E-07,,,,,,,,,,,,
,0.000163609,,,,,,,,,,,,
,1.68E-11,,,,,,,,,,,,
,1.50E-05,,,,,,,,,,,,
,2.29E-05,,,,,,,,,,,,
,3.95E-10,,,,,,,,,,,,
,1.86E-07,,,,,,,,,,,,
,2.13E-13,,,,,,,,,,,,
,0,,,,,,,,,,,,
,5.14E-05,,,,,,,,,,,,
,1.76E-05,,,,,,,,,,,,
,4.36E-05,,,,,,,,,,,,
,7.12E-06,,,,,,,,,,,,
,2.93E-07,,,,,,,,,,,,
,1.65E-05,,,,,,,,,,,,
,0.000479543,,,,,,,,,,,,
,1.24E-05,,,,,,,,,,,,
,1.41E-06,,,,,,,,,,,,
,0,,,,,,,,,,,,
,1.89E-06,,,,,,,,,,,,
,5.83E-06,,,,,,,,,,,,
,1.63E-07,,,,,,,,,,,,
,2.50E-06,,,,,,,,,,,,
,9.54E-10,,,,,,,,,,,,
,1.08E-06,,,,,,,,,,,,
,1.66E-05,,,,,,,,,,,,
,6.13E-09,,,,,,,,,,,,
,-1.78E-22,,,,,,,,,,,,
,1.97E-11,,,,,,,,,,,,
,1.13E-07,,,,,,,,,,,,
,8.40E-07,,,,,,,,,,,,
,6.49E-08,,,,,,,,,,,,
,1.94E-07,,,,,,,,,,,,
,4.44E-05,,,,,,,,,,,,
,7.39E-05,,,,,,,,,,,,
,3.55E-07,,,,,,,,,,,,
,1.47E-06,,,,,,,,,,,,
,0.000382791,,,,,,,,,,,,
,3.95E-09,,,,,,,,,,,,
,6.06E-06,,,,,,,,,,,,
,2.36E-06,,,,,,,,,,,,
,0,,,,,,,,,,,,
,6.72E-05,,,,,,,,,,,,
,0,,,,,,,,,,,,
,9.94E-06,,,,,,,,,,,,
,0.000272952,,,,,,,,,,,,
,6.94E-08,,,,,,,,,,,,
,1.90E-06,,,,,,,,,,,,
,0.000258212,,,,,,,,,,,,
,0.000130109,,,,,,,,,,,,
,5.80E-05,,,,,,,,,,,,
,4.39E-08,,,,,,,,,,,,
,0,,,,,,,,,,,,
,2.89E-05,,,,,,,,,,,,
,2.90E-05,,,,,,,,,,,,
,0.00056552,,,,,,,,,,,,
,3.45E-08,,,,,,,,,,,,
,0.000672692,,,,,,,,,,,,
,8.89E-06,,,,,,,,,,,,
,9.83E-12,,,,,,,,,,,,
,0.001121672,,,,,,,,,,,,
,0.000662005,,,,,,,,,,,,
,1.84E-08,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0.000646817,,,,,,,,,,,,
,4.78E-10,,,,,,,,,,,,
,0.000310478,,,,,,,,,,,,
,0.0006233,,,,,,,,,,,,
,4.10E-05,,,,,,,,,,,,
,0.000862078,,,,,,,,,,,,
,0,,,,,,,,,,,,
,1.03E-07,,,,,,,,,,,,
,5.22E-07,,,,,,,,,,,,
,6.91E-10,,,,,,,,,,,,
,6.97E-07,,,,,,,,,,,,
,9.73E-05,,,,,,,,,,,,
,0.000111996,,,,,,,,,,,,
,0.000652885,,,,,,,,,,,,
,0.000407528,,,,,,,,,,,,
,1.91E-07,,,,,,,,,,,,
,0.000268299,,,,,,,,,,,,
,7.95E-05,,,,,,,,,,,,
,1.09E-05,,,,,,,,,,,,
,0.000297896,,,,,,,,,,,,
,4.65E-05,,,,,,,,,,,,
,4.13E-05,,,,,,,,,,,,
,1.29E-05,,,,,,,,,,,,
,2.09E-05,,,,,,,,,,,,
,6.19E-05,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0.000487148,,,,,,,,,,,,
,2.52E-07,,,,,,,,,,,,
,3.86E-05,,,,,,,,,,,,
,3.64E-05,,,,,,,,,,,,
,5.19E-05,,,,,,,,,,,,
,1.49E-06,,,,,,,,,,,,
,2.36E-05,,,,,,,,,,,,
,3.48E-08,,,,,,,,,,,,
,0,,,,,,,,,,,,
,9.03E-10,,,,,,,,,,,,
,0.001113283,,,,,,,,,,,,
,0.000244129,,,,,,,,,,,,
,0.000299074,,,,,,,,,,,,
,0.000208836,,,,,,,,,,,,
,0.000236057,,,,,,,,,,,,
,2.71E-05,,,,,,,,,,,,
,0.000355282,,,,,,,,,,,,
,1.34E-05,,,,,,,,,,,,
,4.95E-08,,,,,,,,,,,,
,2.49E-08,,,,,,,,,,,,
,8.69E-05,,,,,,,,,,,,
,5.90E-07,,,,,,,,,,,,
,0,,,,,,,,,,,,
,2.54E-07,,,,,,,,,,,,
,2.36E-09,,,,,,,,,,,,
,3.53E-05,,,,,,,,,,,,
,0.00020683,,,,,,,,,,,,
,1.78E-09,,,,,,,,,,,,
,1.58E-07,,,,,,,,,,,,
,3.40E-06,,,,,,,,,,,,
,1.16E-06,,,,,,,,,,,,
,1.71E-05,,,,,,,,,,,,
,5.11E-06,,,,,,,,,,,,
,0.00013845,,,,,,,,,,,,
,1.87E-05,,,,,,,,,,,,
,2.32E-09,,,,,,,,,,,,
,6.27E-12,,,,,,,,,,,,
,4.54E-09,,,,,,,,,,,,
,3.91E-08,,,,,,,,,,,,
,0.000260364,,,,,,,,,,,,
,0.000547887,,,,,,,,,,,,
,1.35E-05,,,,,,,,,,,,
,3.55E-13,,,,,,,,,,,,
,0.000158517,,,,,,,,,,,,
,1.49E-08,,,,,,,,,,,,
,0,,,,,,,,,,,,
,1.54E-09,,,,,,,,,,,,
,4.79E-05,,,,,,,,,,,,
,4.86E-05,,,,,,,,,,,,
,9.57E-06,,,,,,,,,,,,
,0.000430505,,,,,,,,,,,,
,1.24E-06,,,,,,,,,,,,
,3.98E-07,,,,,,,,,,,,
,1.32E-05,,,,,,,,,,,,
,0,,,,,,,,,,,,
,1.15E-05,,,,,,,,,,,,
,2.22E-05,,,,,,,,,,,,
,4.09E-05,,,,,,,,,,,,
,3.10E-05,,,,,,,,,,,,
,1.93E-06,,,,,,,,,,,,
,2.26E-05,,,,,,,,,,,,
,7.59E-23,,,,,,,,,,,,
,8.03E-05,,,,,,,,,,,,
,8.32E-07,,,,,,,,,,,,
,0.000255153,,,,,,,,,,,,
,6.85E-07,,,,,,,,,,,,
,8.43E-11,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0.00078371,,,,,,,,,,,,
,1.09E-05,,,,,,,,,,,,
,9.46E-05,,,,,,,,,,,,
,4.18E-05,,,,,,,,,,,,
,2.85E-06,,,,,,,,,,,,
,8.80E-07,,,,,,,,,,,,
,1.52E-05,,,,,,,,,,,,
,0,,,,,,,,,,,,
,4.18E-22,,,,,,,,,,,,
,0,,,,,,,,,,,,
,2.25E-05,,,,,,,,,,,,
,0.000425392,,,,,,,,,,,,
,7.27E-06,,,,,,,,,,,,
,8.98E-09,,,,,,,,,,,,
,0.000123702,,,,,,,,,,,,
,4.25E-09,,,,,,,,,,,,
,0.000110534,,,,,,,,,,,,
,-1.08E-22,,,,,,,,,,,,
,1.66E-05,,,,,,,,,,,,
,0.000308243,,,,,,,,,,,,
,5.15E-10,,,,,,,,,,,,
,2.92E-07,,,,,,,,,,,,
,4.78E-05,,,,,,,,,,,,
,5.13E-05,,,,,,,,,,,,
,0.000196242,,,,,,,,,,,,
,3.68E-05,,,,,,,,,,,,
,0.000170693,,,,,,,,,,,,
,0.000375033,,,,,,,,,,,,
,1.31E-05,,,,,,,,,,,,
,4.67E-06,,,,,,,,,,,,
,1.03E-07,,,,,,,,,,,,
,1.03E-05,,,,,,,,,,,,
,8.75E-06,,,,,,,,,,,,
,9.05E-06,,,,,,,,,,,,
,1.41E-06,,,,,,,,,,,,
,5.04E-05,,,,,,,,,,,,
,3.34E-07,,,,,,,,,,,,
,0.000450785,,,,,,,,,,,,
,0.000752242,,,,,,,,,,,,
,8.73E-06,,,,,,,,,,,,
,3.45E-06,,,,,,,,,,,,
,0.000507452,,,,,,,,,,,,
,0,,,,,,,,,,,,
,2.33E-07,,,,,,,,,,,,
,3.93E-06,,,,,,,,,,,,
,3.90E-05,,,,,,,,,,,,
,7.16E-06,,,,,,,,,,,,
,4.35E-05,,,,,,,,,,,,
,6.37E-05,,,,,,,,,,,,
,8.99E-05,,,,,,,,,,,,
,1.95E-09,,,,,,,,,,,,
,6.43E-05,,,,,,,,,,,,
,1.76E-06,,,,,,,,,,,,
,9.20E-05,,,,,,,,,,,,
,1.15E-22,,,,,,,,,,,,
,6.18E-05,,,,,,,,,,,,
,0.000425888,,,,,,,,,,,,
,7.07E-05,,,,,,,,,,,,
,4.83E-22,,,,,,,,,,,,
,2.01E-23,,,,,,,,,,,,
,6.70E-05,,,,,,,,,,,,
,6.67E-08,,,,,,,,,,,,
,0,,,,,,,,,,,,
,6.19E-05,,,,,,,,,,,,
,6.86E-05,,,,,,,,,,,,
,-6.57E-23,,,,,,,,,,,,
,5.23E-06,,,,,,,,,,,,
,2.68E-05,,,,,,,,,,,,
,3.22E-05,,,,,,,,,,,,
,0.000198063,,,,,,,,,,,,
,4.60E-06,,,,,,,,,,,,
,1.09E-08,,,,,,,,,,,,
,2.61E-22,,,,,,,,,,,,
,5.95E-08,,,,,,,,,,,,
,0,,,,,,,,,,,,
,1.39E-11,,,,,,,,,,,,
,4.55E-05,,,,,,,,,,,,
,5.49E-06,,,,,,,,,,,,
,1.52E-05,,,,,,,,,,,,
,1.12E-05,,,,,,,,,,,,
,3.27E-23,,,,,,,,,,,,
,8.16E-16,,,,,,,,,,,,
,0.000574813,,,,,,,,,,,,
,-2.79E-22,,,,,,,,,,,,
,1.24E-05,,,,,,,,,,,,
,7.13E-05,,,,,,,,,,,,
,5.65E-05,,,,,,,,,,,,
,4.04E-09,,,,,,,,,,,,
,2.16E-08,,,,,,,,,,,,
,0.000217023,,,,,,,,,,,,
,1.09E-05,,,,,,,,,,,,
,6.82E-07,,,,,,,,,,,,
,0,,,,,,,,,,,,
,2.10E-06,,,,,,,,,,,,
,0.000204455,,,,,,,,,,,,
,0.000391631,,,,,,,,,,,,
,1.24E-06,,,,,,,,,,,,
,2.02E-10,,,,,,,,,,,,
,0.000106379,,,,,,,,,,,,
,0,,,,,,,,,,,,
,2.39E-07,,,,,,,,,,,,
,4.09E-07,,,,,,,,,,,,
,5.43E-07,,,,,,,,,,,,
,5.70E-06,,,,,,,,,,,,
,5.77E-05,,,,,,,,,,,,
,9.67E-07,,,,,,,,,,,,
,5.72E-05,,,,,,,,,,,,
,1.16E-06,,,,,,,,,,,,
,0.000229414,,,,,,,,,,,,
,0.000548876,,,,,,,,,,,,
,7.17E-05,,,,,,,,,,,,
,3.08E-06,,,,,,,,,,,,
,0.000104609,,,,,,,,,,,,
,2.25E-15,,,,,,,,,,,,
,4.03E-06,,,,,,,,,,,,
,6.24E-05,,,,,,,,,,,,
,9.56E-06,,,,,,,,,,,,
,2.41E-05,,,,,,,,,,,,
,-2.97E-22,,,,,,,,,,,,
,0.000115462,,,,,,,,,,,,
,0.000127344,,,,,,,,,,,,
,5.63E-05,,,,,,,,,,,,
,2.64E-05,,,,,,,,,,,,
,3.17E-05,,,,,,,,,,,,
,2.22E-05,,,,,,,,,,,,
,8.70E-05,,,,,,,,,,,,
,6.06E-05,,,,,,,,,,,,
,3.24E-06,,,,,,,,,,,,
,9.13E-05,,,,,,,,,,,,
,8.84E-06,,,,,,,,,,,,
,0.000504742,,,,,,,,,,,,
,3.37E-05,,,,,,,,,,,,
,0.000160799,,,,,,,,,,,,
,6.65E-09,,,,,,,,,,,,
,1.09E-08,,,,,,,,,,,,
,0.000518923,,,,,,,,,,,,
,2.84E-07,,,,,,,,,,,,
,4.77E-06,,,,,,,,,,,,
,2.98E-06,,,,,,,,,,,,
,4.17E-07,,,,,,,,,,,,
,1.45E-05,,,,,,,,,,,,
,1.77E-12,,,,,,,,,,,,
,0.000120715,,,,,,,,,,,,
,2.76E-05,,,,,,,,,,,,
,1.25E-05,,,,,,,,,,,,
,5.79E-06,,,,,,,,,,,,
,0,,,,,,,,,,,,
,-3.96E-22,,,,,,,,,,,,
,2.60E-05,,,,,,,,,,,,
,0.000341833,,,,,,,,,,,,
,4.98E-10,,,,,,,,,,,,
,1.05E-11,,,,,,,,,,,,
,0,,,,,,,,,,,,
,5.79E-08,,,,,,,,,,,,
,0.000328146,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,2.03E-05,,,,,,,,,,,,
,0,,,,,,,,,,,,
,3.32E-22,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,1.78E-06,,,,,,,,,,,,
,9.12E-07,,,,,,,,,,,,
,0,,,,,,,,,,,,
,4.74E-05,,,,,,,,,,,,
,0,,,,,,,,,,,,
,2.72E-22,,,,,,,,,,,,
,3.37E-13,,,,,,,,,,,,
,1.83E-05,,,,,,,,,,,,
,-6.28E-23,,,,,,,,,,,,
,1.80E-08,,,,,,,,,,,,
,3.52E-09,,,,,,,,,,,,
,-2.70E-22,,,,,,,,,,,,
,0.000106638,,,,,,,,,,,,
,0.000470071,,,,,,,,,,,,
,0.000113262,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,9.30E-05,,,,,,,,,,,,
,5.20E-10,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,4.10E-09,,,,,,,,,,,,
,0,,,,,,,,,,,,
,1.94E-07,,,,,,,,,,,,
,4.32E-05,,,,,,,,,,,,
,8.82E-23,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0.000640742,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,2.00E-22,,,,,,,,,,,,
,5.89E-07,,,,,,,,,,,,
,7.97E-05,,,,,,,,,,,,
,3.23E-06,,,,,,,,,,,,
,0.000233934,,,,,,,,,,,,
,6.09E-05,,,,,,,,,,,,
,4.53E-07,,,,,,,,,,,,
,6.70E-09,,,,,,,,,,,,
,2.58E-05,,,,,,,,,,,,
,1.51E-23,,,,,,,,,,,,
,1.55E-08,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0.000492487,,,,,,,,,,,,
,0,,,,,,,,,,,,
,9.78E-08,,,,,,,,,,,,
,0.000337494,,,,,,,,,,,,
,0.000226165,,,,,,,,,,,,
,3.53E-05,,,,,,,,,,,,
,6.59E-06,,,,,,,,,,,,
,2.40E-06,,,,,,,,,,,,
,2.06E-08,,,,,,,,,,,,
,6.29E-05,,,,,,,,,,,,
,1.98E-10,,,,,,,,,,,,
,0,,,,,,,,,,,,
,-8.61E-24,,,,,,,,,,,,
,2.46E-10,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,8.76E-05,,,,,,,,,,,,
,0,,,,,,,,,,,,
,1.65E-12,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,6.96E-13,,,,,,,,,,,,
,0.000104452,,,,,,,,,,,,
,8.82E-16,,,,,,,,,,,,
,8.21E-06,,,,,,,,,,,,
,3.38E-16,,,,,,,,,,,,
,1.09E-05,,,,,,,,,,,,
,9.08E-05,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0.000315476,,,,,,,,,,,,
,9.13E-09,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0.000190534,,,,,,,,,,,,
,4.22E-05,,,,,,,,,,,,
,0.000271164,,,,,,,,,,,,
,1.99E-06,,,,,,,,,,,,
,2.68E-09,,,,,,,,,,,,
,-1.52E-22,,,,,,,,,,,,
,2.57E-07,,,,,,,,,,,,
,0,,,,,,,,,,,,
,-1.84E-22,,,,,,,,,,,,
,9.56E-14,,,,,,,,,,,,
,7.36E-11,,,,,,,,,,,,
,1.44E-06,,,,,,,,,,,,
,0,,,,,,,,,,,,
,2.12E-11,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,1.86E-10,,,,,,,,,,,,
,2.31E-10,,,,,,,,,,,,
,0,,,,,,,,,,,,
,1.24E-10,,,,,,,,,,,,
,1.09E-05,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,1.13E-07,,,,,,,,,,,,
,3.69E-06,,,,,,,,,,,,
,7.22E-07,,,,,,,,,,,,
,8.20E-19,,,,,,,,,,,,
,1.72E-15,,,,,,,,,,,,
,8.05E-06,,,,,,,,,,,,
,1.51E-07,,,,,,,,,,,,
,3.57E-11,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0.000677547,,,,,,,,,,,,
,-1.01E-22,,,,,,,,,,,,
,3.22E-06,,,,,,,,,,,,
,0,,,,,,,,,,,,
,2.93E-07,,,,,,,,,,,,
,1.54E-07,,,,,,,,,,,,
,0,,,,,,,,,,,,
,2.65E-07,,,,,,,,,,,,
,2.70E-05,,,,,,,,,,,,
,0,,,,,,,,,,,,
,1.82E-08,,,,,,,,,,,,
,2.64E-05,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,1.90E-08,,,,,,,,,,,,
,2.00E-05,,,,,,,,,,,,
,5.75E-08,,,,,,,,,,,,
,0.0007593,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,2.21E-10,,,,,,,,,,,,
,6.07E-06,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0.000486525,,,,,,,,,,,,
,3.86E-06,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,5.16E-05,,,,,,,,,,,,
,0.000183736,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,4.76E-07,,,,,,,,,,,,
,1.21E-13,,,,,,,,,,,,
,2.98E-07,,,,,,,,,,,,
,4.60E-11,,,,,,,,,,,,
,3.01E-07,,,,,,,,,,,,
,-3.00E-22,,,,,,,,,,,,
,7.15E-08,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,1.06E-05,,,,,,,,,,,,
,0,,,,,,,,,,,,
,6.72E-07,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,8.16E-09,,,,,,,,,,,,
,0.000163609,,,,,,,,,,,,
,2.12E-08,,,,,,,,,,,,
,1.81E-08,,,,,,,,,,,,
,1.48E-22,,,,,,,,,,,,
,2.61E-12,,,,,,,,,,,,
,0,,,,,,,,,,,,
,2.65E-10,,,,,,,,,,,,
,3.57E-05,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,1.48E-22,,,,,,,,,,,,
,0,,,,,,,,,,,,
,3.00E-07,,,,,,,,,,,,
,0,,,,,,,,,,,,
,-3.87E-22,,,,,,,,,,,,
,4.02E-08,,,,,,,,,,,,
,2.71E-09,,,,,,,,,,,,
,1.90E-09,,,,,,,,,,,,
,5.16E-05,,,,,,,,,,,,
,0,,,,,,,,,,,,
,2.02E-10,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0.0007044,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,1.28E-05,,,,,,,,,,,,
,-1.43E-22,,,,,,,,,,,,
,0,,,,,,,,,,,,
,1.62E-07,,,,,,,,,,,,
,0,,,,,,,,,,,,
,6.12E-09,,,,,,,,,,,,
,0.000627073,,,,,,,,,,,,
,2.00E-05,,,,,,,,,,,,
,4.26E-05,,,,,,,,,,,,
,3.65E-05,,,,,,,,,,,,
,2.02E-06,,,,,,,,,,,,
,3.12E-05,,,,,,,,,,,,
,1.27E-06,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0.000219165,,,,,,,,,,,,
,2.32E-05,,,,,,,,,,,,
,6.14E-10,,,,,,,,,,,,
,0.000166782,,,,,,,,,,,,
,8.41E-08,,,,,,,,,,,,
,0.000129873,,,,,,,,,,,,
,0,,,,,,,,,,,,
,8.19E-23,,,,,,,,,,,,
,0,,,,,,,,,,,,
,1.76E-06,,,,,,,,,,,,
,4.80E-08,,,,,,,,,,,,
,2.73E-09,,,,,,,,,,,,
,8.53E-06,,,,,,,,,,,,
,3.30E-06,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,5.23E-05,,,,,,,,,,,,
,1.11E-09,,,,,,,,,,,,
,1.51E-07,,,,,,,,,,,,
,0,,,,,,,,,,,,
,5.65E-07,,,,,,,,,,,,
,0,,,,,,,,,,,,
,2.38E-06,,,,,,,,,,,,
,3.14E-10,,,,,,,,,,,,
,0,,,,,,,,,,,,
,8.86E-08,,,,,,,,,,,,
,6.18E-07,,,,,,,,,,,,
,3.44E-06,,,,,,,,,,,,
,0,,,,,,,,,,,,
,1.52E-05,,,,,,,,,,,,
,4.75E-05,,,,,,,,,,,,
,0,,,,,,,,,,,,
,3.09E-09,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,-1.52E-22,,,,,,,,,,,,
,0,,,,,,,,,,,,
,2.10E-07,,,,,,,,,,,,
,0,,,,,,,,,,,,
,1.21E-18,,,,,,,,,,,,
,2.78E-10,,,,,,,,,,,,
,-1.36E-22,,,,,,,,,,,,
,2.33E-23,,,,,,,,,,,,
,2.16E-22,,,,,,,,,,,,
,0,,,,,,,,,,,,
,3.63E-05,,,,,,,,,,,,
,4.25E-06,,,,,,,,,,,,
,0,,,,,,,,,,,,
,7.91E-05,,,,,,,,,,,,
,6.18E-17,,,,,,,,,,,,
,8.19E-09,,,,,,,,,,,,
,5.72E-07,,,,,,,,,,,,
,0,,,,,,,,,,,,
,1.64E-08,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,1.47E-22,,,,,,,,,,,,
,0,,,,,,,,,,,,
,7.33E-08,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,2.99E-07,,,,,,,,,,,,
,1.64E-08,,,,,,,,,,,,
,0,,,,,,,,,,,,
,9.61E-05,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,3.55E-09,,,,,,,,,,,,
,0,,,,,,,,,,,,
,4.40E-08,,,,,,,,,,,,
,0,,,,,,,,,,,,
,6.13E-05,,,,,,,,,,,,
,1.27E-10,,,,,,,,,,,,
,1.13E-06,,,,,,,,,,,,
,1.02E-06,,,,,,,,,,,,
,0,,,,,,,,,,,,
,7.72E-10,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,1.77E-16,,,,,,,,,,,,
,3.80E-07,,,,,,,,,,,,
,6.40E-07,,,,,,,,,,,,
,0,,,,,,,,,,,,
,4.52E-05,,,,,,,,,,,,
,0,,,,,,,,,,,,
,1.91E-07,,,,,,,,,,,,
,0,,,,,,,,,,,,
,3.65E-10,,,,,,,,,,,,
,9.83E-09,,,,,,,,,,,,
,8.13E-10,,,,,,,,,,,,
,0.00010675,,,,,,,,,,,,
,0.000271492,,,,,,,,,,,,
,5.75E-05,,,,,,,,,,,,
,1.13E-05,,,,,,,,,,,,
,0.000319857,,,,,,,,,,,,
,4.19E-05,,,,,,,,,,,,
,4.45E-05,,,,,,,,,,,,
,2.22E-06,,,,,,,,,,,,
,0.000124541,,,,,,,,,,,,
,0.000201456,,,,,,,,,,,,
,2.42E-09,,,,,,,,,,,,
,7.02E-05,,,,,,,,,,,,
,7.05E-05,,,,,,,,,,,,
,0,,,,,,,,,,,,
,3.75E-10,,,,,,,,,,,,
,7.23E-05,,,,,,,,,,,,
,0.000219949,,,,,,,,,,,,
,4.35E-05,,,,,,,,,,,,
,9.06E-05,,,,,,,,,,,,
,0.000748039,,,,,,,,,,,,
,7.34E-07,,,,,,,,,,,,
,2.12E-05,,,,,,,,,,,,
,0,,,,,,,,,,,,
,1.42E-05,,,,,,,,,,,,
,2.59E-05,,,,,,,,,,,,
,4.69E-05,,,,,,,,,,,,
,9.83E-05,,,,,,,,,,,,
,3.20E-05,,,,,,,,,,,,
,7.65E-08,,,,,,,,,,,,
,2.06E-06,,,,,,,,,,,,
,4.04E-06,,,,,,,,,,,,
,7.64E-06,,,,,,,,,,,,
,0.000794205,,,,,,,,,,,,
,1.41E-06,,,,,,,,,,,,
,5.42E-06,,,,,,,,,,,,
,3.33E-06,,,,,,,,,,,,
,8.87E-06,,,,,,,,,,,,
,0.000272375,,,,,,,,,,,,
,0,,,,,,,,,,,,
,6.93E-05,,,,,,,,,,,,
,0,,,,,,,,,,,,
,6.46E-05,,,,,,,,,,,,
,5.43E-10,,,,,,,,,,,,
,4.08E-05,,,,,,,,,,,,
,0.000865388,,,,,,,,,,,,
,4.28E-05,,,,,,,,,,,,
,5.21E-06,,,,,,,,,,,,
,4.44E-08,,,,,,,,,,,,
,0,,,,,,,,,,,,
,7.17E-05,,,,,,,,,,,,
,0.000186105,,,,,,,,,,,,
,4.10E-05,,,,,,,,,,,,
,1.05E-09,,,,,,,,,,,,
,3.35E-05,,,,,,,,,,,,
,0,,,,,,,,,,,,
,1.30E-07,,,,,,,,,,,,
,5.02E-06,,,,,,,,,,,,
,6.00E-06,,,,,,,,,,,,
,1.33E-06,,,,,,,,,,,,
,2.13E-05,,,,,,,,,,,,
,1.50E-09,,,,,,,,,,,,
,0.000372197,,,,,,,,,,,,
,0.001124639,,,,,,,,,,,,
,4.67E-07,,,,,,,,,,,,
,0.000107683,,,,,,,,,,,,
,5.28E-05,,,,,,,,,,,,
,0.000506427,,,,,,,,,,,,
,1.97E-07,,,,,,,,,,,,
,0.000308481,,,,,,,,,,,,
,0.000302614,,,,,,,,,,,,
,0.000739357,,,,,,,,,,,,
,0.000101396,,,,,,,,,,,,
,4.59E-06,,,,,,,,,,,,
,0,,,,,,,,,,,,
,4.51E-05,,,,,,,,,,,,
,2.87E-05,,,,,,,,,,,,
,3.45E-06,,,,,,,,,,,,
,2.72E-06,,,,,,,,,,,,
,1.47E-05,,,,,,,,,,,,
,0.000460398,,,,,,,,,,,,
,0.00068439,,,,,,,,,,,,
,2.33E-06,,,,,,,,,,,,
,3.38E-09,,,,,,,,,,,,
,0.000185988,,,,,,,,,,,,
,0.000278234,,,,,,,,,,,,
,1.19E-05,,,,,,,,,,,,
,2.91E-05,,,,,,,,,,,,
,1.16E-15,,,,,,,,,,,,
,9.24E-05,,,,,,,,,,,,
,0.000131105,,,,,,,,,,,,
,0.000172875,,,,,,,,,,,,
,3.95E-05,,,,,,,,,,,,
,3.62E-05,,,,,,,,,,,,
,0.000567942,,,,,,,,,,,,
,3.04E-06,,,,,,,,,,,,
,1.07E-07,,,,,,,,,,,,
,7.03E-05,,,,,,,,,,,,
,0.000815629,,,,,,,,,,,,
,4.36E-06,,,,,,,,,,,,
,5.28E-06,,,,,,,,,,,,
,1.38E-07,,,,,,,,,,,,
,2.55E-05,,,,,,,,,,,,
,0.000581713,,,,,,,,,,,,
,3.20E-06,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0,,,,,,,,,,,,
,0.000189396,,,,,,,,,,,,
,4.14E-05,,,,,,,,,,,,
,6.23E-05,,,,,,,,,,,,
,4.99E-06,,,,,,,,,,,,
,1.69E-08,,,,,,,,,,,,
,4.87E-06,,,,,,,,,,,,
,5.24E-05,,,,,,,,,,,,
,0.000225969,,,,,,,,,,,,
,2.39E-05,,,,,,,,,,,,
