,Id,BCT,hubscore,authoritiesscore,closeness centrality,degree centrality,degree_prestige,eigenvector centrality,Harmonic centrality,Page-Rank,Percolation-Centrality,betweenness centrality,scores
17629,9603060,0.05833222,8.87e-05,2.26e-05,0.013657361,0.006330488,0.005172913,4.27e-17,453.7513348,1.81e-05,1.75e-05,1.75e-05,
17630,9603061,0.065332086,8.31e-05,2.74e-05,0.015911493,0.007090146,0.004955867,7.3e-17,544.1380952,3.82e-05,0.000279033,0.000279033,
17641,9603074,0.040999217,2.32e-05,3.14e-05,0.017077079,0.004449428,0.001121401,7.47e-15,651.5004107,0.000101727,0.000442369,0.000442369,
17643,9603078,0.042332525,6.07e-05,2.69e-05,0.014070022,0.004594125,0.00343655,5.03e-17,459.6488095,1.72e-05,6.08e-06,6.08e-06,
17645,9603081,0.057665566,8.36e-05,2.73e-05,0.014878882,0.006258139,0.004774996,9.69e-17,495.7857143,1.93e-05,0.000284219,0.000284219,
17651,9603087,0.071665298,0.000137827,2.41e-05,0.01383734,0.007777456,0.006619881,2.13e-17,454.6896825,1.88e-05,4.39e-05,4.39e-05,
17654,9603090,0.064998759,0.000106829,2.7e-05,0.01475788,0.007053972,0.005498481,1.68e-16,499.3159091,2.3e-05,7.62e-05,7.62e-05,
17661,9603097,0.049665718,0.000113672,2.27e-05,0.012518699,0.005389958,0.00437708,2.04e-17,409.5638889,1.98e-05,8.93e-05,8.93e-05,
17663,9603100,0.035999313,4.36e-05,2.69e-05,0.014971892,0.003906815,0.002568369,3.08e-16,500.997619,1.83e-05,2.06e-05,2.06e-05,
17672,9603109,0.06599874,0.000100774,2.71e-05,0.014670753,0.007162495,0.0057517,3.75e-16,490.4833694,3.71e-05,9.97e-05,9.97e-05,
17679,9603116,0.04399916,4.04e-05,3.17e-05,0.015317673,0.004774996,0.002966286,1.59e-15,571.7290339,2.22e-05,0.000260186,0.000260186,
17688,9603126,0.062998797,8.48e-05,3.19e-05,0.016530209,0.006836927,0.004738822,8.14e-16,622.7269466,2.74e-05,0.000411807,0.000411807,
17689,9603127,0.059998854,8.71e-05,2.72e-05,0.014851997,0.006511359,0.005100564,8.88e-17,494.4266595,2.69e-05,7.36e-05,7.36e-05,
17695,9603133,0.05833222,0.000131792,3.15e-05,0.017109249,0.006330488,0.004847345,1.09e-14,604.2309663,2.33e-05,8.73e-05,8.73e-05,
17698,9603136,0.050665699,8.62e-05,2.26e-05,0.010031393,0.005498481,0.004340906,4.73e-19,338.9349928,2.45e-05,7.16e-05,7.16e-05,
17704,9603142,0.165996831,0.000434155,1.26e-07,0.010578158,0.018014759,0.017870062,1.18e-18,337.179798,1.59e-05,2.78e-05,2.78e-05,
17711,9603150,0.064998759,9.35e-05,3.14e-05,0.015401132,0.007053972,0.005353784,2.82e-15,568.8412633,2.24e-05,9.26e-05,9.26e-05,
17722,9603161,0.108997919,0.000178579,3.16e-05,0.016021023,0.011828968,0.009911735,4.09e-15,582.7758561,2.17e-05,0.000197292,0.000197292,
17727,9603167,0.165996831,0.000442038,2.27e-05,0.013551505,0.018014759,0.016893358,2.57e-17,446.7202381,1.97e-05,0.000240293,0.000240293,
17730,9603170,0.041332544,3.78e-05,3.14e-05,0.015250601,0.004485603,0.00231515,1.42e-15,574.4111046,4.59e-05,0.000135322,0.000135322,
17747,9603187,0.016333021,3.37e-06,1.18e-05,0.010794894,0.001772537,0.000434091,1.91e-22,363.0396825,0.000200853,0.000519196,0.000519196,
17753,9603194,0.046665776,6.58e-05,3.18e-05,0.015347745,0.00506439,0.003074808,9.47e-16,577.974272,2.51e-05,9.05e-05,9.05e-05,
17754,9603195,0.040332563,5.55e-05,3.12e-05,0.014853721,0.00437708,0.003110982,1.06e-15,548.7571985,1.88e-05,1.44e-05,1.44e-05,
17767,9604004,0.034666005,3.72e-05,3.45e-06,0.010896632,0.003762118,0.002423672,4.89e-19,370.8707431,2.23e-05,8.96e-05,8.96e-05,
17788,9604027,0.012666425,2.02e-06,1.82e-08,0.002543112,0.00137462,0.000542613,1.8299999999999999e-25,95.45912698,5.34e-05,0.000326179,0.000326179,
17791,9604030,0.050665699,7.24e-05,3.13e-05,0.015155796,0.005498481,0.004196209,4.55e-15,552.0003903,1.81e-05,5.89e-05,5.89e-05,
17795,9604034,0.097998129,0.000172182,3.19e-05,0.017668261,0.010635219,0.007849805,4.95e-15,654.3292208,2.99e-05,0.000761752,0.000761752,
17796,9604035,0.092664897,0.000161076,2.46e-05,0.016007874,0.010056432,0.008103024,5.6e-16,614.0591937,2.33e-05,0.000132678,0.000132678,
17801,9604040,0.006333212,1.65e-06,2.57e-06,0.004594836,0.00068731,0.000108523,5.57e-24,148.1309524,4.89e-05,0.000335475,0.000335475,
17802,9604041,0.036665967,4.5e-05,3.18e-05,0.015880145,0.003979164,0.00231515,1.76e-15,584.0029706,1.81e-05,0.000133674,0.000133674,
17803,9604042,0.061332162,0.000110923,2.7e-05,0.014326933,0.006656056,0.005462306,2.94e-16,473.2190837,1.74e-05,5.27e-05,5.27e-05,
17813,9604052,0.042999179,5.19e-05,3.19e-05,0.01653161,0.004666474,0.002640718,9.99e-16,617.1386186,5.03e-05,0.000295547,0.000295547,
17816,9604055,0.056665585,9.01e-05,3.17e-05,0.016586439,0.006149617,0.004304732,2.35e-15,591.4978716,2.94e-05,0.000147686,0.000147686,
17817,9604056,0.014999714,2.28e-06,8.74e-06,0.014404702,0.00162784,0.000108523,6.22e-17,490.7542929,0.000139465,3.23e-06,3.23e-06,
17826,9604065,0.041665871,5.43e-05,2.75e-05,0.016287272,0.004521777,0.002496021,1.28e-15,606.8625526,2.12e-05,3.11e-05,3.11e-05,
17849,9604089,0.05833222,0.000101504,3.22e-05,0.018294735,0.006330488,0.004485603,2.13e-15,648.3415165,5.35e-05,0.000922593,0.000922593,
17850,9604090,0.054665623,0.000102529,3.13e-05,0.015552895,0.005932571,0.003834467,2.53e-15,584.0689297,5.68e-05,0.000458499,0.000458499,
17851,9604091,0.063332124,0.000125851,3.16e-05,0.014376449,0.006873101,0.005136739,3.9e-16,547.5524358,4.56e-05,0.000257693,0.000257693,
17876,9604119,0.04399916,7.82e-05,2.41e-05,0.0133383,0.004774996,0.00368977,7.9e-17,435.5361111,1.71e-05,1.24e-05,1.24e-05,
17886,9604129,0.058665547,0.000116221,2.43e-05,0.013305797,0.006366662,0.004919693,4.51e-17,443.5170635,2.14e-05,2.47e-05,2.47e-05,
17896,9604139,0.036999294,3.94e-05,3.16e-05,0.015235115,0.004015338,0.002532195,1.99e-15,558.5007871,2.32e-05,2.72e-05,2.72e-05,
17906,9604150,0.002999943,2.83e-09,5.46e-08,0.006274521,0.000325568,7.23e-05,3.81e-24,206.5174603,0.00014748,0.000411161,0.000411161,
17912,9604156,0.050999026,8.14e-05,3.18e-05,0.016064305,0.005534655,0.003798293,8.6e-16,587.5236776,2.38e-05,9.9e-05,9.9e-05,
17922,9604166,0.064998759,9.62e-05,3.2e-05,0.017819887,0.007053972,0.005353784,2.9e-15,633.4859609,2.14e-05,0.000184261,0.000184261,
17934,9604178,0.055332277,0.000110521,2.42e-05,0.014982327,0.00600492,0.004594125,3.38e-15,543.3051522,2.3e-05,3.05e-05,3.05e-05,
17935,9604179,0.063665451,0.000112759,3.14e-05,0.015057289,0.006909275,0.005534655,4.72e-16,559.2909537,2.14e-05,4.36e-05,4.36e-05,
17944,9604189,0.042332525,5.13e-05,3.15e-05,0.01710978,0.004594125,0.002893937,4.21e-15,601.9423101,2.02e-05,1.78e-05,1.78e-05,
17952,9604198,0.047999084,9.5e-05,2.41e-05,0.012289193,0.005209087,0.004340906,3.53e-17,398.343254,1.61e-05,5.18e-06,5.18e-06,
17958,9605003,0.012333098,2.15e-05,1.65e-08,0.009062925,0.001338446,0.001121401,2.83e-20,293.0361527,3.95e-05,0.000772741,0.000772741,
17964,9605009,0.025999504,4.1e-05,4.59e-06,0.05732789,0.002821589,0.001917233,0.000122432,1886.778369,2.89e-05,0.009092161,0.009092161,
17971,9605016,0.038665928,4.99e-05,3.21e-05,0.017364127,0.004196209,0.002532195,4.64e-15,606.7411197,2.02e-05,5.57e-05,5.57e-05,
17985,9605030,0.018332983,1.25e-05,1.36e-06,0.002290947,0.001989582,0.001085226,7.95e-26,86.98571429,5.05e-05,0.000555628,0.000555628,
17987,9605032,0.051332353,7.49e-05,2.71e-05,0.011329582,0.005570829,0.00343655,5.54e-19,391.2238095,3.19e-05,7.88e-05,7.88e-05,
17988,9605033,0.074665241,0.000183756,2.4e-05,0.012836737,0.008103024,0.007090146,9.4e-17,420.4035714,1.82e-05,2.29e-05,2.29e-05,
18000,9605046,0.034332678,2.11e-05,3.87e-05,0.017112237,0.003725944,0.001157575,3.09e-16,656.9194152,8.66e-05,0.000611623,0.000611623,
18003,9605049,0.041332544,9.76e-05,2.41e-05,0.014980026,0.004485603,0.003581247,3.14e-15,517.8302212,1.63e-05,7.99e-06,7.99e-06,
18007,9605053,0.046332449,0.000100183,3.12e-05,0.013714924,0.005028216,0.003870641,1.57e-15,496.932811,1.96e-05,2.96e-05,2.96e-05,
18028,9605075,0.00766652,4.32e-07,2.6e-08,0.002820785,0.000832007,0.000144697,1.31e-25,107.7031746,8.44e-05,0.000271954,0.000271954,
18084,9605136,0.048999064,8.99e-05,3.15e-05,0.014715589,0.00531761,0.003906815,1.9e-15,529.8634463,3.46e-05,0.000145064,0.000145064,
18094,9605150,0.089998282,0.000186552,3.16e-05,0.016039468,0.009767038,0.008247721,1.09e-14,570.6728105,1.87e-05,0.000109349,0.000109349,
18095,9605151,0.023666215,3.48e-05,8.55e-06,0.014730766,0.002568369,0.001700188,1.47e-16,525.6604894,3.79e-05,0.000260094,0.000260094,
18127,9605184,0.063665451,0.000116862,3.18e-05,0.015148733,0.006909275,0.005353784,3.61e-15,556.2924538,1.79e-05,3.75e-05,3.75e-05,
18142,9605199,0.058998874,0.000110679,3.14e-05,0.01598295,0.006402836,0.005028216,1.2e-14,563.2319375,1.75e-05,7.81e-05,7.81e-05,
18143,9605200,0.056998912,7.66e-05,3.17e-05,0.0175775,0.006185791,0.004268557,1.33e-14,631.8943001,2.49e-05,0.000260439,0.000260439,
18174,9605234,0.052998988,8.79e-05,3.15e-05,0.015924126,0.0057517,0.004087686,2.06e-15,577.1062034,2.11e-05,3.55e-05,3.55e-05,
18177,9606001,0.023999542,2.84e-05,5.02e-08,0.013846319,0.002604543,0.002423672,1.9e-15,448.5335761,1.76e-05,0.000186741,0.000186741,
18192,9606017,0.048332411,8.23e-05,3.14e-05,0.015858195,0.005245261,0.003979164,9.57e-15,547.3046537,1.68e-05,7.02e-05,7.02e-05,
18208,9606033,0.049999045,5.65e-05,3.34e-05,0.017772573,0.005426132,0.003074808,1.82e-14,650.693683,3.25e-05,0.000174759,0.000174759,
18211,9606036,0.030999408,3.6e-05,3.15e-05,0.015740593,0.003364202,0.001736362,1.9e-15,568.7939658,2.28e-05,0.001024049,0.001024049,
18215,9606040,0.048332411,9.43e-05,3.11e-05,0.013718058,0.005245261,0.004268557,9.72e-16,497.9970967,1.72e-05,3.84e-05,3.84e-05,
18219,9606044,0.032666043,4.82e-05,3.13e-05,0.016391288,0.003545073,0.00231515,2.21e-14,561.9237013,1.7e-05,8.52e-05,8.52e-05,
18285,9606112,0.061998816,0.000135716,3.14e-05,0.014346899,0.006728404,0.005462306,9.57e-16,521.0813327,2.25e-05,9.87e-05,9.87e-05,
18294,9606122,0.051999007,9.05e-05,3.14e-05,0.016309051,0.005643178,0.004051512,1.15e-14,584.6855089,2.08e-05,4.86e-05,4.86e-05,
18308,9606139,0.089998282,0.000204328,3.17e-05,0.017464923,0.009767038,0.00806685,6.5e-15,604.7192252,1.97e-05,0.000101296,0.000101296,
18332,9606165,0.044665814,9.28e-05,3.13e-05,0.013704324,0.004847345,0.00368977,2.51e-15,495.9359856,1.66e-05,1.2e-05,1.2e-05,
18334,9606167,0.003666597,4.3e-07,2.33e-09,0.003499335,0.000397916,0.000180871,2.3999999999999997e-23,110.7535714,3.22e-05,0.000256407,0.000256407,
18336,9606169,0.053332315,0.000120574,3.13e-05,0.016047387,0.005787874,0.004413254,7.21e-15,556.5115912,1.86e-05,0.000202915,0.000202915,
18350,9606185,0.069998664,0.000121067,3.34e-05,0.017648714,0.007596585,0.005570829,1.91e-14,639.47882,2.82e-05,0.000212495,0.000212495,
18358,9606193,0.040999217,4.5e-05,3.34e-05,0.017192209,0.004449428,0.002568369,1.34e-14,619.2119369,2.87e-05,6.67e-05,6.67e-05,
18373,9607011,0.030999408,3.64e-05,3.15e-05,0.017615765,0.003364202,0.001917233,1.13e-14,628.6195194,2.6e-05,0.000760386,0.000760386,
18380,9607019,0.032332716,5e-05,3.12e-05,0.01545238,0.003508899,0.002278976,1.69e-14,525.661186,1.75e-05,3.46e-06,3.46e-06,
18407,9607049,0.028666119,4.15e-05,4.39e-09,7.23e-05,0.003110982,0.003038634,1.08e-36,2.0,1.7e-05,1.83e-05,1.83e-05,
18408,9607050,0.04399916,5.02e-05,3.19e-05,0.017497562,0.004774996,0.00274924,2.03e-15,645.3008408,3.25e-05,0.000577294,0.000577294,
18463,9607109,0.034332678,6.83e-05,2.24e-05,0.010439794,0.003725944,0.002930111,4.33e-18,345.7457071,1.65e-05,4.23e-06,4.23e-06,
18466,9607112,0.04066589,5.57e-05,3.15e-05,0.015225643,0.004413254,0.002966286,3.37e-15,553.4567395,2.38e-05,6.62e-05,6.62e-05,
18488,9607136,0.005666558,2.41e-10,9.76e-06,0.001232615,0.000614962,3.62e-05,6.03e-29,44.88333333,0.000106648,1.05e-08,1.05e-08,
18501,9607149,0.042332525,5.83e-05,3.34e-05,0.01709489,0.004594125,0.002785415,2.6e-14,612.5224708,2.12e-05,9.55e-05,9.55e-05,
18513,9607163,0.071331971,0.000145565,3.13e-05,0.014455566,0.007741282,0.006728404,1.12e-14,495.8271769,1.6e-05,5.12e-05,5.12e-05,
18514,9607164,0.028999446,5.47e-05,3.11e-05,0.017846385,0.003147157,0.002025756,7.59e-15,591.2119741,2.22e-05,5.99e-05,5.99e-05,
18536,9607187,0.018332983,5.91e-06,3.92e-05,0.015540218,0.001989582,0.000397916,5.52e-16,582.6539243,4.12e-05,0.000356727,0.000356727,
18550,9607201,0.111997862,0.000171268,3.23e-05,0.017701762,0.012154536,0.008935031,7.74e-15,650.8236624,3.1e-05,0.000283268,0.000283268,
18551,9607202,0.039332582,6.48e-05,2.25e-05,0.009986934,0.004268557,0.003219505,1.01e-17,338.7358308,2.02e-05,4.37e-05,4.37e-05,
18555,9607207,0.052998988,9.55e-05,3.13e-05,0.014738325,0.0057517,0.004594125,1.5e-14,511.4446372,1.73e-05,5.44e-05,5.44e-05,
18570,9607227,0.032666043,6.26e-05,2e-07,0.014598112,0.003545073,0.002966286,2.77e-15,500.999832,2.07e-05,0.000111457,0.000111457,
18572,9607229,0.038665928,5.31e-05,3.58e-05,0.017673064,0.004196209,0.002278976,4e-14,602.8889,2.05e-05,0.000286581,0.000286581,
18576,9607234,0.017333002,5.47e-07,1.16e-05,0.011218829,0.001881059,0.000108523,1.6e-18,398.8244228,0.000196433,8.59e-06,8.59e-06,
18577,9607235,0.087331666,0.000124049,3.42e-05,0.019124518,0.009477644,0.005932571,2.49e-14,713.4716752,4.18e-05,0.000371206,0.000371206,
18581,9607239,0.020332945,2.88e-05,4.64e-06,0.05725285,0.002206627,0.001664014,0.000113009,1868.429559,1.83e-05,0.018573989,0.018573989,
18601,9608017,0.025666177,1.7e-05,3.12e-05,0.017597477,0.002785415,0.001338446,4.4e-15,614.2033467,3.83e-05,0.000455606,0.000455606,
18603,9608019,0.042332525,7.32e-05,3.13e-05,0.0185574,0.004594125,0.003110982,1.36e-14,637.2533189,6.75e-05,0.00015291,0.00015291,
18608,9608024,0.151663771,0.000312771,3.21e-05,0.017940151,0.016459268,0.013854724,1.56e-14,654.3545455,2.51e-05,0.000637692,0.000637692,
18639,9608056,0.005666558,1.63e-06,2.91e-09,0.000561324,0.000614962,0.000361742,4.47e-25,17.66666667,3.92e-05,0.000288423,0.000288423,
18650,9608068,0.014999714,1.26e-07,1.12e-05,0.005118529,0.00162784,7.23e-05,3.53e-24,177.7785714,0.000117603,3.05e-06,3.05e-06,
18675,9608093,0.018332983,4.68e-06,2.26e-05,0.020856276,0.001989582,0.00025322,7.6e-15,712.973779,5.03e-05,0.000367579,0.000367579,
18678,9608096,0.047999084,8.4e-05,3.14e-05,0.016787321,0.005209087,0.003834467,4.32e-15,593.7843756,1.97e-05,0.000102907,0.000102907,
18689,9608107,0.008333174,7.94e-07,1.3e-05,0.009932263,0.000904355,0.000108523,1.01e-18,337.7913864,0.000153352,4.93e-06,4.93e-06,
18690,9608108,0.034666005,4.3e-05,3.27e-05,0.017344801,0.003762118,0.00231515,2.36e-14,616.613921,1.9e-05,2.21e-05,2.21e-05,
18693,9608111,0.05166568,8.51e-05,3.14e-05,0.018746501,0.005607003,0.004196209,5.46e-14,626.8305916,1.81e-05,4.44e-05,4.44e-05,
18698,9608116,0.033666024,6.58e-05,3.12e-05,0.015545516,0.003653596,0.002568369,3.11e-15,525.8995612,1.81e-05,1.61e-05,1.61e-05,
18699,9608117,0.069665337,8.41e-05,3.22e-05,0.021549587,0.007560411,0.004449428,4.82e-14,764.3297619,5.35e-05,0.000435946,0.000435946,
18741,9608163,0.041999198,8.25e-05,3.15e-05,0.014955511,0.004557951,0.003183331,8.35e-16,545.1341715,1.86e-05,5.5e-05,5.5e-05,
18754,9608177,0.03633264,8.78e-05,6.18e-08,0.012288826,0.003942989,0.003798293,2.87e-17,385.8190476,1.61e-05,3.63e-05,3.63e-05,
18757,9608180,0.005999885,1.68e-08,2.37e-10,0.000657221,0.000651136,0.000325568,1.14e-25,27.99094517,0.000117223,0.000120001,0.000120001,
18781,9609007,0.005666558,0.0,6.92e-06,0.003026743,0.000614962,0.0,1.07e-22,100.75,0.000105582,0.0,0.0,
18791,9609017,0.053998969,8.54e-05,3.59e-05,0.021542428,0.005860223,0.003508899,5.73e-14,734.480772,3.46e-05,0.000283449,0.000283449,
18798,9609026,0.06599874,0.000129309,3.68e-05,0.016591489,0.007162495,0.005860223,2.74e-14,573.0536036,1.77e-05,1.67e-05,1.67e-05,
18811,9609041,0.045665795,6.34e-05,3.29e-05,0.016325432,0.004955867,0.00274924,1.76e-15,594.4430915,2.72e-05,0.000251196,0.000251196,
18820,9609052,0.034666005,5.24e-05,3.69e-05,0.016806224,0.003762118,0.002423672,5.31e-14,578.8952342,1.8e-05,8.7e-06,8.7e-06,
18837,9609070,0.039332582,6.31e-05,3.26e-05,0.018761471,0.004268557,0.002930111,3.42e-14,629.9426768,1.87e-05,3.14e-05,3.14e-05,
18838,9609071,0.038665928,4.68e-05,3.16e-05,0.020211428,0.004196209,0.002351324,9.58e-14,682.9287879,2.22e-05,5.73e-05,5.73e-05,
18885,9609122,0.048332411,9.71e-05,3.12e-05,0.016665714,0.005245261,0.004196209,9.33e-15,565.5696581,1.67e-05,4.24e-05,4.24e-05,
18898,9609137,0.008333174,3.5e-07,3e-06,0.013514648,0.000904355,3.62e-05,3.85e-15,457.3556473,0.00010521,0.000439717,0.000439717,
18906,9609145,0.039999236,5.34e-05,3.28e-05,0.014428818,0.004340906,0.002351324,1.22e-15,523.1616968,2.43e-05,2.17e-05,2.17e-05,
18925,9609166,0.010666463,1.22e-06,7.94e-09,0.00358847,0.001157575,0.000325568,4.09e-25,125.468254,9.85e-05,0.000299209,0.000299209,
18933,9609176,0.045332468,4.4e-05,3.19e-05,0.019662511,0.004919693,0.002387498,1.06e-13,698.2858419,4.29e-05,0.000489692,0.000489692,
18946,9609191,0.005999885,1.21e-06,4.29e-06,0.002140354,0.000651136,0.00025322,3.4299999999999995e-24,71.8,3.92e-05,0.000527612,0.000527612,
18947,9609192,0.014666387,1.33e-05,1.15e-07,0.008360266,0.001591665,0.000868181,6.91e-22,270.272619,5.88e-05,0.000468971,0.000468971,
18966,9609212,0.038665928,5.66e-05,3.14e-05,0.017222345,0.004196209,0.002568369,9.17e-15,615.2056488,2.63e-05,4.38e-05,4.38e-05,
18969,9609216,0.004666578,4.62e-06,2.99e-06,0.003117441,0.000506439,0.000144697,8.17e-24,106.1357143,4.05e-05,0.000256049,0.000256049,
18972,9609219,0.038999255,5.11e-05,2.27e-05,0.020898484,0.004232383,0.002604543,9.77e-14,696.9131674,3.03e-05,0.000350993,0.000350993,
18987,9609238,0.030332754,2.45e-05,4.42e-05,0.020162435,0.003291854,0.00094053,1.07e-14,698.229791,4.63e-05,0.00038073,0.00038073,
18988,9609239,0.068998683,0.000123449,3.18e-05,0.019932106,0.007488063,0.005245261,5.13e-14,691.9446193,2.52e-05,0.000111338,0.000111338,
19015,9610026,0.032666043,1.68e-05,2.27e-05,0.053668298,0.003545073,0.001049052,1.05e-05,1889.248583,4.98e-05,0.000530274,0.000530274,
19030,9610043,0.412992115,0.00100572,3.16e-05,0.015910489,0.044819852,0.043372884,5.68e-15,563.5920037,1.82e-05,0.000531404,0.000531404,
19042,9610055,0.002666616,5.87e-07,6.82e-10,0.006120142,0.000289394,0.000180871,3.81e-24,199.0452381,0.000143026,3.19e-05,3.19e-05,
19067,9610082,0.045332468,4.73e-05,3.29e-05,0.023277259,0.004919693,0.002242801,1.19e-13,795.5425685,3.22e-05,0.000312328,0.000312328,
19069,9610084,0.023999542,3.45e-06,2.37e-05,0.018965793,0.002604543,0.000325568,2.65e-15,664.371115,0.000128743,2.38e-05,2.38e-05,
19088,9610105,0.038665928,4.45e-05,3.54e-06,0.021985286,0.004196209,0.002423672,6.38e-14,746.1331169,3.21e-05,7.93e-05,7.93e-05,
19089,9610106,0.016999675,4.19e-06,3.1e-05,0.017025701,0.001844885,0.000289394,1.66e-14,595.1285687,0.000148307,0.000500786,0.000500786,
19121,9610140,0.048999064,0.000104048,3.15e-05,0.013305703,0.00531761,0.003870641,9.65e-16,509.2412777,2e-05,6.66e-05,6.66e-05,
19129,9610148,0.06933201,0.000127589,2.47e-05,0.021535182,0.007524237,0.005498481,5.34e-14,738.2574315,3.56e-05,0.000771186,0.000771186,
19132,9610151,0.025999504,5.89e-05,3.25e-06,0.015361661,0.002821589,0.002025756,1.74e-15,537.2798104,2.26e-05,1.77e-05,1.77e-05,
19152,9610172,0.0593322,8.96e-05,3.77e-05,0.018270096,0.00643901,0.004087686,1.15e-13,658.7591841,2.65e-05,0.000194535,0.000194535,
19170,9610191,0.022999561,4.47e-06,2.74e-08,0.003311006,0.002496021,0.001483143,3.32e-25,121.3634921,6.15e-05,0.00044185,0.00044185,
19172,9610193,0.022332907,7.34e-06,0.0,0.0,0.002423672,0.002423672,1.76e-38,0.0,1.55e-05,0.0,0.0,
19182,9610204,0.022666234,2.05e-05,3.26e-05,0.052942894,0.002459847,0.000976704,1.14e-05,1787.306988,2.41e-05,0.00203316,0.00203316,
19210,9610234,0.060998835,0.000125255,3.13e-05,0.015568633,0.006619881,0.005462306,7.1e-15,530.9456557,1.92e-05,7.27e-05,7.27e-05,
19212,9610236,0.042332525,8.22e-05,3.13e-05,0.018647452,0.004594125,0.003581247,2.48e-14,610.7744949,1.69e-05,2.87e-05,2.87e-05,
19214,9610238,0.039999236,4.9e-05,3.57e-05,0.021365183,0.004340906,0.00231515,4.69e-14,725.2437229,3e-05,6.97e-05,6.97e-05,
19222,9610249,0.063998778,0.000127121,3.16e-05,0.019765198,0.006945449,0.005570829,2.69e-14,660.7297786,2.13e-05,0.00018265,0.00018265,
19233,9611008,0.041332544,8.05e-05,2.39e-05,0.019379471,0.004485603,0.003581247,3.4e-14,636.1425741,1.73e-05,4.22e-05,4.22e-05,
19241,9611016,0.023999542,2.31e-05,3.26e-05,0.052926467,0.002604543,0.001193749,1.14e-05,1785.25302,2.05e-05,0.00650435,0.00650435,
19267,9611042,0.102998033,0.000220216,3.32e-05,0.019451603,0.011177832,0.009586167,4.29e-14,662.6711289,1.91e-05,0.000213318,0.000213318,
19272,9611047,0.050999026,8.14e-05,3.37e-05,0.022264186,0.005534655,0.003400376,8.21e-14,753.7992063,2.64e-05,0.000146128,0.000146128,
19275,9611050,0.265661594,0.000588226,3.83e-05,0.023392151,0.028830849,0.025358125,1.51e-13,809.2511905,2.8e-05,0.002163806,0.002163806,
19288,9611063,0.037999274,5.42e-05,3.29e-05,0.020591615,0.004123861,0.002387498,8.96e-14,686.3465729,2.25e-05,0.000139098,0.000139098,
19290,9611065,0.038665928,5.28e-05,3.69e-05,0.02128009,0.004196209,0.002713066,5.66e-14,705.3362554,2.02e-05,0.0002354,0.0002354,
19299,9611074,0.013999733,3.54e-05,4.49e-06,0.057030333,0.001519317,0.001266098,0.000123483,1839.783924,1.66e-05,0.001022859,0.001022859,
19300,9611075,0.024332869,5.22e-05,2.23e-05,0.057982632,0.002640718,0.001772537,0.000124453,1932.501709,1.86e-05,0.001103754,0.001103754,
19314,9611090,0.035999313,6.34e-05,2.88e-07,0.021581586,0.003906815,0.002893937,3.36e-13,707.5215368,2.85e-05,0.00020644,0.00020644,
19324,9611100,0.043332506,6.84e-05,3.67e-05,0.019017477,0.004702648,0.003400376,3.41e-14,619.3557914,2.05e-05,9.13e-05,9.13e-05,
19347,9611123,0.022332907,1.08e-05,3.27e-05,0.052931805,0.002423672,0.000795833,1.25e-05,1788.939131,2.57e-05,0.001789862,0.001789862,
19356,9611132,0.005666558,1.42e-06,1.4e-06,0.046874778,0.000614962,0.000180871,1.05e-06,1480.452885,3.72e-05,0.003086247,0.003086247,
19357,9611133,0.006999866,6.03e-06,4.48e-06,0.051455678,0.000759659,0.000397916,1.24e-05,1632.466873,5.13e-05,0.00039147,0.00039147,
19361,9611137,0.074998568,0.000107503,3.23e-05,0.019396906,0.008139198,0.005028216,2.9e-14,713.9440754,3.87e-05,0.000230662,0.000230662,
19382,9611159,0.078665165,0.000157435,3.17e-05,0.02094593,0.008537115,0.006728404,8.66e-14,711.4987013,2.53e-05,0.000205908,0.000205908,
19387,9611164,0.036665967,5.48e-05,3.26e-05,0.017183379,0.003979164,0.003074808,2.4e-14,566.9498585,1.56e-05,2.31e-06,2.31e-06,
19396,9611173,0.082331761,0.000183455,3.13e-05,0.018967739,0.008935031,0.007741282,5.89e-14,629.1772422,1.7e-05,3.9e-05,3.9e-05,
19397,9611174,0.044999141,7.44e-05,3.73e-05,0.023425856,0.004883519,0.002857763,1.32e-13,793.6960317,2.61e-05,0.000140153,0.000140153,
19413,9611190,0.092664897,7.17e-05,3.4e-05,0.050658392,0.010056432,0.003291854,3.28e-06,2002.864468,0.000131834,0.005381399,0.005381399,
19425,9611202,0.073998587,0.000150394,3.3e-05,0.018823893,0.008030676,0.006656056,4.27e-14,631.9789266,1.88e-05,3.27e-05,3.27e-05,
19426,9611203,0.067998702,6.87e-05,3.97e-05,0.026524746,0.00737954,0.003364202,2.85e-13,910.6760101,5.84e-05,0.000557528,0.000557528,
19430,9611207,0.002999943,2.35e-06,9.44e-10,0.011555964,0.000325568,0.000144697,1.12e-17,361.9627345,5.33e-05,0.000417419,0.000417419,
19436,9611213,0.040332563,9.14e-05,2.37e-05,0.009260635,0.00437708,0.00368977,1.76e-18,298.2658369,1.73e-05,4.3e-05,4.3e-05,
19438,9611215,0.038999255,5.81e-05,3.71e-05,0.021882031,0.004232383,0.002785415,1.41e-13,725.4551948,1.81e-05,7.32e-05,7.32e-05,
19451,9611230,0.159996945,0.000398569,3.26e-05,0.018717447,0.017363623,0.015844306,9.1e-14,623.5928405,2.08e-05,0.00026647,0.00026647,
19464,9612005,0.013999733,8.53e-07,8.51e-06,0.012889323,0.001519317,0.000217045,2.6e-16,445.7467412,0.000175454,0.000215281,0.000215281,
