,Unnamed: 0,Id,Katz-Centrality,Authorities-Score,Betweenness-Centrality,Closeness-Centrality,Degree-Centrality,Degree-Prestige,EigenVector-centrality,Harmonic-Centrality,Hub-Score,Load-centrality,Page-Rank,Percolation-Centrality,Hybrid-Centrality,score
13208,13208,0.968903045,0.002166804,5.75e-05,6.66e-05,0.001044731,0.010324821,0.010309267,2.1099999999999998e-89,0.441298577,2.68e-05,6.66e-05,0.000999619,6.66e-05,0.000244061,0.0
13213,13213,0.000310555,0.024193819,0.000245591,2.36e-05,0.048050143,0.011799745,0.001472424,3.05e-67,0.042108312,5.76e-05,2.36e-05,0.042570955,2.36e-05,0.008281501,0.022399492
13214,13214,0.99978802,0.0,1.18e-18,0.0,0.0,0.001475253,0.002945505,0.0,0.002462353,0.003202198,0.0,0.0,0.0,0.003202198,0.0
13220,13220,0.968904054,0.0,1.18e-18,0.0,0.0,0.069321832,0.070692185,0.0,0.091062525,0.085535564,0.0,0.0,0.0,0.085535564,0.011200995
13221,13221,0.968904155,0.0,1.18e-18,0.0,0.0,0.045723023,0.047128123,0.0,0.035914148,0.026360107,0.0,0.0,0.0,0.026360107,0.0
13225,13225,0.999682988,0.009317249,5.13e-07,3.49e-05,0.005120332,0.013274669,0.008836514,4.59e-87,0.148887907,5.9e-06,3.55e-05,0.005118047,3.49e-05,0.001003098,0.0
13227,13227,0.968904659,0.002166804,3.84e-08,0.0,0.001044731,0.0,0.0,2.1099999999999998e-89,0.503170777,1.01e-19,0.0,0.001119573,0.0,0.000216052,0.0
13233,13233,0.968905366,0.0,1.18e-18,0.0,0.0,0.02064929,0.022091309,0.0,0.002607198,0.031325674,0.0,0.0,0.0,0.031325674,0.0
13238,13238,0.968905769,0.0,1.18e-18,0.0,0.0,0.005900025,0.007363762,0.0,0.549093157,0.002530894,0.0,0.0,0.0,0.002530894,0.0
13250,13250,0.959534135,0.0,1.18e-18,0.0,0.0,0.001475253,0.002945505,0.0,0.549093157,3.11e-05,0.0,0.0,0.0,3.11e-05,0.011200995
13254,13254,0.968907283,0.002600163,1.69e-09,9.99e-06,0.001880932,0.001475253,0.001472424,3.03e-87,0.486255876,1.82e-09,9.99e-06,0.003598627,9.99e-06,0.000694453,0.0
13257,13257,0.000314591,0.0,1.18e-18,0.0,0.0,0.010324821,0.011782043,0.0,0.0,0.012778621,0.0,0.0,0.0,0.012778621,0.011200995
13258,13258,0.999792156,0.0,1.18e-18,0.0,0.0,0.002950177,0.004418257,0.0,0.001738132,0.000150465,0.0,0.0,0.0,0.000150465,0.0
13265,13265,0.968907989,0.0,1.18e-18,0.0,0.0,0.060472288,0.061855671,0.0,0.003765952,0.086099383,0.0,0.0,0.0,0.086099383,0.022399492
13267,13267,0.999485435,0.002166804,1.21e-18,0.0,0.001044731,0.001475253,0.001472424,2.1099999999999998e-89,0.049993047,1.01e-19,0.0,0.004398322,0.0,0.000848775,0.0
13270,13270,0.999792963,0.0,1.18e-18,0.0,0.0,0.017699441,0.019145805,0.0,0.000869066,0.019878318,0.0,0.0,0.0,0.019878318,0.078392159
13272,13272,0.999793064,0.0,1.18e-18,0.0,0.0,0.0,0.001472424,0.0,0.354214766,0.000593371,0.0,0.0,0.0,0.000593371,0.011200995
13277,13277,0.00011381,0.004333608,1.92e-08,3.32e-06,0.002089929,0.002950177,0.001472424,4.2399999999999996e-89,0.581333961,2.38e-07,3.33e-06,0.010955819,3.32e-06,0.002114222,0.0
13278,13278,0.020686708,0.0,1.18e-18,0.0,0.0,0.026548986,0.027982319,0.0,0.134488732,0.032057781,0.0,0.0,0.0,0.032057781,0.078392159
13290,13290,0.999794174,0.004333608,1.99e-10,1.66e-05,0.002089929,0.002950177,0.001472424,4.2399999999999996e-89,0.012166923,5.45e-07,1.66e-05,0.006557498,1.66e-05,0.001273163,0.0
13295,13295,0.968909906,0.018111049,0.000157243,9.31e-05,0.015679489,0.010324821,0.001472424,7.090000000000001e-47,0.012311767,1.02e-19,9.32e-05,0.067204755,9.31e-05,0.013003084,0.011200995
13296,13296,0.968910108,0.008379404,2.65e-07,0.0,0.030930971,0.002950177,0.0,4.67e-72,0.498817153,1.01e-19,0.0,0.022151547,0.0,0.004274741,0.0
13298,13298,0.96891031,0.012723462,0.00059439,0.000914406,0.005689261,0.030973782,0.025036814,5.45e-84,0.001303599,0.004452212,0.001070635,0.004078444,0.000914406,0.005602689,0.022399492
13304,13304,0.00031792,0.004398613,1.18e-18,0.0,0.006269786,0.0,0.0,2.26e-85,0.000869066,1.01e-19,0.0,0.048452311,0.0,0.009350186,0.0
13306,13306,0.000318021,0.035159055,0.001032077,0.014495648,0.307593319,0.013274669,0.001472424,1.5e-12,0.003476264,1.01e-19,0.014499944,0.062046323,0.014495648,0.017282223,0.100789154
13313,13313,0.968911218,0.0,1.18e-18,0.0,0.0,0.005900025,0.007363762,0.0,0.472794373,9.36e-20,0.0,0.0,0.0,0.0,0.17917864
13315,13315,0.968911621,0.0,1.18e-18,0.0,0.0,0.004425101,0.00589101,0.0,0.578497453,0.000409727,0.0,0.0,0.0,0.000409727,0.0
13325,13325,0.968912227,0.028809705,1.14e-18,0.0,0.140656733,0.001475253,0.0,1.5499999999999998e-40,0.0,1.01e-19,0.0,0.076693934,0.0,0.014800172,0.011200995
13331,13331,0.968912529,0.010754056,1.38e-10,0.0,0.008061168,0.004425101,0.0,7.66e-83,0.005895164,1.01e-19,0.0,0.047106424,0.0,0.009090461,0.022399492
13335,13335,0.968913135,0.0,1.18e-18,0.0,0.0,0.097345437,0.098674528,0.0,0.044713518,0.115820871,0.0,0.0,0.0,0.115820871,0.223972629
13343,13343,0.968913841,0.016820995,3.84e-06,0.000354806,0.056465637,0.008849873,0.001472424,4.96e-62,0.000869066,0.000125001,0.000354911,0.035772749,0.000354806,0.007158262,0.033597989
13345,13345,0.010496916,0.0,1.18e-18,0.0,0.0,0.038348402,0.039764361,0.0,0.001303599,0.05555736,0.0,0.0,0.0,0.05555736,0.235171308
13352,13352,0.968914648,0.086191,8.73e-14,0.0,0.597000892,0.0,0.0,2.95e-08,0.001738132,1.01e-19,0.0,0.031155711,0.0,0.006012339,0.044796486
13356,13356,0.00011502,0.004596248,1.15e-18,1.66e-06,0.002089929,0.002950177,0.001472424,2.4799999999999997e-48,0.064596897,1.01e-19,1.66e-06,0.061056701,1.66e-06,0.011783162,0.17917864
13359,13359,0.010497118,0.002626425,1.17e-18,0.0,0.001394084,0.001475253,0.001472424,2.4799999999999997e-48,0.004779862,1.01e-19,0.0,0.063520561,0.0,0.012258013,0.134384645
13360,13360,0.979709507,0.0,1.18e-18,0.0,0.0,0.008849873,0.010309267,0.0,0.004200485,0.011842113,0.0,0.0,0.0,0.011842113,0.033597989
13379,13379,0.959429608,0.002383488,1.04e-11,0.0,0.001394084,0.0,0.0,1.52e-87,0.505259079,1.01e-19,0.0,0.002239146,0.0,0.000432104,0.0
13400,13400,0.978785712,0.008034333,1.14e-18,0.0,0.011047719,0.001475253,0.0,1.66e-74,0.0,1.01e-19,0.0,0.055995832,0.0,0.010805913,0.0
13408,13408,0.010194231,0.012267476,1.17e-18,0.0,0.236513486,0.0,0.0,8.739999999999999e-30,0.000869066,1.01e-19,0.0,0.046406691,0.0,0.008955428,0.0
13412,13412,0.978787629,0.020039462,1.41e-10,0.0,0.356221741,0.0,0.0,3.21e-30,0.000869066,1.01e-19,0.0,0.012555209,0.0,0.002422868,0.291163793
13416,13416,0.978788739,0.0,1.18e-18,0.0,0.0,0.008849873,0.010309267,0.0,0.0,0.021204491,0.0,0.0,0.0,0.021204491,0.0
13423,13423,0.97878995,0.012328058,3.81e-05,0.015759804,0.007810682,0.011799745,0.00589101,3.52e-81,0.0,0.000412813,0.015848776,0.052735876,0.015759804,0.016376734,0.235171308
13430,13430,0.959430113,0.007960833,1.06e-18,0.0,0.00702314,0.002950177,0.0,1.04e-83,0.006517994,1.01e-19,0.0,0.051517141,0.0,0.009941628,0.111987651
13433,13433,0.978791867,0.0,1.18e-18,0.0,0.0,0.0,0.001472424,0.0,0.705954406,6.2e-07,0.0,0.0,0.0,0.0,0.41434745
13435,13435,0.978792069,0.0,1.18e-18,0.0,0.0,0.019174366,0.020618557,0.0,0.0,0.013068516,0.0,0.0,0.0,0.013068516,0.089590656
13444,13444,0.99916358,0.006850466,5.12e-17,0.0,0.289359795,0.0,0.0,3.62e-12,0.020724118,1.01e-19,0.0,0.014474477,0.0,0.002793242,0.0
13445,13445,0.978792977,0.010823323,1.25e-18,0.0,0.043022373,0.002950177,0.0,8.13e-65,0.034274304,1.01e-19,0.0,0.085082732,0.0,0.016419018,0.0
13450,13450,0.999164186,0.003198896,1.17e-18,0.0,0.005921465,0.0,0.0,3.39e-81,0.409059303,1.01e-19,0.0,0.009916216,0.0,0.001913603,0.111987651
13451,13451,0.999164287,0.020347281,0.000226409,0.074805973,0.253704093,0.004425101,0.002945505,2.9100000000000002e-37,0.0,0.003649734,0.075087368,0.05463755,0.074805973,0.041636982,0.0
13453,13453,0.030571494,0.0,1.18e-18,0.0,0.0,0.014749593,0.0162003,0.0,0.000869066,0.006990822,0.0,0.0,0.0,0.006990822,0.291163793
13455,13455,0.999164488,0.016123933,5.04e-17,0.0,0.50254348,0.0,0.0,0.000626919,0.023043006,1.01e-19,0.0,0.006677452,0.0,0.001288595,0.055994983
13458,13458,0.99916469,0.0,1.18e-18,0.0,0.0,0.0,0.001472424,0.0,0.770850259,3.16e-06,0.0,0.0,0.0,3.16e-06,0.145583149
13465,13465,0.978794389,0.0,1.18e-18,0.0,0.0,0.112094678,0.113402051,0.0,0.046365225,0.068746326,0.0,0.0,0.0,0.068746326,0.167980143
13466,13466,0.97879449,0.008111657,1.13e-18,0.0,0.006400411,0.002950177,0.0,2.03e-81,0.858238839,1.01e-19,0.0,0.044640165,0.0,0.008614529,0.022399492
13469,13469,0.030572503,0.002166804,1.18e-18,4.97e-06,0.001044731,0.002950177,0.002945505,2.1099999999999998e-89,0.675849016,1.02e-19,4.97e-06,0.008756658,4.97e-06,0.001689835,0.0
13471,13471,0.999165497,0.010215373,2.13e-18,0.0,0.403768333,0.0,0.0,0.000321665,0.0,1.01e-19,0.0,0.001279512,0.0,0.000246916,0.022399492
13479,13479,0.030573108,0.014815931,2.43e-07,0.0,0.468272447,0.0,0.0,1.99e-10,0.001738132,1.01e-19,0.0,0.005038077,0.0,0.000972234,0.0
13482,13482,0.978795499,0.022318054,1.41e-18,1.83e-05,0.010536732,0.014749593,0.001472424,4.73e-87,0.009371427,1.01e-19,1.83e-05,0.046830929,1.83e-05,0.00904401,0.167980143
13485,13485,0.010202807,0.0,1.18e-18,0.0,0.0,0.0,0.001472424,0.0,0.60142775,1.06e-19,0.0,0.0,0.0,0.0,0.011200995
13492,13492,0.999166809,0.00546457,1.26e-18,0.0,0.223808305,0.0,0.0,3.49e-35,0.455704801,1.01e-19,0.0,0.010595957,0.0,0.002044777,0.111987651
13495,13495,0.978796306,0.0,1.18e-18,0.0,0.0,0.004425101,0.00589101,0.0,0.653366074,0.002716081,0.0,0.0,0.0,0.002716081,0.100789154
13496,13496,0.999167011,0.022481891,1.13e-18,0.0,0.52280232,0.002950177,0.0,3.01e-10,0.0,1.01e-19,0.0,0.064888838,0.0,0.012522059,0.111987651
13503,13503,0.999167414,0.0,1.18e-18,0.0,0.0,0.007374949,0.008836514,0.0,0.746349072,0.005617349,0.0,0.0,0.0,0.005617349,0.055994983
13506,13506,0.978797113,0.006717086,0.000132657,1.16e-05,0.003134893,0.004425101,0.001472424,1.57e-87,0.832575897,4.27e-06,1.16e-05,0.014834339,1.16e-05,0.002870404,0.078392159
13517,13517,0.999168524,0.090691263,6.3e-13,0.0,0.591497021,0.0,0.0,6.69e-09,0.687852033,1.01e-19,0.0,0.001999237,0.0,0.000385807,0.0
13520,13520,0.999168726,0.013465541,1.51e-18,0.0,0.271524965,0.0,0.0,8.739999999999999e-30,0.670116154,1.01e-19,0.0,0.011115758,0.0,0.002145087,0.235171308
13521,13521,0.999168827,0.011815657,1.35e-18,0.0,0.529078976,0.0,0.0,0.000501579,0.003765952,1.01e-19,0.0,0.007956964,0.0,0.001535512,0.011200995
13522,13522,0.998978236,0.0,1.18e-18,0.0,0.0,0.013274669,0.014727547,0.0,0.508839686,0.008533201,0.0,0.0,0.0,0.008533201,0.055994983
13526,13526,0.999169029,0.002166804,1.18e-18,0.0,0.001044731,0.0,0.0,2.1099999999999998e-89,0.488019032,1.01e-19,0.0,0.008756658,0.0,0.001689835,0.011200995
13529,13529,0.99916913,0.008312396,8.56e-14,0.0,0.344538566,0.0,0.0,0.000266501,0.163008103,1.01e-19,0.0,0.000879664,0.0,0.000169755,0.268766799
13533,13533,0.999169432,0.007296724,1.61e-18,0.0,0.005351487,0.002950177,0.0,1.94e-81,0.591636564,1.01e-19,0.0,0.020792066,0.0,0.004012392,0.0
13535,13535,0.999169634,0.006738755,1.74e-07,1.83e-05,0.003265518,0.004425101,0.001472424,7.21e-86,0.564107889,1.89e-06,1.83e-05,0.011875468,1.83e-05,0.00229941,0.033597989
13537,13537,0.020490366,0.0,1.18e-18,0.0,0.0,0.016224517,0.017673052,0.0,0.000869066,0.002847255,0.0,0.0,0.0,0.002847255,0.033597989
13538,13538,0.978799131,0.019911872,2.04e-16,0.0,0.372603878,0.001475253,0.0,1.75e-11,0.0,1.01e-19,0.0,0.043900048,0.0,0.008471704,0.0
13540,13540,0.030577144,0.0,1.18e-18,0.0,0.0,0.007374949,0.008836514,0.0,0.0,0.008769469,0.0,0.0,0.0,0.008769469,0.0
13542,13542,0.030577245,0.00453839,2.08e-19,0.0,0.118073899,0.0,0.0,4.76e-40,0.773629633,1.01e-19,0.0,0.00075971,0.0,0.000146607,0.06719348
13544,13544,0.030577346,0.017941289,1.17e-18,0.0,0.230421271,0.0,0.0,1.2e-36,0.528185184,1.01e-19,0.0,0.03121129,0.0,0.006023064,0.022399492
13547,13547,0.978799636,0.0,1.18e-18,0.0,0.0,0.002950177,0.004418257,0.0,0.341072261,0.005787104,0.0,0.0,0.0,0.005787104,0.0
13548,13548,0.978799737,0.0,1.18e-18,0.0,0.0,0.014749593,0.0162003,0.0,0.0,0.009833834,0.0,0.0,0.0,0.009833834,0.235171308
13549,13549,0.999170441,0.002166804,1.19e-06,8.3e-06,0.001044731,0.002950177,0.002945505,2.1099999999999998e-89,0.586538399,3.23e-06,8.3e-06,0.002199161,8.3e-06,0.000432104,0.190377137
13551,13551,0.999170643,0.0,1.18e-18,0.0,0.0,0.017699441,0.019145805,0.0,0.000869066,0.026348146,0.0,0.0,0.0,0.026348146,0.123186148
13552,13552,0.010207146,0.004333608,6.11e-06,6.66e-06,0.002089929,0.005900025,0.004418257,4.2399999999999996e-89,0.719032429,0.000131174,6.66e-06,0.004678215,6.66e-06,0.001033963,0.0
13553,13553,0.03057785,0.030335217,0.083294833,0.003539635,0.014629517,0.026548986,0.007363762,2.95e-88,0.0,0.003503127,0.003591265,0.009516369,0.003539635,0.006645139,0.0
13559,13559,0.978800443,0.017681439,2.95e-18,0.0,0.528586389,0.0,0.0,1.51e-10,0.000869066,1.01e-19,0.0,0.003278749,0.0,0.000632723,0.044796486
13564,13564,0.999171349,0.0,1.18e-18,0.0,0.0,0.0,0.001472424,0.0,0.642299858,1.01e-19,0.0,0.0,0.0,0.0,0.06719348
13568,13568,0.999171551,0.009100565,5.57e-08,6.66e-06,0.004179857,0.005900025,0.001472424,3.09e-87,0.349069599,1.01e-19,6.66e-06,0.025270357,6.66e-06,0.0048766,0.078392159
13569,13569,0.030578758,0.010715142,1.01e-18,0.0,0.052001374,0.004425101,0.0,1.4e-44,0.006517994,1.01e-19,0.0,0.049761011,0.0,0.009602735,0.223972629
13572,13572,0.999171854,0.003904454,1.18e-18,0.0,0.015763517,0.0,0.0,6.46e-76,0.304783817,1.01e-19,0.0,0.070961721,0.0,0.013693987,0.111987651
13573,13573,0.030579061,0.008926212,2.59e-08,0.000102818,0.008530332,0.004425101,0.001472424,4.9399999999999995e-48,0.006083461,5.47e-07,0.000102005,0.038874366,0.000102818,0.007539903,0.167980143
13574,13574,0.97880125,0.031569367,0.00356634,0.028864881,0.09855424,0.016224517,0.008836514,1.8700000000000001e-59,0.0,0.002392003,0.028999887,0.014154599,0.028864881,0.015717776,0.0
13575,13575,0.010208558,0.021113629,1.37e-18,0.0,0.498708883,0.0,0.0,8.11e-24,0.013818148,1.01e-19,0.0,0.007876994,0.0,0.001520079,0.033597989
13577,13577,0.978801452,0.057627525,8.7e-14,0.0,0.628302826,0.0,0.0,8.66e-09,0.005764804,1.01e-19,0.0,0.012995041,0.0,0.002507745,0.0
13580,13580,0.001009253,0.0,1.18e-18,0.0,0.0,0.008849873,0.010309267,0.0,0.555644801,1.67e-05,0.0,0.0,0.0,1.67e-05,0.0
13582,13582,0.010208962,0.0150715,5.51e-07,0.000101975,0.038559773,0.007374949,0.002945505,1.52e-68,0.000869066,1.05e-19,0.000102427,0.087600172,0.000101975,0.01694225,0.134384645
13586,13586,0.99917256,0.002166804,1.19e-18,3.32e-06,0.001044731,0.002950177,0.002945505,2.1099999999999998e-89,0.625322777,1.01e-19,3.33e-06,0.008756658,3.32e-06,0.001689835,0.0
13589,13589,0.999172661,0.011841321,1.14e-18,0.0,0.2105395,0.002950177,0.0,6.1e-36,0.0,1.01e-19,0.0,0.036497273,0.0,0.007043138,0.011200995
13591,13591,0.010209466,0.00803737,7.24e-08,0.001736107,0.173371084,0.001475253,0.001472424,2.3999999999999997e-38,0.800508964,1.01e-19,0.001736621,0.01239527,0.001736107,0.003027813,0.694310074
13599,13599,0.969603156,0.010161653,1.19e-18,0.0,0.306756336,0.0,0.0,6.79e-35,0.002607198,1.01e-19,0.0,0.069709399,0.0,0.013452317,0.0
13600,13600,0.001010363,0.01612957,5.73e-11,0.000146221,0.009365984,0.008849873,0.001472424,6.260000000000001e-79,0.008763081,3.44e-06,0.000146264,0.081089856,0.000146221,0.015705507,0.436744444
13607,13607,0.969603559,0.0,1.18e-18,0.0,0.0,0.005900025,0.007363762,0.0,0.645260216,0.007869536,0.0,0.0,0.0,0.007869536,0.391950456
13608,13608,0.010210374,0.009122233,0.000451196,1.83e-05,0.004354018,0.010324821,0.00589101,7.36e-86,0.562547484,4.18e-05,1.83e-05,0.006277604,1.83e-05,0.001257731,0.347156286
13609,13609,0.999173972,0.01305013,3.81e-07,0.000112931,0.020561362,0.004425101,0.001472424,8.01e-75,0.009270036,1.01e-19,0.000112965,0.034054605,0.000112931,0.006613117,0.246369805
13616,13616,0.969604266,0.013737768,0.000786216,0.005815115,0.065093572,0.008849873,0.004418257,1.02e-46,0.563139715,0.003788624,0.005943291,0.006837391,0.005815115,0.007260887,0.0
13617,13617,0.030581785,0.0,1.18e-18,0.0,0.0,0.0,0.001472424,0.0,0.831858686,4.78e-07,0.0,0.0,0.0,0.0,0.033597989
13618,13618,0.001011473,0.002166804,1.19e-18,0.0,0.001044731,0.0,0.0,2.1099999999999998e-89,0.736661517,1.01e-19,0.0,0.008756658,0.0,0.001689835,0.0
13620,13620,0.969604467,0.005512558,1.18e-18,0.0,0.004458524,0.001475253,0.0,7.88e-83,0.001738132,1.01e-19,0.0,0.044425847,0.0,0.008573171,0.033597989
13621,13621,0.999174881,0.013007306,8.4e-06,2.22e-06,0.005805363,0.008849873,0.002945505,8.13e-84,0.54136446,3.3e-05,2.22e-06,0.008596719,2.22e-06,0.001689835,0.0
13623,13623,0.999175082,0.094944082,0.188246533,0.019636547,0.188585717,0.057522439,0.007363762,3.54e-38,0.0,0.005771672,0.020063876,0.02007234,0.019636547,0.016913777,0.0
13624,13624,0.96960477,0.069305464,0.007105661,0.046096162,0.133667197,0.029498834,0.013254795,9.45e-39,0.001303599,0.003209914,0.045959342,0.016593668,0.046096162,0.023266243,0.0
13625,13625,0.030582289,0.087489263,0.139500345,0.001066104,0.138606597,0.041298251,0.002945505,5.120000000000001e-47,0.023556859,0.001242298,0.001070635,0.017473332,0.001066104,0.00500546,0.212774131
13628,13628,0.03058239,0.019080756,0.032111646,0.000369555,0.103744243,0.014749593,0.008836514,4.4699999999999995e-42,0.694161061,0.003981528,0.000434155,0.001719344,0.000369555,0.004460469,0.033597989
13630,13630,0.969604972,0.002383488,1.25e-18,0.0,0.001394084,0.0,0.0,1.52e-87,0.373889905,1.01e-19,0.0,0.002319115,0.0,0.000447536,0.011200995
13631,13631,0.999175385,0.043122308,0.00067004,0.00078799,0.077532796,0.008849873,0.001472424,7.86e-43,0.020249235,5.9e-07,0.00084302,0.055088178,0.00078799,0.010929988,0.324759292
13632,13632,0.969605174,0.0,1.18e-18,0.0,0.0,0.017699441,0.019145805,0.0,0.0,0.006481557,0.0,0.0,0.0,0.006481557,0.011200995
13633,13633,0.999175587,0.0,1.18e-18,0.0,0.0,0.017699441,0.019145805,0.0,0.001303599,0.008591612,0.0,0.0,0.0,0.008591612,0.0
13635,13635,0.969605375,0.05270233,0.242131493,0.141297597,0.213924846,0.032448706,0.008836514,1.31e-39,0.068646205,0.006743906,0.141533361,0.025670204,0.141297597,0.063480215,0.100789154
13638,13638,0.969605476,0.0,1.18e-18,0.0,0.0,0.0,0.001472424,0.0,0.409835633,1.02e-19,0.0,0.0,0.0,0.0,0.033597989
13639,13639,0.999175889,0.020930364,9.33e-16,0.0,0.532725505,0.0,0.0,9.59e-10,0.0,1.01e-19,0.0,0.004438306,0.0,0.000856491,0.167980143
13640,13640,0.969605577,0.023118039,0.000996954,0.0,0.009726217,0.011799745,0.0,1.61e-82,0.426165153,1.01e-19,0.0,0.006717437,0.0,0.001296311,0.0
13645,13645,0.999176192,0.047294631,0.002647737,0.007500655,0.104328893,0.029498834,0.014727547,3.68e-45,0.002607198,1.33e-19,0.007418576,0.056176163,0.007500655,0.013572226,0.111987651
13648,13648,0.96960588,0.006850466,5.12e-17,0.0,0.289359795,0.0,0.0,3.62e-12,0.425589735,1.01e-19,0.0,0.014474477,0.0,0.002793242,0.033597989
13651,13651,0.999176596,0.019674136,0.000372845,0.000146221,0.013051956,0.011799745,0.002945505,1.84e-76,0.8573704,1.01e-19,0.000146264,0.03584872,0.000146221,0.006971532,0.190377137
13652,13652,0.979190604,0.0,1.18e-18,0.0,0.0,0.014749593,0.0162003,0.0,0.0,0.024642108,0.0,0.0,0.0,0.024642108,0.089590656
13653,13653,0.999176697,0.0,1.18e-18,0.0,0.0,0.019174366,0.020618557,0.0,0.520015465,0.015639766,0.0,0.0,0.0,0.015639766,0.727905747
13655,13655,0.999176798,0.0,1.18e-18,0.0,0.0,0.005900025,0.007363762,0.0,0.220547211,0.011822746,0.0,0.0,0.0,0.011822746,0.0
13662,13662,0.969606687,0.023750381,0.001367097,0.000229655,0.011281369,0.02064929,0.008836514,3.6400000000000004e-80,0.074392041,1.13e-19,0.000229723,0.066340285,0.000229655,0.012886261,0.044796486
13664,13664,0.9991771,0.008389854,3.03e-05,0.007289963,0.00683978,0.004425101,0.001472424,5.45e-84,0.497768205,6.45e-06,0.007292123,0.004478291,0.007289963,0.003541708,0.425545947
13670,13670,0.03058461,0.0,1.18e-18,0.0,0.0,0.001475253,0.002945505,0.0,0.44407509,1.81e-07,0.0,0.0,0.0,0.0,0.0
13674,13674,0.969607292,0.003254183,1.02e-16,0.0,0.111754737,0.0,0.0,7.819999999999999e-41,0.705762372,1.01e-19,0.0,0.001279512,0.0,0.000246916,0.06719348
13675,13675,0.030584812,0.0,1.18e-18,0.0,0.0,0.02064929,0.022091309,0.0,0.002896886,0.022294318,0.0,0.0,0.0,0.022294318,0.246369805
13678,13678,0.999177806,0.0,1.18e-18,0.0,0.0,0.041298251,0.042709866,0.0,0.108292853,0.036367168,0.0,0.0,0.0,0.036367168,0.0
13680,13680,0.999177907,0.005490139,1.07e-09,9.99e-06,0.018356497,0.002950177,0.001472424,3.6000000000000005e-64,0.000869066,2.32e-08,9.99e-06,0.040532533,9.99e-06,0.007825554,0.011200995
13681,13681,0.030585114,0.0,1.18e-18,0.0,0.0,0.0,0.001472424,0.0,0.757669734,0.000956801,0.0,0.0,0.0,0.000956801,0.0
13682,13682,0.999178008,0.0,1.18e-18,0.0,0.0,0.017699441,0.019145805,0.0,0.113274463,0.00873058,0.0,0.0,0.0,0.00873058,0.335957789
13684,13684,0.969607797,0.048896092,0.001469764,0.004677375,0.064053582,0.025074062,0.004418257,2.6999999999999997e-42,0.038411699,0.001450634,0.004678761,0.069085637,0.004677375,0.016495563,0.100789154
13692,13692,0.9696081,0.065783876,1.52e-16,0.0,0.7439424,0.0,0.0,4.53e-05,0.000869066,1.01e-19,0.0,0.031533567,0.0,0.006085256,0.011200995
13698,13698,0.969608402,0.0,1.18e-18,0.0,0.0,0.03392363,0.035346104,0.0,0.10853633,0.034762365,0.0,0.0,0.0,0.034762365,0.011200995
13699,13699,0.001015609,0.017881542,1.25e-18,0.0,0.188048462,0.002950177,0.0,1.2900000000000001e-37,0.650773957,1.01e-19,0.0,0.082197034,0.0,0.015862145,0.055994983
13701,13701,0.00101571,0.010384962,1.26e-07,5.48e-05,0.00989537,0.005900025,0.001472424,3.35e-79,0.320714139,1.01e-19,5.48e-05,0.04923881,5.48e-05,0.009522025,0.167980143
13703,13703,0.999179017,0.008226292,1.49e-06,0.0,0.020805693,0.001475253,0.0,3.2299999999999996e-45,0.759182866,1.01e-19,0.0,0.022711333,0.0,0.004382767,0.134384645
13710,13710,0.030586426,0.0,1.18e-18,0.0,0.0,0.014749593,0.0162003,0.0,0.021975987,0.012190188,0.0,0.0,0.0,0.012190188,0.0
13713,13713,0.030586527,0.046162805,3.32e-06,0.000204372,0.018102268,0.02064929,0.001472424,1.97e-37,0.014616861,4.23e-08,0.000204432,0.119359652,0.000204372,0.023108603,0.022399492
13719,13719,0.969609411,0.008083393,9.81e-05,0.002532525,0.009470457,0.013274669,0.010309267,9.29e-77,0.000869066,0.000742293,0.00253749,0.036358925,0.002532525,0.008686984,0.044796486
13720,13720,0.020492384,0.015018824,4.24e-06,0.000695285,0.042045599,0.008849873,0.002945505,1.02e-45,0.0,1.02e-19,0.000699707,0.047781367,0.000695285,0.009476113,0.313560795
13725,13725,0.999180127,0.005438669,0.000483617,0.0,0.003265518,0.001475253,0.0,7.82e-86,0.672208207,1.01e-19,0.0,0.001879283,0.0,0.000362659,0.0
13727,13727,0.999180228,0.009375554,0.00010672,6.66e-05,0.012656771,0.004425101,0.001472424,2.2399999999999997e-81,0.674545668,6.66e-06,6.66e-05,0.072264824,6.66e-05,0.013976475,0.36955328
13729,13729,0.999180329,0.002166804,0.000101587,0.0,0.001044731,0.001475253,0.001472424,2.1099999999999998e-89,0.716428647,0.002191384,0.0,0.001279512,0.0,0.0024383,0.347156286
13732,13732,0.999180531,0.034234298,4.67e-05,0.003535421,0.183750174,0.016224517,0.001472424,2.3999999999999997e-38,0.005576506,1e-19,0.003536469,0.099153763,0.003535421,0.020429173,0.470339943
13748,13748,0.969611126,0.051892845,0.04774194,0.0,0.248147369,0.016224517,0.0,3.45e-33,0.0,1.01e-19,0.0,0.117234063,0.0,0.022623489,0.033597989
13749,13749,0.969611227,0.037737188,0.068013608,0.008469841,0.071090397,0.016224517,0.004418257,1.39e-66,0.480201681,0.001404337,0.008683106,0.014314538,0.008469841,0.007307184,0.078392159
13750,13750,0.030588747,0.0,1.18e-18,0.0,0.0,0.053097667,0.054491909,0.0,0.0640027,0.02374665,0.0,0.0,0.0,0.02374665,0.011200995
13752,13752,0.969611328,0.002816847,1.22e-18,0.0,0.002388492,0.0,0.0,4.53e-87,0.515034854,1.01e-19,0.0,0.027309579,0.0,0.005270123,0.358354783
